section,vehicle_type,carrier,country_code,unit,year,0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2000,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2001,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2002,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2003,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2004,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2005,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2006,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2007,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2008,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2009,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2010,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2011,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2012,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2013,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2014,0.0
Passenger transport,"Metro and tram, urban light rail",electricity,SI,mio_km,2015,0.0
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2000,2.7707999999999995
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2001,3.1324999999999994
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2002,3.9405999999999994
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2003,3.7187999999999994
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2004,3.8106
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2005,3.7467
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2006,3.9740900000000003
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2007,4.077999999999999
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2008,3.47905
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2009,3.43825
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2010,3.51305
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2011,4.0128900000000005
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2012,3.6711000000000005
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2013,3.9654276967405004
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2014,4.094980547759605
Passenger transport,Conventional passenger trains,diesel,SI,mio_km,2015,4.333875760830648
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2000,8.172200000000002
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2001,8.400500000000001
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2002,7.524400000000003
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2003,7.9072
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2004,8.1284
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2005,8.1403
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2006,7.84191
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2007,7.521999999999999
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2008,8.133989093484509
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2009,8.193361753811825
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2010,8.226309564333032
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2011,7.868633485104901
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2012,7.953546624393665
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2013,7.096630579172835
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2014,6.207987762295736
Passenger transport,Conventional passenger trains,electricity,SI,mio_km,2015,6.821415640443237
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2000,0.0
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2001,0.0
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2002,0.0
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2003,0.0
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2004,0.0
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2005,0.0
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2006,0.0
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2007,0.0
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2008,0.05996090651548814
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2009,0.0683882461881768
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2010,0.06564043566696699
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2011,0.057476514895098495
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2012,0.053353375606335546
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2013,0.04794172408666396
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2014,0.03503168994466051
Passenger transport,High speed passenger trains,electricity,SI,mio_km,2015,0.02670859872611465
Freight transport,Freight,diesel,SI,mio_km,2000,0.9652631578947369
Freight transport,Freight,diesel,SI,mio_km,2001,0.9811111111111112
Freight transport,Freight,diesel,SI,mio_km,2002,1.0812121212121215
Freight transport,Freight,diesel,SI,mio_km,2003,1.2420689655172412
Freight transport,Freight,diesel,SI,mio_km,2004,1.247857142857143
Freight transport,Freight,diesel,SI,mio_km,2005,1.3623076923076924
Freight transport,Freight,diesel,SI,mio_km,2006,1.259259259259259
Freight transport,Freight,diesel,SI,mio_km,2007,1.2666666666666668
Freight transport,Freight,diesel,SI,mio_km,2008,1.060625
Freight transport,Freight,diesel,SI,mio_km,2009,0.9208133259065764
Freight transport,Freight,diesel,SI,mio_km,2010,0.993316682003418
Freight transport,Freight,diesel,SI,mio_km,2011,1.0733180539814466
Freight transport,Freight,diesel,SI,mio_km,2012,0.9823744591631106
Freight transport,Freight,diesel,SI,mio_km,2013,1.1799724013251212
Freight transport,Freight,diesel,SI,mio_km,2014,2.1254988262910794
Freight transport,Freight,diesel,SI,mio_km,2015,1.7638809683927368
Freight transport,Freight,electricity,SI,mio_km,2000,5.31890350877193
Freight transport,Freight,electricity,SI,mio_km,2001,5.14138888888889
Freight transport,Freight,electricity,SI,mio_km,2002,3.6837878787878786
Freight transport,Freight,electricity,SI,mio_km,2003,3.939264367816093
Freight transport,Freight,electricity,SI,mio_km,2004,4.680291005291005
Freight transport,Freight,electricity,SI,mio_km,2005,5.487257525083613
Freight transport,Freight,electricity,SI,mio_km,2006,5.748013468013468
Freight transport,Freight,electricity,SI,mio_km,2007,6.153333333333334
Freight transport,Freight,electricity,SI,mio_km,2008,6.26546195652174
Freight transport,Freight,electricity,SI,mio_km,2009,3.871440195220185
Freight transport,Freight,electricity,SI,mio_km,2010,5.061298702611966
Freight transport,Freight,electricity,SI,mio_km,2011,5.1326078719444785
Freight transport,Freight,electricity,SI,mio_km,2012,5.120702463913814
Freight transport,Freight,electricity,SI,mio_km,2013,5.766694265341547
Freight transport,Freight,electricity,SI,mio_km,2014,5.551978651186398
Freight transport,Freight,electricity,SI,mio_km,2015,6.407119031607262
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2000,4.381329320847463
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2001,5.013759286559036
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2002,4.760781362111061
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2003,5.285795327906816
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2004,4.787619186011324
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2005,4.7144578929770296
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2006,4.8877380840670295
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2007,4.8712023597730765
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2008,5.370096422690094
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2009,7.704925073606192
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2010,10.182318149317545
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2011,9.772604997566033
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2012,11.655293586517292
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2013,11.66026159382094
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2014,8.530793533540562
Passenger transport,"Metro and tram, urban light rail",electricity,BG,mio_km,2015,8.81416093585652
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2000,4.6642758620689655
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2001,4.0521724137931034
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2002,3.7575000000000007
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2003,3.1037142857142856
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2004,3.2624000000000004
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2005,3.672114285714286
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2006,3.79875
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2007,3.472425
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2008,4.524231249999999
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2009,3.515575
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2010,3.7782
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2011,3.5596111111111104
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2012,5.320833333333332
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2013,4.350204545454544
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2014,3.4608639317080545
Passenger transport,Conventional passenger trains,diesel,BG,mio_km,2015,3.2073257431445703
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2000,11.520240266963292
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2001,12.098214682981089
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2002,12.404370967741936
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2003,12.146801843317972
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2004,11.8336
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2005,11.675265024630546
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2006,11.568346774193548
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2007,11.7075125
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2008,11.596302083333333
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2009,13.915282142857146
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2010,11.154925
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2011,9.559833333333334
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2012,8.24027777777778
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2013,6.717751976284586
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2014,8.346879054961514
Passenger transport,Conventional passenger trains,electricity,BG,mio_km,2015,11.543292413928834
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2000,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2001,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2002,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2003,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2004,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2005,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2006,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2007,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2008,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2009,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2010,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2011,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2012,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2013,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2014,0.0
Passenger transport,High speed passenger trains,electricity,BG,mio_km,2015,0.0
Freight transport,Freight,diesel,BG,mio_km,2000,3.0160416666666663
Freight transport,Freight,diesel,BG,mio_km,2001,2.757023591928941
Freight transport,Freight,diesel,BG,mio_km,2002,2.7831374999999987
Freight transport,Freight,diesel,BG,mio_km,2003,2.8727416666666667
Freight transport,Freight,diesel,BG,mio_km,2004,2.94175
Freight transport,Freight,diesel,BG,mio_km,2005,2.8392000000000004
Freight transport,Freight,diesel,BG,mio_km,2006,2.6472642857142863
Freight transport,Freight,diesel,BG,mio_km,2007,2.359971428571429
Freight transport,Freight,diesel,BG,mio_km,2008,3.146514285714286
Freight transport,Freight,diesel,BG,mio_km,2009,1.5796
Freight transport,Freight,diesel,BG,mio_km,2010,1.528228571428572
Freight transport,Freight,diesel,BG,mio_km,2011,1.55482
Freight transport,Freight,diesel,BG,mio_km,2012,1.6582933333333332
Freight transport,Freight,diesel,BG,mio_km,2013,0.8486222222222222
Freight transport,Freight,diesel,BG,mio_km,2014,0.7166951492370929
Freight transport,Freight,diesel,BG,mio_km,2015,1.676895286404622
Freight transport,Freight,electricity,BG,mio_km,2000,5.63775143678161
Freight transport,Freight,electricity,BG,mio_km,2001,5.302493649450367
Freight transport,Freight,electricity,BG,mio_km,2002,5.900300000000002
Freight transport,Freight,electricity,BG,mio_km,2003,5.754758333333335
Freight transport,Freight,electricity,BG,mio_km,2004,5.712750000000001
Freight transport,Freight,electricity,BG,mio_km,2005,6.555030769230768
Freight transport,Freight,electricity,BG,mio_km,2006,6.215423214285714
Freight transport,Freight,electricity,BG,mio_km,2007,5.70309107142857
Freight transport,Freight,electricity,BG,mio_km,2008,4.753019047619047
Freight transport,Freight,electricity,BG,mio_km,2009,4.202553846153846
Freight transport,Freight,electricity,BG,mio_km,2010,3.7104857142857153
Freight transport,Freight,electricity,BG,mio_km,2011,3.659913333333333
Freight transport,Freight,electricity,BG,mio_km,2012,3.622640000000001
Freight transport,Freight,electricity,BG,mio_km,2013,3.2539777777777785
Freight transport,Freight,electricity,BG,mio_km,2014,2.601211880001436
Freight transport,Freight,electricity,BG,mio_km,2015,4.726245658116241
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2000,73.16534362235804
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2001,73.16534362235804
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2002,73.16534362235804
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2003,70.44865344254019
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2004,75.50718335835066
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2005,81.2590496707673
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2006,84.47684816096857
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2007,87.63278884475544
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2008,90.69005961715325
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2009,94.90941489577523
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2010,97.43366808868944
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2011,99.5147938478726
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2012,108.5463270755042
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2013,110.1035627266164
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2014,108.57389027932913
Passenger transport,"Metro and tram, urban light rail",electricity,RO,mio_km,2015,103.0767411881048
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2000,51.483120044633864
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2001,28.345978530204075
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2002,33.41628016903062
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2003,31.62589441275569
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2004,38.097500000000004
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2005,17.669596760275773
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2006,18.513164219807962
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2007,43.16028045889654
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2008,41.991951838763576
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2009,34.98919551951413
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2010,38.13840224665712
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2011,57.66580344044108
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2012,61.61854804109442
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2013,57.22863139455228
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2014,41.21602215117006
Passenger transport,Conventional passenger trains,diesel,RO,mio_km,2015,42.29938178981835
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2000,38.305269606202145
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2001,38.06367959934869
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2002,36.31310380295363
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2003,29.193052207884598
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2004,29.91349999999999
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2005,36.8770699063909
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2006,27.240835780192036
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2007,22.80257668396061
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2008,24.488048161236428
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2009,24.8391378138192
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2010,20.282467318560272
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2011,21.325307670670014
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2012,15.359229736683352
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2013,13.33692416100327
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2014,15.977311182163284
Passenger transport,Conventional passenger trains,electricity,RO,mio_km,2015,18.949618210181654
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2000,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2001,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2002,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2003,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2004,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2005,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2006,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2007,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2008,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2009,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2010,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2011,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2012,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2013,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2014,0.0
Passenger transport,High speed passenger trains,electricity,RO,mio_km,2015,0.0
Freight transport,Freight,diesel,RO,mio_km,2000,13.040190000000003
Freight transport,Freight,diesel,RO,mio_km,2001,5.202450000000001
Freight transport,Freight,diesel,RO,mio_km,2002,10.734
Freight transport,Freight,diesel,RO,mio_km,2003,8.56975628977487
Freight transport,Freight,diesel,RO,mio_km,2004,10.149927901457792
Freight transport,Freight,diesel,RO,mio_km,2005,3.25544622521569
Freight transport,Freight,diesel,RO,mio_km,2006,2.8458207973814855
Freight transport,Freight,diesel,RO,mio_km,2007,9.48713792256241
Freight transport,Freight,diesel,RO,mio_km,2008,8.258252104084205
Freight transport,Freight,diesel,RO,mio_km,2009,5.085286087101746
Freight transport,Freight,diesel,RO,mio_km,2010,7.034277701548026
Freight transport,Freight,diesel,RO,mio_km,2011,9.490241130075237
Freight transport,Freight,diesel,RO,mio_km,2012,9.514108798889842
Freight transport,Freight,diesel,RO,mio_km,2013,8.954518181743627
Freight transport,Freight,diesel,RO,mio_km,2014,6.323566217105006
Freight transport,Freight,diesel,RO,mio_km,2015,7.351963426968821
Freight transport,Freight,electricity,RO,mio_km,2000,11.752643333333335
Freight transport,Freight,electricity,RO,mio_km,2001,11.094216666666666
Freight transport,Freight,electricity,RO,mio_km,2002,17.930999999999997
Freight transport,Freight,electricity,RO,mio_km,2003,20.00695009020398
Freight transport,Freight,electricity,RO,mio_km,2004,13.206995175465282
Freight transport,Freight,electricity,RO,mio_km,2005,7.931092236322771
Freight transport,Freight,electricity,RO,mio_km,2006,7.004179202618515
Freight transport,Freight,electricity,RO,mio_km,2007,14.03377116834668
Freight transport,Freight,electricity,RO,mio_km,2008,12.24041456258246
Freight transport,Freight,electricity,RO,mio_km,2009,9.87210521724608
Freight transport,Freight,electricity,RO,mio_km,2010,12.24653037926006
Freight transport,Freight,electricity,RO,mio_km,2011,12.637593921471161
Freight transport,Freight,electricity,RO,mio_km,2012,11.330891201110157
Freight transport,Freight,electricity,RO,mio_km,2013,10.96337655509848
Freight transport,Freight,electricity,RO,mio_km,2014,9.811888328349536
Freight transport,Freight,electricity,RO,mio_km,2015,11.34003657303118
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2000,15.103865389769611
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2001,16.880790729742507
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2002,17.134637206881493
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2003,17.769253399728953
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2004,19.03848578542388
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2005,18.354234465308984
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2006,19.374337336675733
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2007,19.82589059374578
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2008,21.645516456711636
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2009,22.365992796425704
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2010,20.45831135493556
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2011,20.504102333916112
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2012,21.736918425751703
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2013,21.1655620960386
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2014,21.07054555672392
Passenger transport,"Metro and tram, urban light rail",electricity,EL,mio_km,2015,20.078906287596254
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2000,4.42479258942171
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2001,4.601641218528084
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2002,4.774494006816065
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2003,4.581665331198476
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2004,4.760752608570084
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2005,3.640647522816982
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2006,3.4311942563617817
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2007,2.5897470486574234
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2008,1.9349514563106796
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2009,2.801559774382722
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2010,2.5005666960392405
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2011,1.9318026035760225
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2012,3.497045144841888
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2013,2.4306780523204337
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2014,6.53644467245406
Passenger transport,Conventional passenger trains,diesel,EL,mio_km,2015,6.725488610019933
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2000,2.638000496863979
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2001,1.9282966390954224
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2002,2.1665378534100412
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2003,2.518406066229036
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2004,2.079330036058015
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2005,1.2495063233368642
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2006,1.6760564989252278
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2007,2.847440451342577
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2008,2.7025168981196996
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2009,2.8250027256172783
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2010,1.65034239486985
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2011,1.7012192032775604
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2012,1.8322231478410393
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2013,3.9753825537401726
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2014,6.859757859191509
Passenger transport,Conventional passenger trains,electricity,EL,mio_km,2015,8.65758831305699
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2000,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2001,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2002,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2003,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2004,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2005,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2006,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2007,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2008,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2009,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2010,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2011,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2012,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2013,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2014,0.0
Passenger transport,High speed passenger trains,electricity,EL,mio_km,2015,0.0
Freight transport,Freight,diesel,EL,mio_km,2000,0.655923079276909
Freight transport,Freight,diesel,EL,mio_km,2001,0.5947394390372343
Freight transport,Freight,diesel,EL,mio_km,2002,0.5055159817009108
Freight transport,Freight,diesel,EL,mio_km,2003,0.6904343831593917
Freight transport,Freight,diesel,EL,mio_km,2004,0.7457561657271737
Freight transport,Freight,diesel,EL,mio_km,2005,1.351811754064699
Freight transport,Freight,diesel,EL,mio_km,2006,1.5639179719396505
Freight transport,Freight,diesel,EL,mio_km,2007,1.6657127640007332
Freight transport,Freight,diesel,EL,mio_km,2008,1.9058333333333333
Freight transport,Freight,diesel,EL,mio_km,2009,1.0164446079957636
Freight transport,Freight,diesel,EL,mio_km,2010,0.38519882387687615
Freight transport,Freight,diesel,EL,mio_km,2011,0.2681513912482799
Freight transport,Freight,diesel,EL,mio_km,2012,0.39230345021381985
Freight transport,Freight,diesel,EL,mio_km,2013,0.23972874175630196
Freight transport,Freight,diesel,EL,mio_km,2014,0.4661819361041335
Freight transport,Freight,diesel,EL,mio_km,2015,0.40667608441589576
Freight transport,Freight,electricity,EL,mio_km,2000,0.06001786166403211
Freight transport,Freight,electricity,EL,mio_km,2001,0.0423976980999029
Freight transport,Freight,electricity,EL,mio_km,2002,0.04275729157236241
