section,vehicle_type,vehicle_subtype,country_code,unit,year,0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2000,41559.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2001,42317.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2002,43265.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2003,44516.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2004,46367.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2005,48671.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2006,53193.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2007,71493.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2008,81996.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2009,88428.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2010,91008.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2011,92183.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2012,93100.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2013,92986.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2014,95796.0
Passenger transport,Powered 2-wheelers,Gasoline engine,SI,N. vehicles,2015,100216.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2000,805000.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2001,813890.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2002,798289.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2003,795000.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2004,769799.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2005,780572.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2006,768137.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2007,760599.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2008,756774.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2009,738183.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2010,717435.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2011,700961.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2012,678313.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2013,655470.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2014,635412.0
Passenger transport,Passenger cars,Gasoline engine,SI,N. vehicles,2015,621991.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2000,114000.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2001,122110.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2002,167311.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2003,164000.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2004,192201.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2005,230428.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2006,262363.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2007,303227.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2008,338404.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2009,368768.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2010,391607.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2011,412376.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2012,433238.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2013,451441.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2014,475531.0
Passenger transport,Passenger cars,Diesel oil engine,SI,N. vehicles,2015,498945.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2000,0.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2001,0.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2002,0.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2003,0.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2004,0.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2005,0.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2006,500.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2007,1174.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2008,1002.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2009,2907.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2010,3608.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2011,4151.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2012,5444.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2013,7816.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2014,8147.0
Passenger transport,Passenger cars,LPG engine,SI,N. vehicles,2015,8766.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2000,0.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2001,0.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2002,0.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2003,0.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2004,0.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2005,0.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2006,0.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2007,0.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2008,0.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2009,0.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2010,0.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2011,0.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2012,5.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2013,26.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2014,120.0
Passenger transport,Passenger cars,Natural gas engine,SI,N. vehicles,2015,157.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2000,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2001,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2002,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2003,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2004,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2005,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2006,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2007,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2008,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2009,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2010,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2011,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2012,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2013,13.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2014,20.0
Passenger transport,Passenger cars,Plug-in hybrid electric,SI,N. vehicles,2015,47.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2000,0.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2001,0.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2002,0.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2003,0.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2004,0.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2005,0.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2006,0.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2007,0.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2008,0.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2009,0.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2010,0.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2011,12.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2012,30.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2013,34.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2014,130.0
Passenger transport,Passenger cars,Battery electric vehicles,SI,N. vehicles,2015,288.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2000,34.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2001,32.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2002,30.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2003,27.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2004,24.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2005,22.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2006,19.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2007,17.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2008,14.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2009,12.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2010,10.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2011,8.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2012,7.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2013,6.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2014,5.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,SI,N. vehicles,2015,4.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2000,1825.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2001,1785.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2002,1770.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2003,1767.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2004,1849.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2005,1837.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2006,1862.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2007,1917.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2008,1968.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2009,1994.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2010,2001.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2011,2018.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2012,1992.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2013,2047.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2014,2128.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,SI,N. vehicles,2015,2180.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2000,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2001,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2002,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2003,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2004,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2005,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2006,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2007,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2008,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2009,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2010,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2011,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2012,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2013,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2014,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,SI,N. vehicles,2015,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2000,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2001,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2002,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2003,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2004,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2005,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2006,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2007,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2008,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2009,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2010,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2011,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2012,18.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2013,20.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2014,28.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,SI,N. vehicles,2015,51.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2000,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2001,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2002,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2003,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2004,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2005,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2006,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2007,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2008,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2009,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2010,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2011,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2012,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2013,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2014,2.0
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,SI,N. vehicles,2015,2.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2000,6994.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2001,7159.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2002,7321.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2003,7236.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2004,7077.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2005,6848.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2006,6281.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2007,6447.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2008,6422.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2009,6021.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2010,5735.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2011,5418.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2012,5097.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2013,4715.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2014,4112.0
Freight transport,Light duty vehicles,Gasoline engine,SI,N. vehicles,2015,3884.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2000,18180.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2001,19107.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2002,20759.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2003,22789.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2004,25412.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2005,28400.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2006,31360.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2007,36373.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2008,41574.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2009,44097.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2010,45952.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2011,47924.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2012,48984.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2013,50162.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2014,52425.0
Freight transport,Light duty vehicles,Diesel oil engine,SI,N. vehicles,2015,55655.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2000,0.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2001,0.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2002,0.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2003,0.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2004,0.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2005,0.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2006,339.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2007,369.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2008,393.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2009,183.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2010,72.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2011,62.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2012,57.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2013,60.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2014,321.0
Freight transport,Light duty vehicles,LPG engine,SI,N. vehicles,2015,331.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2000,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2001,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2002,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2003,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2004,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2005,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2006,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2007,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2008,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2009,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2010,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2011,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2012,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2013,0.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2014,32.0
Freight transport,Light duty vehicles,Natural gas engine,SI,N. vehicles,2015,44.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2000,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2001,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2002,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2003,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2004,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2005,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2006,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2007,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2008,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2009,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2010,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2011,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2012,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2013,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2014,15.0
Freight transport,Light duty vehicles,Battery electric vehicles,SI,N. vehicles,2015,35.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2000,26273.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2001,25219.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2002,25214.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2003,24594.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2004,24249.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2005,23181.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2006,23570.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2007,24561.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2008,23775.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2009,22437.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2010,20113.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2011,19022.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2012,18549.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2013,18220.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2014,18327.0
Freight transport,Heavy duty vehicles,Domestic,SI,N. vehicles,2015,18282.0
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2000,3080.428216578736
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2001,3275.992584639842
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2002,3433.8375769095437
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2003,3500.3508389215594
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2004,4079.9342421643546
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2005,4209.63148259871
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2006,4864.659722102187
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2007,4957.436148532059
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2008,4948.691444219637
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2009,4350.7182048875175
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2010,4210.962004291898
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2011,4294.3186702600315
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2012,4427.977925842154
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2013,4419.419860651644
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2014,4411.490568032988
Freight transport,Heavy duty vehicles,International,SI,N. vehicles,2015,4808.593024451927
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2000,70362.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2001,71538.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2002,73443.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2003,76082.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2004,75705.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2005,75913.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2006,76254.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2007,90318.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2008,106911.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2009,117595.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2010,125400.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2011,131800.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2012,139800.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2013,147900.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2014,154800.0
Passenger transport,Powered 2-wheelers,Gasoline engine,BG,N. vehicles,2015,163300.0
Passenger transport,Passenger cars,Gasoline engine,BG,N. vehicles,2000,1548238.0
Passenger transport,Passenger cars,Gasoline engine,BG,N. vehicles,2001,1548237.9999999998
Passenger transport,Passenger cars,Gasoline engine,BG,N. vehicles,2002,1548238.0000000005
Passenger transport,Passenger cars,Gasoline engine,BG,N. vehicles,2003,1548238.0
Passenger transport,Passenger cars,Gasoline engine,BG,N. vehicles,2004,1550532.0
