section,vehicle_type,vehicle_subtype,carrier,country_code,unit,year,0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SE,twh,2012,4.853582623569742
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SE,twh,2013,4.59160713066168
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SE,twh,2014,4.078317087568309
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SE,twh,2015,4.10988548359184
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2000,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2001,0.006466877249421798
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2002,0.006158379177110289
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2003,0.00803416653348598
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2004,0.014864601318425331
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2005,0.014036160441613951
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2006,0.07898742514850793
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2007,0.17067044941256299
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2008,0.18711631808764792
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2009,0.23234824401106388
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2010,0.2522373812315803
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2011,0.2515697640395183
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2012,0.3731335937557121
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2013,0.4891324110670122
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2014,0.6254818284098311
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SE,twh,2015,0.8216775931403164
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2000,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2001,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2002,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2003,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2004,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2005,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2006,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2007,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2008,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2009,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2010,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2011,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2012,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2013,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2014,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SE,twh,2015,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2000,0.11806208580571492
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2001,0.11977179668960185
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2002,0.12385832198353557
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2003,0.1721481250498514
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2004,0.13031041450465256
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2005,0.10818205062029287
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2006,0.18968660520430292
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2007,0.18372483316568758
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2008,0.22287959576691385
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2009,0.18493685295332524
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2010,0.23583578757620738
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2011,0.37295134123040097
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2012,0.4494108550968531
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2013,0.4389055039102538
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2014,0.4102497566548294
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SE,twh,2015,0.2639048641548453
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2000,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2001,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2002,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2003,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2004,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2005,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2006,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2007,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2008,0.1729527662536095
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2009,0.18781031168322557
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2010,0.1571565884109522
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2011,0.5458913794554817
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2012,0.5896218035934947
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2013,0.624319027855138
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2014,0.6769294675356424
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,biogas,SE,twh,2015,0.7434058805671663
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2000,0.0032951015361668903
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2001,0.003263021389548273
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2002,0.0026960160486695483
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2003,0.0030087828825962224
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2004,0.003017825196935898
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2005,0.0024417194291125655
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2006,0.0022660877394872865
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2007,0.0018746629209812492
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2008,0.0016945888365442383
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2009,0.0015093199781664051
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2010,0.0013255533078600898
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2011,0.001138848958326813
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2012,0.0011465262701410542
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2013,0.0015145716057669077
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2014,0.0020468211386197826
Passenger transport,"Motor coaches, buses and trolley buses",Battery electric vehicles,electricity,SE,twh,2015,0.0036639122407911106
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2000,1.9733590390063878
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2001,1.8409238559668093
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2002,1.6941142917092658
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2003,1.4968193563186298
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2004,1.3102256808523585
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2005,1.2081563918736689
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2006,1.0821941259816914
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2007,0.9804192809086695
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2008,0.8420660363482053
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2009,0.7723009019209444
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2010,0.6857694991679139
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2011,0.6356044599378359
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2012,0.5685455253346554
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2013,0.5008958212808
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2014,0.5179974287464464
Freight transport,Light duty vehicles,Gasoline engine,petrol,SE,twh,2015,0.5338765440335221
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2000,0.0
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2001,0.005269467559476841
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2002,0.011521446995214265
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2003,0.021864723610508837
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2004,0.03706406196260188
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2005,0.037156967199490916
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2006,0.038843976764079316
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2007,0.04546038199234108
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2008,0.049761591122360734
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2009,0.04284889385805956
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2010,0.04177948100670116
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2011,0.041916787616603265
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2012,0.042075558753931
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2013,0.033849556932094294
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2014,0.030009107687981568
Freight transport,Light duty vehicles,Gasoline engine,biofuels,SE,twh,2015,0.027672855961783868
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2000,1.8793790042760115
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2001,2.3909406101311963
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2002,2.857332167048251
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2003,3.427547941029914
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2004,4.105603172362723
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2005,4.466057934451893
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2006,4.949637280177371
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2007,5.259366575969321
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2008,5.62257481331419
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2009,5.552351766215907
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2010,6.005516435711705
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2011,6.189826705557285
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2012,6.025729151263145
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2013,5.7385000038912155
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2014,5.172891532387843
Freight transport,Light duty vehicles,Diesel oil engine,diesel,SE,twh,2015,5.2929190475177466
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2000,0.0
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2001,0.0025196273531613994
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2002,0.002852068715832412
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2003,0.004176510256221092
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2004,0.008895760167693825
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2005,0.008947906499730075
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2006,0.06371398800631323
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2007,0.15676734673068804
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2008,0.20447029133932207
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2009,0.26385314843951446
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2010,0.28719631043493127
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2011,0.37993164763672915
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2012,0.5294169924648083
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2013,0.6934186258212215
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2014,0.885602650509036
Freight transport,Light duty vehicles,Diesel oil engine,biofuels,SE,twh,2015,1.2133088883887972
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2000,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2001,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2002,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2003,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2004,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2005,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2006,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2007,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2008,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2009,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2010,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2011,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2012,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2013,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2014,0.0
Freight transport,Light duty vehicles,LPG engine,lpg,SE,twh,2015,0.0
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2000,0.0
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2001,2.3599810398143376e-05
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2002,0.00014390968392878392
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2003,0.00039547205155228583
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2004,0.0006429719775256819
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2005,0.001362077744283291
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2006,0.003394245799046186
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2007,0.007464599482981575
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2008,0.007784365909206885
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2009,0.009654223798910176
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2010,0.016315407864091976
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2011,0.013413937346437423
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2012,0.016020803863044334
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2013,0.016400629339734775
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2014,0.016675525184754028
Freight transport,Light duty vehicles,Natural gas engine,natural_gas,SE,twh,2015,0.01301507138125895
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2000,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2001,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2002,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2003,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2004,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2005,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2006,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2007,0.0
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2008,0.00604060507600528
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2009,0.009804226425279033
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2010,0.010872284757144279
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2011,0.019634070058089478
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2012,0.021019107931227125
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2013,0.0233289965023755
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2014,0.027515322559204393
Freight transport,Light duty vehicles,Natural gas engine,biogas,SE,twh,2015,0.03666275963429109
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2000,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2001,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2002,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2003,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2004,0.0
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2005,8.007248695236059e-06
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2006,0.000829312506029901
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2007,0.0007880875438264725
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2008,0.0007871147522325813
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2009,0.0007891495292219494
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2010,0.0007730534504833805
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2011,0.0007918745065465098
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2012,0.0018560707914300196
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2013,0.0026570987594792136
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2014,0.0038220889898553405
Freight transport,Light duty vehicles,Battery electric vehicles,electricity,SE,twh,2015,0.005399108725894141
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2000,13.28759985784995
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2001,13.090662697351386
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2002,12.986276899472879
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2003,12.953277898404542
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2004,13.512722676412075
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2005,14.787199528285282
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2006,14.677347321115462
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2007,14.823244557816036
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2008,15.368426762236867
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2009,13.97824181660052
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2010,14.303369287777311
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2011,13.783020803747808
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2012,12.553049213053114
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2013,11.839570175941795
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2014,12.990222335055526
Freight transport,Heavy duty vehicles,Domestic,diesel,SE,twh,2015,12.79871992507854
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2000,0.0
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2001,0.013891671872161511
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2002,0.013373613845634486
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2003,0.0172290020682315
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2004,0.033469348916527364
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2005,0.03431048777511578
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2006,0.19409987098025872
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2007,0.4488992240515275
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2008,0.5610590635603213
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2009,0.6540003051027901
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2010,0.6769976990605789
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2011,0.7846973156158742
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2012,1.0361216564409383
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2013,1.3421004448134903
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2014,2.0855257367176785
Freight transport,Heavy duty vehicles,Domestic,biofuels,SE,twh,2015,2.736318790586181
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2000,3.837582549307694
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2001,4.0166329737176145
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2002,3.8224889814826235
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2003,4.239361870019823
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2004,5.2670358683099145
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2005,5.727668959038539
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2006,6.212371154449878
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2007,5.870036997082343
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2008,5.887205247999691
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2009,4.621537597741355
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2010,5.0070226339269315
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2011,4.893879722534311
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2012,4.743958934416189
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2013,4.768202815824401
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2014,3.0371203333883354
Freight transport,Heavy duty vehicles,International,diesel,SE,twh,2015,3.833723224474537
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2000,0.0
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2001,0.00426240814478238
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2002,0.003936500966617793
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2003,0.005638725193686274
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2004,0.013045798796718635
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2005,0.013289812950930693
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2006,0.08215520237948291
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2007,0.1777650664040758
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2008,0.21492569893662652
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2009,0.2162279805016224
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2010,0.23698911313220558
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2011,0.278619203721685
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2012,0.39156371538032103
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2013,0.5405100882025741
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2014,0.4875969369436411
Freight transport,Heavy duty vehicles,International,biofuels,SE,twh,2015,0.8196357884573329
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2000,0.3926633309792031
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2001,0.40874555935337903
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2002,0.42601677575873426
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2003,0.4391400185743607
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2004,0.45013647151755654
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2005,0.4624656942017705
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2006,0.4769736534169896
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2007,0.49430045268876394
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2008,0.5071497142485535
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2009,0.5200115761493781
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2010,0.5341497411792214
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2011,0.5508609935751405
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2012,0.5729972043965316
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2013,0.5777761771145226
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2014,0.6005749256283875
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,AT,twh,2015,0.6202780009355402
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,AT,twh,2000,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,AT,twh,2001,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,AT,twh,2002,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,AT,twh,2003,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,AT,twh,2004,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,AT,twh,2005,0.0
