section,vehicle_type,vehicle_subtype,carrier,country_code,unit,year,0
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2000,0.040761540418383695
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2001,0.03805324778793226
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2002,0.039878042985289894
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2003,0.04552557158709999
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2004,0.05143442238623998
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2005,0.05719842941471336
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2006,0.06398481622058932
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2007,0.07064065830930354
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2008,0.0753405671840873
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2009,0.07651262895144864
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2010,0.09828980567663162
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2011,0.11477018980859521
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2012,0.10406753970367302
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2013,0.09182127399512191
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2014,0.0926304170919973
Passenger transport,Powered 2-wheelers,Gasoline engine,petrol,SI,twh,2015,0.09837416632637855
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2000,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2001,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2002,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2003,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2004,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2005,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2006,0.0
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2007,6.580442155794096e-05
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2008,0.0002909001003325239
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2009,0.0003236518778783242
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2010,0.0007080229383753521
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2011,0.0009979905079126811
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2012,0.001186639376059546
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2013,0.0014570449412998475
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2014,0.0015731766538326717
Passenger transport,Powered 2-wheelers,Gasoline engine,biofuels,SI,twh,2015,0.0014686726482573925
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2000,9.892817113966352
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2001,9.8003979937434
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2002,9.38254676790846
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2003,9.15104020561744
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2004,8.112250772553676
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2005,7.970516836448
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2006,7.585249275045172
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2007,7.331459625514012
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2008,7.672142548128262
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2009,6.9938353695844295
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2010,6.810737541927342
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2011,6.58997613071984
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2012,5.946162730697755
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2013,5.410189359589406
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2014,5.047394453328097
Passenger transport,Passenger cars,Gasoline engine,petrol,SI,twh,2015,4.921913074191343
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2000,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2001,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2002,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2003,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2004,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2005,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2006,0.0
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2007,0.00682952950013504
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2008,0.02962317806239348
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2009,0.029584239647211692
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2010,0.04906061593817136
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2011,0.057303500471661696
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2012,0.06780164932115401
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2013,0.08585035574961411
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2014,0.0857217679239651
Passenger transport,Passenger cars,Gasoline engine,biofuels,SI,twh,2015,0.07348147769997364
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2000,1.5031443659838388
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2001,1.6426085650205817
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2002,2.218090597352073
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2003,2.2301078219639225
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2004,2.7520061071327087
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2005,3.259005500322656
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2006,3.6927920497886473
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2007,4.374163145071111
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2008,4.898265128149461
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2009,5.1599903275986225
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2010,5.412127558017239
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2011,5.731553372815843
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2012,5.910294222354421
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2013,5.970755114714309
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2014,6.391732867763894
Passenger transport,Passenger cars,Diesel oil engine,diesel,SI,twh,2015,6.649616479289478
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2000,0.0
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2001,0.0
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2002,0.0
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2003,0.0
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2004,0.0
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2005,0.0
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2006,0.019614600726327994
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2007,0.055474457455719585
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2008,0.08242546961705528
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2009,0.1391460056531248
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2010,0.20352959771322998
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2011,0.14768262322391032
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2012,0.21021380257198158
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2013,0.27479713734112476
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2014,0.18281257142007565
Passenger transport,Passenger cars,Diesel oil engine,biofuels,SI,twh,2015,0.12066745559846281
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2000,0.0
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2001,0.0
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2002,0.0
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2003,0.0
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2004,0.0
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2005,0.0
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2006,0.0054740216576899675
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2007,0.017137362557715374
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2008,0.015754804546416184
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2009,0.04648580658309189
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2010,0.06189897198072552
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2011,0.07481611201907327
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2012,0.10042030785402283
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2013,0.13890223681178468
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2014,0.143233913608488
Passenger transport,Passenger cars,LPG engine,lpg,SI,twh,2015,0.1552923917479493
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2000,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2001,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2002,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2003,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2004,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2005,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2006,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2007,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2008,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2009,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2010,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2011,0.0
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2012,5.850837712109806e-05
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2013,0.0003103520495598832
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2014,0.0014041963853654211
Passenger transport,Passenger cars,Natural gas engine,natural_gas,SI,twh,2015,0.0018108048143071912
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2000,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2001,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2002,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2003,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2004,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2005,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2006,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2007,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2008,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2009,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2010,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2011,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2012,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2013,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2014,0.0
Passenger transport,Passenger cars,Natural gas engine,biogas,SI,twh,2015,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2000,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2001,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2002,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2003,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2004,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2005,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2006,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2007,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2008,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2009,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2010,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2011,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2012,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2013,3.3056568110318246e-05
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2014,5.0950945324129555e-05
Passenger transport,Passenger cars,Plug-in hybrid electric,petrol,SI,twh,2015,0.00011399071047329182
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2000,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2001,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2002,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2003,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2004,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2005,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2006,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2007,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2008,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2009,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2010,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2011,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2012,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2013,5.245506106181002e-07
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2014,8.65318760197512e-07
Passenger transport,Passenger cars,Plug-in hybrid electric,biofuels,SI,twh,2015,1.7018191348337728e-06
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2000,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2001,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2002,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2003,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2004,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2005,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2006,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2007,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2008,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2009,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2010,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2011,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2012,0.0
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2013,1.7385393976147743e-05
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2014,2.8162511113368655e-05
Passenger transport,Passenger cars,Plug-in hybrid electric,electricity,SI,twh,2015,6.339513816190229e-05
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2000,0.0
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2001,0.0
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2002,0.0
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2003,0.0
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2004,0.0
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2005,0.0
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2006,0.0
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2007,0.0
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2008,0.0
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2009,0.0
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2010,0.0
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2011,2.9307970805911204e-05
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2012,7.361051777594198e-05
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2013,8.371504104872191e-05
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2014,0.00032302470529987324
Passenger transport,Passenger cars,Battery electric vehicles,electricity,SI,twh,2015,0.000720435682295139
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2000,0.0045815927653510965
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2001,0.00412971885635238
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2002,0.0037240704764025965
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2003,0.0032243065005207613
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2004,0.00276355282549658
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2005,0.0024364381045440427
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2006,0.0021747774407780912
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2007,0.001872642154954319
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2008,0.0014797475677776803
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2009,0.0012525397876398305
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2010,0.0010322812039920885
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2011,0.0008211987205682033
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2012,0.0007073524683904243
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2013,0.0005579080361847447
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2014,0.00044812120954175407
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,petrol,SI,twh,2015,0.0003447432201611651
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2000,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2001,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2002,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2003,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2004,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2005,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2006,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2007,1.744436373345003e-06
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2008,5.713505114469761e-06
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2009,5.29829990084628e-06
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2010,7.4359570277784255e-06
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2011,7.140778712694333e-06
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2012,8.06564942473957e-06
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2013,8.853036409369582e-06
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2014,7.610608340867028e-06
Passenger transport,"Motor coaches, buses and trolley buses",Gasoline engine,biofuels,SI,twh,2015,5.146828248008376e-06
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2000,0.7822420664152604
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2001,0.7236788514774207
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2002,0.7002472024600712
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2003,0.6804050616894152
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2004,0.695791612660495
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2005,0.6721163920289467
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2006,0.6792615626431097
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2007,0.6775005365690268
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2008,0.673495198024654
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2009,0.6755967017412419
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2010,0.6638701494770155
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2011,0.6878330198897189
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2012,0.6706390966780564
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2013,0.6786491429273461
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2014,0.7144236479021808
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,diesel,SI,twh,2015,0.7390757313289235
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2000,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2001,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2002,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2003,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2004,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2005,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2006,0.0036079595494007788
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2007,0.008592247975540118
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2008,0.011332958100471404
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2009,0.018218018501209812
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2010,0.02496443960452029
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2011,0.017721577787978466
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2012,0.0238508117182968
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2013,0.03123049805657667
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2014,0.020429457072924907
Passenger transport,"Motor coaches, buses and trolley buses",Diesel oil engine,biofuels,SI,twh,2015,0.01340882040637754
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2000,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2001,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2002,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2003,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2004,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2005,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2006,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2007,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2008,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2009,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2010,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2011,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2012,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2013,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2014,0.0
Passenger transport,"Motor coaches, buses and trolley buses",LPG engine,lpg,SI,twh,2015,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SI,twh,2000,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SI,twh,2001,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SI,twh,2002,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SI,twh,2003,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SI,twh,2004,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SI,twh,2005,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SI,twh,2006,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SI,twh,2007,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SI,twh,2008,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SI,twh,2009,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SI,twh,2010,0.0
Passenger transport,"Motor coaches, buses and trolley buses",Natural gas engine,natural_gas,SI,twh,2011,0.0
