source,product,data_type,sink_temp,source_temp,0
air,AW 30 EVI,Heating capacity,35,-20,19.58
air,AW 30 EVI,Heating capacity,35,-19,19.98
air,AW 30 EVI,Heating capacity,35,-18,20.37
air,AW 30 EVI,Heating capacity,35,-17,20.77
air,AW 30 EVI,Heating capacity,35,-16,21.17
air,AW 30 EVI,Heating capacity,35,-15,21.88
air,AW 30 EVI,Heating capacity,35,-14,22.38
air,AW 30 EVI,Heating capacity,35,-13,22.88
air,AW 30 EVI,Heating capacity,35,-12,23.38
air,AW 30 EVI,Heating capacity,35,-11,23.88
air,AW 30 EVI,Heating capacity,35,-10,24.38
air,AW 30 EVI,Heating capacity,35,-9,24.88
air,AW 30 EVI,Heating capacity,35,-8,25.38
air,AW 30 EVI,Heating capacity,35,-7,26.3
air,AW 30 EVI,Heating capacity,35,-6,26.69
air,AW 30 EVI,Heating capacity,35,-5,27.07
air,AW 30 EVI,Heating capacity,35,-4,27.46
air,AW 30 EVI,Heating capacity,35,-3,27.84
air,AW 30 EVI,Heating capacity,35,-2,28.23
air,AW 30 EVI,Heating capacity,35,-1,28.61
air,AW 30 EVI,Heating capacity,35,0,29.0
air,AW 30 EVI,Heating capacity,35,1,29.7
air,AW 30 EVI,Heating capacity,35,2,30.5
air,AW 30 EVI,Heating capacity,35,3,31.43
air,AW 30 EVI,Heating capacity,35,4,32.43
air,AW 30 EVI,Heating capacity,35,5,33.53
air,AW 30 EVI,Heating capacity,35,6,34.44
air,AW 30 EVI,Heating capacity,35,7,35.58
air,AW 30 EVI,Heating capacity,35,8,37.63
air,AW 30 EVI,Heating capacity,35,9,39.22
air,AW 30 EVI,Heating capacity,35,10,41.08
air,AW 30 EVI,Heating capacity,35,11,41.61
air,AW 30 EVI,Heating capacity,35,12,42.19
air,AW 30 EVI,Heating capacity,35,13,43.22
air,AW 30 EVI,Heating capacity,35,14,43.97
air,AW 30 EVI,Heating capacity,35,15,44.69
air,AW 30 EVI,Heating capacity,35,16,45.1
air,AW 30 EVI,Heating capacity,35,17,45.77
air,AW 30 EVI,Heating capacity,35,18,46.3
air,AW 30 EVI,Heating capacity,35,19,46.84
air,AW 30 EVI,Heating capacity,35,20,47.38
air,AW 30 EVI,Heating capacity,45,-20,19.62
air,AW 30 EVI,Heating capacity,45,-19,20.06
air,AW 30 EVI,Heating capacity,45,-18,20.51
air,AW 30 EVI,Heating capacity,45,-17,20.95
air,AW 30 EVI,Heating capacity,45,-16,21.4
air,AW 30 EVI,Heating capacity,45,-15,22.24
air,AW 30 EVI,Heating capacity,45,-14,22.72
air,AW 30 EVI,Heating capacity,45,-13,23.2
air,AW 30 EVI,Heating capacity,45,-12,23.68
air,AW 30 EVI,Heating capacity,45,-11,24.17
air,AW 30 EVI,Heating capacity,45,-10,24.65
air,AW 30 EVI,Heating capacity,45,-9,25.13
air,AW 30 EVI,Heating capacity,45,-8,25.61
air,AW 30 EVI,Heating capacity,45,-7,26.52
air,AW 30 EVI,Heating capacity,45,-6,26.92
air,AW 30 EVI,Heating capacity,45,-5,27.31
air,AW 30 EVI,Heating capacity,45,-4,27.7
air,AW 30 EVI,Heating capacity,45,-3,28.1
air,AW 30 EVI,Heating capacity,45,-2,28.49
air,AW 30 EVI,Heating capacity,45,-1,28.88
air,AW 30 EVI,Heating capacity,45,0,29.28
air,AW 30 EVI,Heating capacity,45,1,30.0
air,AW 30 EVI,Heating capacity,45,2,30.72
air,AW 30 EVI,Heating capacity,45,3,31.69
air,AW 30 EVI,Heating capacity,45,4,32.72
air,AW 30 EVI,Heating capacity,45,5,33.86
air,AW 30 EVI,Heating capacity,45,6,34.8
air,AW 30 EVI,Heating capacity,45,7,36.0
air,AW 30 EVI,Heating capacity,45,8,37.74
air,AW 30 EVI,Heating capacity,45,9,39.63
air,AW 30 EVI,Heating capacity,45,10,41.5
air,AW 30 EVI,Heating capacity,45,11,41.97
air,AW 30 EVI,Heating capacity,45,12,42.45
air,AW 30 EVI,Heating capacity,45,13,43.38
air,AW 30 EVI,Heating capacity,45,14,44.02
air,AW 30 EVI,Heating capacity,45,15,44.6
air,AW 30 EVI,Heating capacity,45,16,44.98
air,AW 30 EVI,Heating capacity,45,17,45.61
air,AW 30 EVI,Heating capacity,45,18,46.12
air,AW 30 EVI,Heating capacity,45,19,46.63
air,AW 30 EVI,Heating capacity,45,20,47.52
air,AW 30 EVI,Heating capacity,55,-20,20.26
air,AW 30 EVI,Heating capacity,55,-19,20.68
air,AW 30 EVI,Heating capacity,55,-18,21.09
air,AW 30 EVI,Heating capacity,55,-17,21.5
air,AW 30 EVI,Heating capacity,55,-16,21.92
air,AW 30 EVI,Heating capacity,55,-15,22.71
air,AW 30 EVI,Heating capacity,55,-14,23.16
air,AW 30 EVI,Heating capacity,55,-13,23.61
air,AW 30 EVI,Heating capacity,55,-12,24.07
air,AW 30 EVI,Heating capacity,55,-11,24.52
air,AW 30 EVI,Heating capacity,55,-10,24.97
air,AW 30 EVI,Heating capacity,55,-9,25.42
air,AW 30 EVI,Heating capacity,55,-8,25.87
air,AW 30 EVI,Heating capacity,55,-7,26.74
air,AW 30 EVI,Heating capacity,55,-6,27.15
air,AW 30 EVI,Heating capacity,55,-5,27.57
air,AW 30 EVI,Heating capacity,55,-4,27.98
air,AW 30 EVI,Heating capacity,55,-3,28.39
air,AW 30 EVI,Heating capacity,55,-2,28.8
air,AW 30 EVI,Heating capacity,55,-1,29.21
air,AW 30 EVI,Heating capacity,55,0,29.62
air,AW 30 EVI,Heating capacity,55,1,30.36
air,AW 30 EVI,Heating capacity,55,2,31.08
air,AW 30 EVI,Heating capacity,55,3,32.12
air,AW 30 EVI,Heating capacity,55,4,33.23
air,AW 30 EVI,Heating capacity,55,5,34.44
air,AW 30 EVI,Heating capacity,55,6,35.46
air,AW 30 EVI,Heating capacity,55,7,36.66
air,AW 30 EVI,Heating capacity,55,8,38.39
air,AW 30 EVI,Heating capacity,55,9,40.26
air,AW 30 EVI,Heating capacity,55,10,42.1
air,AW 30 EVI,Heating capacity,55,11,42.56
air,AW 30 EVI,Heating capacity,55,12,43.06
air,AW 30 EVI,Heating capacity,55,13,44.01
air,AW 30 EVI,Heating capacity,55,14,44.68
air,AW 30 EVI,Heating capacity,55,15,45.26
air,AW 30 EVI,Heating capacity,55,16,45.63
air,AW 30 EVI,Heating capacity,55,17,46.25
air,AW 30 EVI,Heating capacity,55,18,46.75
air,AW 30 EVI,Heating capacity,55,19,47.24
air,AW 30 EVI,Heating capacity,55,20,47.74
air,AW 30 EVI,Heating capacity,65,-20,20.65
air,AW 30 EVI,Heating capacity,65,-19,21.03
air,AW 30 EVI,Heating capacity,65,-18,21.41
air,AW 30 EVI,Heating capacity,65,-17,21.79
air,AW 30 EVI,Heating capacity,65,-16,22.17
air,AW 30 EVI,Heating capacity,65,-15,22.93
air,AW 30 EVI,Heating capacity,65,-14,23.35
air,AW 30 EVI,Heating capacity,65,-13,23.77
air,AW 30 EVI,Heating capacity,65,-12,24.18
air,AW 30 EVI,Heating capacity,65,-11,24.6
air,AW 30 EVI,Heating capacity,65,-10,25.02
air,AW 30 EVI,Heating capacity,65,-9,25.5
air,AW 30 EVI,Heating capacity,65,-8,25.98
air,AW 30 EVI,Heating capacity,65,-7,26.94
air,AW 30 EVI,Heating capacity,65,-6,27.37
air,AW 30 EVI,Heating capacity,65,-5,27.81
air,AW 30 EVI,Heating capacity,65,-4,28.25
air,AW 30 EVI,Heating capacity,65,-3,28.69
air,AW 30 EVI,Heating capacity,65,-2,29.12
air,AW 30 EVI,Heating capacity,65,-1,29.56
air,AW 30 EVI,Heating capacity,65,0,30.0
air,AW 30 EVI,Heating capacity,65,1,30.76
air,AW 30 EVI,Heating capacity,65,2,31.41
air,AW 30 EVI,Heating capacity,65,3,32.42
air,AW 30 EVI,Heating capacity,65,4,33.5
air,AW 30 EVI,Heating capacity,65,5,34.68
air,AW 30 EVI,Heating capacity,65,6,35.67
air,AW 30 EVI,Heating capacity,65,7,36.8
air,AW 30 EVI,Heating capacity,65,8,38.53
air,AW 30 EVI,Heating capacity,65,9,40.4
air,AW 30 EVI,Heating capacity,65,10,42.24
air,AW 30 EVI,Heating capacity,65,11,42.68
air,AW 30 EVI,Heating capacity,65,12,43.16
air,AW 30 EVI,Heating capacity,65,13,44.09
air,AW 30 EVI,Heating capacity,65,14,44.74
air,AW 30 EVI,Heating capacity,65,15,45.27
air,AW 30 EVI,Heating capacity,65,16,45.65
air,AW 30 EVI,Heating capacity,65,17,46.28
air,AW 30 EVI,Heating capacity,65,18,46.78
air,AW 30 EVI,Heating capacity,65,19,47.29
air,AW 30 EVI,Heating capacity,65,20,47.79
air,AW 30 EVI,Power input,35,-20,8.62
air,AW 30 EVI,Power input,35,-19,8.64
air,AW 30 EVI,Power input,35,-18,8.62
air,AW 30 EVI,Power input,35,-17,8.64
air,AW 30 EVI,Power input,35,-16,8.66
air,AW 30 EVI,Power input,35,-15,8.69
air,AW 30 EVI,Power input,35,-14,8.7
air,AW 30 EVI,Power input,35,-13,8.71
air,AW 30 EVI,Power input,35,-12,8.72
air,AW 30 EVI,Power input,35,-11,8.73
air,AW 30 EVI,Power input,35,-10,8.74
air,AW 30 EVI,Power input,35,-9,8.75
air,AW 30 EVI,Power input,35,-8,8.76
air,AW 30 EVI,Power input,35,-7,8.75
air,AW 30 EVI,Power input,35,-6,8.67
air,AW 30 EVI,Power input,35,-5,8.6
air,AW 30 EVI,Power input,35,-4,8.54
air,AW 30 EVI,Power input,35,-3,8.48
air,AW 30 EVI,Power input,35,-2,8.43
air,AW 30 EVI,Power input,35,-1,8.35
air,AW 30 EVI,Power input,35,0,8.31
air,AW 30 EVI,Power input,35,1,8.27
air,AW 30 EVI,Power input,35,2,8.24
air,AW 30 EVI,Power input,35,3,8.07
air,AW 30 EVI,Power input,35,4,7.91
air,AW 30 EVI,Power input,35,5,7.72
air,AW 30 EVI,Power input,35,6,7.58
air,AW 30 EVI,Power input,35,7,7.44
air,AW 30 EVI,Power input,35,8,7.67
air,AW 30 EVI,Power input,35,9,7.77
air,AW 30 EVI,Power input,35,10,7.95
air,AW 30 EVI,Power input,35,11,7.88
air,AW 30 EVI,Power input,35,12,7.84
air,AW 30 EVI,Power input,35,13,7.77
air,AW 30 EVI,Power input,35,14,7.71
air,AW 30 EVI,Power input,35,15,7.67
air,AW 30 EVI,Power input,35,16,7.61
air,AW 30 EVI,Power input,35,17,7.55
air,AW 30 EVI,Power input,35,18,7.52
air,AW 30 EVI,Power input,35,19,7.46
air,AW 30 EVI,Power input,35,20,7.41
air,AW 30 EVI,Power input,45,-20,9.86
air,AW 30 EVI,Power input,45,-19,9.91
air,AW 30 EVI,Power input,45,-18,9.93
air,AW 30 EVI,Power input,45,-17,9.99
air,AW 30 EVI,Power input,45,-16,10.04
air,AW 30 EVI,Power input,45,-15,10.15
air,AW 30 EVI,Power input,45,-14,9.87
air,AW 30 EVI,Power input,45,-13,9.89
air,AW 30 EVI,Power input,45,-12,9.91
air,AW 30 EVI,Power input,45,-11,9.92
air,AW 30 EVI,Power input,45,-10,9.94
air,AW 30 EVI,Power input,45,-9,9.95
air,AW 30 EVI,Power input,45,-8,9.97
air,AW 30 EVI,Power input,45,-7,9.98
air,AW 30 EVI,Power input,45,-6,9.98
air,AW 30 EVI,Power input,45,-5,10.04
air,AW 30 EVI,Power input,45,-4,10.1
air,AW 30 EVI,Power input,45,-3,10.17
air,AW 30 EVI,Power input,45,-2,10.24
air,AW 30 EVI,Power input,45,-1,10.27
air,AW 30 EVI,Power input,45,0,10.22
air,AW 30 EVI,Power input,45,1,10.18
air,AW 30 EVI,Power input,45,2,10.11
air,AW 30 EVI,Power input,45,3,9.91
air,AW 30 EVI,Power input,45,4,9.71
air,AW 30 EVI,Power input,45,5,9.5
air,AW 30 EVI,Power input,45,6,9.32
air,AW 30 EVI,Power input,45,7,9.16
air,AW 30 EVI,Power input,45,8,9.37
air,AW 30 EVI,Power input,45,9,9.56
air,AW 30 EVI,Power input,45,10,9.77
air,AW 30 EVI,Power input,45,11,9.68
air,AW 30 EVI,Power input,45,12,9.61
air,AW 30 EVI,Power input,45,13,9.5
air,AW 30 EVI,Power input,45,14,9.4
air,AW 30 EVI,Power input,45,15,9.32
air,AW 30 EVI,Power input,45,16,9.25
air,AW 30 EVI,Power input,45,17,9.17
air,AW 30 EVI,Power input,45,18,9.12
air,AW 30 EVI,Power input,45,19,9.05
air,AW 30 EVI,Power input,45,20,9.05
air,AW 30 EVI,Power input,55,-20,11.62
air,AW 30 EVI,Power input,55,-19,11.67
air,AW 30 EVI,Power input,55,-18,11.69
air,AW 30 EVI,Power input,55,-17,11.74
air,AW 30 EVI,Power input,55,-16,11.79
air,AW 30 EVI,Power input,55,-15,11.9
air,AW 30 EVI,Power input,55,-14,11.24
air,AW 30 EVI,Power input,55,-13,11.26
air,AW 30 EVI,Power input,55,-12,11.28
air,AW 30 EVI,Power input,55,-11,11.3
air,AW 30 EVI,Power input,55,-10,11.32
air,AW 30 EVI,Power input,55,-9,11.34
air,AW 30 EVI,Power input,55,-8,11.36
air,AW 30 EVI,Power input,55,-7,11.37
air,AW 30 EVI,Power input,55,-6,11.48
air,AW 30 EVI,Power input,55,-5,11.72
air,AW 30 EVI,Power input,55,-4,11.96
air,AW 30 EVI,Power input,55,-3,12.2
air,AW 30 EVI,Power input,55,-2,12.45
air,AW 30 EVI,Power input,55,-1,12.65
air,AW 30 EVI,Power input,55,0,12.6
air,AW 30 EVI,Power input,55,1,12.54
air,AW 30 EVI,Power input,55,2,12.46
air,AW 30 EVI,Power input,55,3,12.23
air,AW 30 EVI,Power input,55,4,12.01
air,AW 30 EVI,Power input,55,5,11.76
air,AW 30 EVI,Power input,55,6,11.57
air,AW 30 EVI,Power input,55,7,11.36
air,AW 30 EVI,Power input,55,8,11.6
air,AW 30 EVI,Power input,55,9,11.83
air,AW 30 EVI,Power input,55,10,12.08
air,AW 30 EVI,Power input,55,11,11.95
air,AW 30 EVI,Power input,55,12,11.87
air,AW 30 EVI,Power input,55,13,11.74
air,AW 30 EVI,Power input,55,14,11.62
air,AW 30 EVI,Power input,55,15,11.52
air,AW 30 EVI,Power input,55,16,11.42
air,AW 30 EVI,Power input,55,17,11.32
air,AW 30 EVI,Power input,55,18,11.26
air,AW 30 EVI,Power input,55,19,11.16
air,AW 30 EVI,Power input,55,20,11.07
air,AW 30 EVI,Power input,65,-20,13.52
air,AW 30 EVI,Power input,65,-19,13.57
air,AW 30 EVI,Power input,65,-18,13.58
air,AW 30 EVI,Power input,65,-17,13.63
air,AW 30 EVI,Power input,65,-16,13.67
air,AW 30 EVI,Power input,65,-15,13.8
air,AW 30 EVI,Power input,65,-14,12.66
air,AW 30 EVI,Power input,65,-13,12.68
air,AW 30 EVI,Power input,65,-12,12.71
air,AW 30 EVI,Power input,65,-11,12.73
air,AW 30 EVI,Power input,65,-10,12.75
air,AW 30 EVI,Power input,65,-9,12.81
air,AW 30 EVI,Power input,65,-8,12.86
air,AW 30 EVI,Power input,65,-7,12.95
air,AW 30 EVI,Power input,65,-6,13.2
air,AW 30 EVI,Power input,65,-5,13.68
air,AW 30 EVI,Power input,65,-4,14.15
air,AW 30 EVI,Power input,65,-3,14.65
air,AW 30 EVI,Power input,65,-2,15.14
air,AW 30 EVI,Power input,65,-1,15.59
air,AW 30 EVI,Power input,65,0,15.54
air,AW 30 EVI,Power input,65,1,15.48
air,AW 30 EVI,Power input,65,2,15.33
air,AW 30 EVI,Power input,65,3,15.04
air,AW 30 EVI,Power input,65,4,14.75
air,AW 30 EVI,Power input,65,5,14.43
air,AW 30 EVI,Power input,65,6,14.17
air,AW 30 EVI,Power input,65,7,13.89
air,AW 30 EVI,Power input,65,8,14.18
air,AW 30 EVI,Power input,65,9,14.45
air,AW 30 EVI,Power input,65,10,14.76
air,AW 30 EVI,Power input,65,11,14.6
air,AW 30 EVI,Power input,65,12,14.49
air,AW 30 EVI,Power input,65,13,14.32
air,AW 30 EVI,Power input,65,14,14.17
air,AW 30 EVI,Power input,65,15,14.03
air,AW 30 EVI,Power input,65,16,13.91
air,AW 30 EVI,Power input,65,17,13.79
air,AW 30 EVI,Power input,65,18,13.72
air,AW 30 EVI,Power input,65,19,13.61
air,AW 30 EVI,Power input,65,20,13.5
air,AW 30 EVI,COP,35,-20,2.27
air,AW 30 EVI,COP,35,-19,2.31
air,AW 30 EVI,COP,35,-18,2.36
air,AW 30 EVI,COP,35,-17,2.4
air,AW 30 EVI,COP,35,-16,2.44
air,AW 30 EVI,COP,35,-15,2.52
air,AW 30 EVI,COP,35,-14,2.57
air,AW 30 EVI,COP,35,-13,2.63
air,AW 30 EVI,COP,35,-12,2.68
air,AW 30 EVI,COP,35,-11,2.73
air,AW 30 EVI,COP,35,-10,2.79
air,AW 30 EVI,COP,35,-9,2.84
air,AW 30 EVI,COP,35,-8,2.9
air,AW 30 EVI,COP,35,-7,3.01
air,AW 30 EVI,COP,35,-6,3.08
air,AW 30 EVI,COP,35,-5,3.15
air,AW 30 EVI,COP,35,-4,3.21
air,AW 30 EVI,COP,35,-3,3.28
air,AW 30 EVI,COP,35,-2,3.35
air,AW 30 EVI,COP,35,-1,3.42
air,AW 30 EVI,COP,35,0,3.49
air,AW 30 EVI,COP,35,1,3.59
air,AW 30 EVI,COP,35,2,3.7
air,AW 30 EVI,COP,35,3,3.9
air,AW 30 EVI,COP,35,4,4.1
air,AW 30 EVI,COP,35,5,4.34
air,AW 30 EVI,COP,35,6,4.55
air,AW 30 EVI,COP,35,7,4.79
air,AW 30 EVI,COP,35,8,4.91
air,AW 30 EVI,COP,35,9,5.05
air,AW 30 EVI,COP,35,10,5.17
air,AW 30 EVI,COP,35,11,5.28
air,AW 30 EVI,COP,35,12,5.38
air,AW 30 EVI,COP,35,13,5.56
air,AW 30 EVI,COP,35,14,5.71
air,AW 30 EVI,COP,35,15,5.83
air,AW 30 EVI,COP,35,16,5.93
air,AW 30 EVI,COP,35,17,6.06
air,AW 30 EVI,COP,35,18,6.16
air,AW 30 EVI,COP,35,19,6.28
air,AW 30 EVI,COP,35,20,6.4
air,AW 30 EVI,COP,45,-20,1.99
air,AW 30 EVI,COP,45,-19,2.02
air,AW 30 EVI,COP,45,-18,2.06
air,AW 30 EVI,COP,45,-17,2.1
air,AW 30 EVI,COP,45,-16,2.13
air,AW 30 EVI,COP,45,-15,2.19
air,AW 30 EVI,COP,45,-14,2.3
air,AW 30 EVI,COP,45,-13,2.35
air,AW 30 EVI,COP,45,-12,2.39
air,AW 30 EVI,COP,45,-11,2.44
air,AW 30 EVI,COP,45,-10,2.48
air,AW 30 EVI,COP,45,-9,2.52
air,AW 30 EVI,COP,45,-8,2.57
air,AW 30 EVI,COP,45,-7,2.66
air,AW 30 EVI,COP,45,-6,2.7
air,AW 30 EVI,COP,45,-5,2.72
air,AW 30 EVI,COP,45,-4,2.74
air,AW 30 EVI,COP,45,-3,2.76
air,AW 30 EVI,COP,45,-2,2.78
air,AW 30 EVI,COP,45,-1,2.81
air,AW 30 EVI,COP,45,0,2.86
air,AW 30 EVI,COP,45,1,2.95
air,AW 30 EVI,COP,45,2,3.04
air,AW 30 EVI,COP,45,3,3.2
air,AW 30 EVI,COP,45,4,3.37
air,AW 30 EVI,COP,45,5,3.57
air,AW 30 EVI,COP,45,6,3.73
air,AW 30 EVI,COP,45,7,3.93
air,AW 30 EVI,COP,45,8,4.03
air,AW 30 EVI,COP,45,9,4.15
air,AW 30 EVI,COP,45,10,4.25
air,AW 30 EVI,COP,45,11,4.34
air,AW 30 EVI,COP,45,12,4.42
air,AW 30 EVI,COP,45,13,4.57
air,AW 30 EVI,COP,45,14,4.68
air,AW 30 EVI,COP,45,15,4.78
air,AW 30 EVI,COP,45,16,4.87
air,AW 30 EVI,COP,45,17,4.98
air,AW 30 EVI,COP,45,18,5.06
air,AW 30 EVI,COP,45,19,5.15
air,AW 30 EVI,COP,45,20,5.25
air,AW 30 EVI,COP,55,-20,1.74
air,AW 30 EVI,COP,55,-19,1.77
air,AW 30 EVI,COP,55,-18,1.8
air,AW 30 EVI,COP,55,-17,1.83
air,AW 30 EVI,COP,55,-16,1.86
air,AW 30 EVI,COP,55,-15,1.91
air,AW 30 EVI,COP,55,-14,2.06
air,AW 30 EVI,COP,55,-13,2.1
air,AW 30 EVI,COP,55,-12,2.13
air,AW 30 EVI,COP,55,-11,2.17
air,AW 30 EVI,COP,55,-10,2.21
air,AW 30 EVI,COP,55,-9,2.24
air,AW 30 EVI,COP,55,-8,2.28
air,AW 30 EVI,COP,55,-7,2.35
air,AW 30 EVI,COP,55,-6,2.37
air,AW 30 EVI,COP,55,-5,2.35
air,AW 30 EVI,COP,55,-4,2.34
air,AW 30 EVI,COP,55,-3,2.33
air,AW 30 EVI,COP,55,-2,2.31
air,AW 30 EVI,COP,55,-1,2.31
air,AW 30 EVI,COP,55,0,2.35
air,AW 30 EVI,COP,55,1,2.42
air,AW 30 EVI,COP,55,2,2.49
air,AW 30 EVI,COP,55,3,2.63
air,AW 30 EVI,COP,55,4,2.77
air,AW 30 EVI,COP,55,5,2.93
air,AW 30 EVI,COP,55,6,3.07
air,AW 30 EVI,COP,55,7,3.23
air,AW 30 EVI,COP,55,8,3.31
air,AW 30 EVI,COP,55,9,3.4
air,AW 30 EVI,COP,55,10,3.49
air,AW 30 EVI,COP,55,11,3.56
air,AW 30 EVI,COP,55,12,3.63
air,AW 30 EVI,COP,55,13,3.75
air,AW 30 EVI,COP,55,14,3.85
air,AW 30 EVI,COP,55,15,3.93
air,AW 30 EVI,COP,55,16,4.0
air,AW 30 EVI,COP,55,17,4.09
air,AW 30 EVI,COP,55,18,4.15
air,AW 30 EVI,COP,55,19,4.23
air,AW 30 EVI,COP,55,20,4.31
air,AW 30 EVI,COP,65,-20,1.53
air,AW 30 EVI,COP,65,-19,1.55
air,AW 30 EVI,COP,65,-18,1.58
air,AW 30 EVI,COP,65,-17,1.6
air,AW 30 EVI,COP,65,-16,1.62
air,AW 30 EVI,COP,65,-15,1.66
air,AW 30 EVI,COP,65,-14,1.84
air,AW 30 EVI,COP,65,-13,1.87
air,AW 30 EVI,COP,65,-12,1.9
air,AW 30 EVI,COP,65,-11,1.93
air,AW 30 EVI,COP,65,-10,1.96
air,AW 30 EVI,COP,65,-9,1.99
air,AW 30 EVI,COP,65,-8,2.02
air,AW 30 EVI,COP,65,-7,2.08
air,AW 30 EVI,COP,65,-6,2.07
air,AW 30 EVI,COP,65,-5,2.03
air,AW 30 EVI,COP,65,-4,2.0
air,AW 30 EVI,COP,65,-3,1.96
air,AW 30 EVI,COP,65,-2,1.92
air,AW 30 EVI,COP,65,-1,1.9
air,AW 30 EVI,COP,65,0,1.93
air,AW 30 EVI,COP,65,1,1.99
air,AW 30 EVI,COP,65,2,2.05
air,AW 30 EVI,COP,65,3,2.16
air,AW 30 EVI,COP,65,4,2.27
air,AW 30 EVI,COP,65,5,2.4
air,AW 30 EVI,COP,65,6,2.52
air,AW 30 EVI,COP,65,7,2.65
air,AW 30 EVI,COP,65,8,2.72
air,AW 30 EVI,COP,65,9,2.79
air,AW 30 EVI,COP,65,10,2.86
air,AW 30 EVI,COP,65,11,2.92
air,AW 30 EVI,COP,65,12,2.98
air,AW 30 EVI,COP,65,13,3.08
air,AW 30 EVI,COP,65,14,3.16
air,AW 30 EVI,COP,65,15,3.23
air,AW 30 EVI,COP,65,16,3.28
air,AW 30 EVI,COP,65,17,3.36
air,AW 30 EVI,COP,65,18,3.41
air,AW 30 EVI,COP,65,19,3.47
air,AW 30 EVI,COP,65,20,3.54
air,AW 40 EVI,Heating capacity,35,-20,26.0
air,AW 40 EVI,Heating capacity,35,-19,26.53
air,AW 40 EVI,Heating capacity,35,-18,27.05
air,AW 40 EVI,Heating capacity,35,-17,27.58
air,AW 40 EVI,Heating capacity,35,-16,28.11
air,AW 40 EVI,Heating capacity,35,-15,29.05
air,AW 40 EVI,Heating capacity,35,-14,29.72
air,AW 40 EVI,Heating capacity,35,-13,30.38
air,AW 40 EVI,Heating capacity,35,-12,31.05
air,AW 40 EVI,Heating capacity,35,-11,31.71
air,AW 40 EVI,Heating capacity,35,-10,32.37
air,AW 40 EVI,Heating capacity,35,-9,33.04
air,AW 40 EVI,Heating capacity,35,-8,33.7
air,AW 40 EVI,Heating capacity,35,-7,34.92
air,AW 40 EVI,Heating capacity,35,-6,35.44
air,AW 40 EVI,Heating capacity,35,-5,35.95
air,AW 40 EVI,Heating capacity,35,-4,36.46
air,AW 40 EVI,Heating capacity,35,-3,36.97
air,AW 40 EVI,Heating capacity,35,-2,37.48
air,AW 40 EVI,Heating capacity,35,-1,37.99
air,AW 40 EVI,Heating capacity,35,0,38.5
air,AW 40 EVI,Heating capacity,35,1,39.44
air,AW 40 EVI,Heating capacity,35,2,40.5
air,AW 40 EVI,Heating capacity,35,3,41.74
air,AW 40 EVI,Heating capacity,35,4,43.07
air,AW 40 EVI,Heating capacity,35,5,44.52
air,AW 40 EVI,Heating capacity,35,6,45.73
air,AW 40 EVI,Heating capacity,35,7,47.25
air,AW 40 EVI,Heating capacity,35,8,49.97
air,AW 40 EVI,Heating capacity,35,9,52.07
air,AW 40 EVI,Heating capacity,35,10,54.55
air,AW 40 EVI,Heating capacity,35,11,55.26
air,AW 40 EVI,Heating capacity,35,12,56.02
air,AW 40 EVI,Heating capacity,35,13,57.39
air,AW 40 EVI,Heating capacity,35,14,58.39
air,AW 40 EVI,Heating capacity,35,15,59.34
air,AW 40 EVI,Heating capacity,35,16,59.89
air,AW 40 EVI,Heating capacity,35,17,60.77
air,AW 40 EVI,Heating capacity,35,18,61.49
air,AW 40 EVI,Heating capacity,35,19,62.2
air,AW 40 EVI,Heating capacity,35,20,62.91
air,AW 40 EVI,Heating capacity,45,-20,26.05
air,AW 40 EVI,Heating capacity,45,-19,26.64
air,AW 40 EVI,Heating capacity,45,-18,27.23
air,AW 40 EVI,Heating capacity,45,-17,27.82
air,AW 40 EVI,Heating capacity,45,-16,28.42
air,AW 40 EVI,Heating capacity,45,-15,29.53
air,AW 40 EVI,Heating capacity,45,-14,30.17
air,AW 40 EVI,Heating capacity,45,-13,30.81
air,AW 40 EVI,Heating capacity,45,-12,31.45
air,AW 40 EVI,Heating capacity,45,-11,32.09
air,AW 40 EVI,Heating capacity,45,-10,32.73
air,AW 40 EVI,Heating capacity,45,-9,33.37
air,AW 40 EVI,Heating capacity,45,-8,34.01
air,AW 40 EVI,Heating capacity,45,-7,35.22
air,AW 40 EVI,Heating capacity,45,-6,35.74
air,AW 40 EVI,Heating capacity,45,-5,36.26
air,AW 40 EVI,Heating capacity,45,-4,36.79
air,AW 40 EVI,Heating capacity,45,-3,37.31
air,AW 40 EVI,Heating capacity,45,-2,37.83
air,AW 40 EVI,Heating capacity,45,-1,38.35
air,AW 40 EVI,Heating capacity,45,0,38.88
air,AW 40 EVI,Heating capacity,45,1,39.83
air,AW 40 EVI,Heating capacity,45,2,40.79
air,AW 40 EVI,Heating capacity,45,3,42.08
air,AW 40 EVI,Heating capacity,45,4,43.45
air,AW 40 EVI,Heating capacity,45,5,44.96
air,AW 40 EVI,Heating capacity,45,6,46.21
air,AW 40 EVI,Heating capacity,45,7,47.8
air,AW 40 EVI,Heating capacity,45,8,50.12
air,AW 40 EVI,Heating capacity,45,9,52.62
air,AW 40 EVI,Heating capacity,45,10,55.1
air,AW 40 EVI,Heating capacity,45,11,55.73
air,AW 40 EVI,Heating capacity,45,12,56.36
air,AW 40 EVI,Heating capacity,45,13,57.6
air,AW 40 EVI,Heating capacity,45,14,58.46
air,AW 40 EVI,Heating capacity,45,15,59.23
air,AW 40 EVI,Heating capacity,45,16,59.73
air,AW 40 EVI,Heating capacity,45,17,60.57
