dataset,cat_name,id,end_use,year,scenario,0
heat_demand,household,CHE,water_heat,2050.0,neutral,0.4545279869898023
heat_demand,household,CYP,water_heat,2050.0,neutral,0.6158628811072048
heat_demand,household,CZE,water_heat,2050.0,neutral,0.5250308675460355
heat_demand,household,DEU,water_heat,2050.0,neutral,0.4473160183284492
heat_demand,household,DNK,water_heat,2050.0,neutral,0.45292131209770026
heat_demand,household,ESP,water_heat,2050.0,neutral,0.3663283397238874
heat_demand,household,EST,water_heat,2050.0,neutral,0.5136815383603723
heat_demand,household,FIN,water_heat,2050.0,neutral,0.481116305044903
heat_demand,household,FRA,water_heat,2050.0,neutral,0.4476530757233267
heat_demand,household,GBR,water_heat,2050.0,neutral,0.5058409237209462
heat_demand,household,GRC,water_heat,2050.0,neutral,0.38967627042809244
heat_demand,household,HRV,water_heat,2050.0,neutral,0.3320655502381533
heat_demand,household,HUN,water_heat,2050.0,neutral,0.5260904726049345
heat_demand,household,IRL,water_heat,2050.0,neutral,0.7033197057624578
heat_demand,household,ISL,water_heat,2050.0,neutral,0.481116305044903
heat_demand,household,ITA,water_heat,2050.0,neutral,0.40332938617241765
heat_demand,household,LTU,water_heat,2050.0,neutral,0.41699940549198405
heat_demand,household,LUX,water_heat,2050.0,neutral,0.5458838185683195
heat_demand,household,LVA,water_heat,2050.0,neutral,0.4096661992505687
heat_demand,household,MKD,water_heat,2050.0,neutral,0.4511281527514738
heat_demand,household,MNE,water_heat,2050.0,neutral,0.4511281527514738
heat_demand,household,NLD,water_heat,2050.0,neutral,0.4910722772659513
heat_demand,household,NOR,water_heat,2050.0,neutral,0.5486786735602291
heat_demand,household,POL,water_heat,2050.0,neutral,0.5294091059023128
heat_demand,household,PRT,water_heat,2050.0,neutral,0.3256097619433011
heat_demand,household,ROU,water_heat,2050.0,neutral,0.5550244442743261
heat_demand,household,SRB,water_heat,2050.0,neutral,0.4511281527514738
heat_demand,household,SVK,water_heat,2050.0,neutral,0.49904764381661315
heat_demand,household,SVN,water_heat,2050.0,neutral,0.46700317782560913
heat_demand,household,SWE,water_heat,2050.0,neutral,0.5486786735602291
heat_demand,household,ALB,water_heat,2050.0,people-powered,1.1307940271780752
heat_demand,household,AUT,water_heat,2050.0,people-powered,1.0405638608582115
heat_demand,household,BEL,water_heat,2050.0,people-powered,1.0304962081406444
heat_demand,household,BGR,water_heat,2050.0,people-powered,1.0927292940129476
heat_demand,household,BIH,water_heat,2050.0,people-powered,1.1307940271780752
heat_demand,household,CHE,water_heat,2050.0,people-powered,1.0405638608582115
heat_demand,household,CYP,water_heat,2050.0,people-powered,1.3450332110269738
heat_demand,household,CZE,water_heat,2050.0,people-powered,1.160824278163397
heat_demand,household,DEU,water_heat,2050.0,people-powered,0.9882159265022663
heat_demand,household,DNK,water_heat,2050.0,people-powered,1.0396355709349812
heat_demand,household,ESP,water_heat,2050.0,people-powered,1.0662824655748306
heat_demand,household,EST,water_heat,2050.0,people-powered,1.1037883318721147
heat_demand,household,FIN,water_heat,2050.0,people-powered,1.0015502165263825
heat_demand,household,FRA,water_heat,2050.0,people-powered,1.1127839479971156
heat_demand,household,GBR,water_heat,2050.0,people-powered,1.1430747474107121
heat_demand,household,GRC,water_heat,2050.0,people-powered,0.9842936678348037
heat_demand,household,HRV,water_heat,2050.0,people-powered,0.8317514862205753
heat_demand,household,HUN,water_heat,2050.0,people-powered,1.2502431687993218
heat_demand,household,IRL,water_heat,2050.0,people-powered,1.6976574831045115
heat_demand,household,ISL,water_heat,2050.0,people-powered,1.0015502165263825
heat_demand,household,ITA,water_heat,2050.0,people-powered,0.9885416644678561
heat_demand,household,LTU,water_heat,2050.0,people-powered,0.8921448093922969
heat_demand,household,LUX,water_heat,2050.0,people-powered,1.323082465259328
heat_demand,household,LVA,water_heat,2050.0,people-powered,0.7728782938432478
heat_demand,household,MKD,water_heat,2050.0,people-powered,1.1307940271780752
heat_demand,household,MNE,water_heat,2050.0,people-powered,1.1307940271780752
heat_demand,household,NLD,water_heat,2050.0,people-powered,1.0498471383513492
heat_demand,household,NOR,water_heat,2050.0,people-powered,1.1556986989032338
heat_demand,household,POL,water_heat,2050.0,people-powered,1.197011284808067
heat_demand,household,PRT,water_heat,2050.0,people-powered,0.9505963808403999
heat_demand,household,ROU,water_heat,2050.0,people-powered,1.4949525190227273
heat_demand,household,SRB,water_heat,2050.0,people-powered,1.1307940271780752
heat_demand,household,SVK,water_heat,2050.0,people-powered,1.101986353327462
heat_demand,household,SVN,water_heat,2050.0,people-powered,1.2298461513618568
heat_demand,household,SWE,water_heat,2050.0,people-powered,1.1556986989032338
industry_demand,air,ALB,kerosene,2030.0,current,1.719440292326483
industry_demand,air,AUT,kerosene,2030.0,current,1.4186683627799357
industry_demand,air,BEL,kerosene,2030.0,current,1.2264272774048537
industry_demand,air,BGR,kerosene,2030.0,current,1.7368670524563763
industry_demand,air,BIH,kerosene,2030.0,current,1.719440292326483
industry_demand,air,CHE,kerosene,2030.0,current,1.3851806978985994
industry_demand,air,CYP,kerosene,2030.0,current,2.0983596051104643
industry_demand,air,CZE,kerosene,2030.0,current,1.2725279695880505
industry_demand,air,DEU,kerosene,2030.0,current,1.3669445767567117
industry_demand,air,DNK,kerosene,2030.0,current,1.6004966188087832
industry_demand,air,ESP,kerosene,2030.0,current,1.6027740726369777
industry_demand,air,EST,kerosene,2030.0,current,1.519500788612651
industry_demand,air,FIN,kerosene,2030.0,current,1.4822149148879529
industry_demand,air,FRA,kerosene,2030.0,current,1.2606899790566148
industry_demand,air,GBR,kerosene,2030.0,current,1.281938969210753
industry_demand,air,GRC,kerosene,2030.0,current,1.519500788612651
industry_demand,air,HRV,kerosene,2030.0,current,1.94368325630894
industry_demand,air,HUN,kerosene,2030.0,current,1.7170355326683686
industry_demand,air,IRL,kerosene,2030.0,current,1.3337068425949927
industry_demand,air,ISL,kerosene,2030.0,current,1.119337430949762
industry_demand,air,ITA,kerosene,2030.0,current,1.5279075378824716
industry_demand,air,LTU,kerosene,2030.0,current,1.4683865339073383
industry_demand,air,LUX,kerosene,2030.0,current,1.5273500158600997
industry_demand,air,LVA,kerosene,2030.0,current,1.3696125880240937
industry_demand,air,MKD,kerosene,2030.0,current,1.719440292326483
industry_demand,air,MNE,kerosene,2030.0,current,1.719440292326483
industry_demand,air,NLD,kerosene,2030.0,current,1.4644732474466022
industry_demand,air,NOR,kerosene,2030.0,current,1.1352780002515863
industry_demand,air,POL,kerosene,2030.0,current,1.8219116792906975
industry_demand,air,PRT,kerosene,2030.0,current,1.330349559489758
industry_demand,air,ROU,kerosene,2030.0,current,1.68011483158608
industry_demand,air,SRB,kerosene,2030.0,current,1.719440292326483
industry_demand,air,SVK,kerosene,2030.0,current,1.7320242446595189
industry_demand,air,SVN,kerosene,2030.0,current,1.5440201741464097
industry_demand,air,SWE,kerosene,2030.0,current,1.290186139914817
industry_demand,air,ALB,kerosene,2050.0,current,2.4520995665761216
industry_demand,air,AUT,kerosene,2050.0,current,1.7925135442157385
industry_demand,air,BEL,kerosene,2050.0,current,1.4651309869900058
industry_demand,air,BGR,kerosene,2050.0,current,2.494797019531496
industry_demand,air,BIH,kerosene,2050.0,current,2.4520995665761216
industry_demand,air,CHE,kerosene,2050.0,current,1.8425792404530936
industry_demand,air,CYP,kerosene,2050.0,current,3.2759533488710124
industry_demand,air,CZE,kerosene,2050.0,current,1.6851218749850927
industry_demand,air,DEU,kerosene,2050.0,current,1.830565651528664
industry_demand,air,DNK,kerosene,2050.0,current,1.7839371761604226
industry_demand,air,ESP,kerosene,2050.0,current,2.106444094569361
industry_demand,air,EST,kerosene,2050.0,current,2.289999637260242
industry_demand,air,FIN,kerosene,2050.0,current,1.936745938520292
industry_demand,air,FRA,kerosene,2050.0,current,1.5732848010540452
industry_demand,air,GBR,kerosene,2050.0,current,1.7525024102337232
industry_demand,air,GRC,kerosene,2050.0,current,2.289999637260242
industry_demand,air,HRV,kerosene,2050.0,current,2.738776432775373
industry_demand,air,HUN,kerosene,2050.0,current,2.458563534837585
industry_demand,air,IRL,kerosene,2050.0,current,1.9465823224824277
industry_demand,air,ISL,kerosene,2050.0,current,1.4248414873408737
industry_demand,air,ITA,kerosene,2050.0,current,2.1238872687765733
industry_demand,air,LTU,kerosene,2050.0,current,1.91143126649732
industry_demand,air,LUX,kerosene,2050.0,current,1.9176403089442688
industry_demand,air,LVA,kerosene,2050.0,current,1.8043771346614144
industry_demand,air,MKD,kerosene,2050.0,current,2.4520995665761216
industry_demand,air,MNE,kerosene,2050.0,current,2.4520995665761216
industry_demand,air,NLD,kerosene,2050.0,current,1.8238277018279936
industry_demand,air,NOR,kerosene,2050.0,current,1.4815900139677107
industry_demand,air,POL,kerosene,2050.0,current,2.167574424950585
industry_demand,air,PRT,kerosene,2050.0,current,1.596856353842074
industry_demand,air,ROU,kerosene,2050.0,current,2.2783612084759124
industry_demand,air,SRB,kerosene,2050.0,current,2.4520995665761216
industry_demand,air,SVK,kerosene,2050.0,current,2.1724438783137208
industry_demand,air,SVN,kerosene,2050.0,current,2.108443811664674
industry_demand,air,SWE,kerosene,2050.0,current,1.6306172344636911
industry_demand,air,ALB,kerosene,2030.0,government-directed,1.719440292326483
industry_demand,air,AUT,kerosene,2030.0,government-directed,1.4186683627799357
industry_demand,air,BEL,kerosene,2030.0,government-directed,1.2264272774048537
industry_demand,air,BGR,kerosene,2030.0,government-directed,1.7368670524563763
industry_demand,air,BIH,kerosene,2030.0,government-directed,1.719440292326483
industry_demand,air,CHE,kerosene,2030.0,government-directed,1.3851806978985994
industry_demand,air,CYP,kerosene,2030.0,government-directed,2.0983596051104643
industry_demand,air,CZE,kerosene,2030.0,government-directed,1.2725279695880505
industry_demand,air,DEU,kerosene,2030.0,government-directed,1.3669445767567117
industry_demand,air,DNK,kerosene,2030.0,government-directed,1.6004966188087832
industry_demand,air,ESP,kerosene,2030.0,government-directed,1.6027740726369777
industry_demand,air,EST,kerosene,2030.0,government-directed,1.519500788612651
industry_demand,air,FIN,kerosene,2030.0,government-directed,1.4822149148879529
industry_demand,air,FRA,kerosene,2030.0,government-directed,1.2606899790566148
industry_demand,air,GBR,kerosene,2030.0,government-directed,1.281938969210753
industry_demand,air,GRC,kerosene,2030.0,government-directed,1.519500788612651
industry_demand,air,HRV,kerosene,2030.0,government-directed,1.94368325630894
industry_demand,air,HUN,kerosene,2030.0,government-directed,1.7170355326683686
industry_demand,air,IRL,kerosene,2030.0,government-directed,1.3337068425949927
industry_demand,air,ISL,kerosene,2030.0,government-directed,1.119337430949762
industry_demand,air,ITA,kerosene,2030.0,government-directed,1.5279075378824716
industry_demand,air,LTU,kerosene,2030.0,government-directed,1.4683865339073383
industry_demand,air,LUX,kerosene,2030.0,government-directed,1.5273500158600997
industry_demand,air,LVA,kerosene,2030.0,government-directed,1.3696125880240937
industry_demand,air,MKD,kerosene,2030.0,government-directed,1.719440292326483
industry_demand,air,MNE,kerosene,2030.0,government-directed,1.719440292326483
industry_demand,air,NLD,kerosene,2030.0,government-directed,1.4644732474466022
industry_demand,air,NOR,kerosene,2030.0,government-directed,1.1352780002515863
industry_demand,air,POL,kerosene,2030.0,government-directed,1.8219116792906975
industry_demand,air,PRT,kerosene,2030.0,government-directed,1.330349559489758
industry_demand,air,ROU,kerosene,2030.0,government-directed,1.68011483158608
industry_demand,air,SRB,kerosene,2030.0,government-directed,1.719440292326483
industry_demand,air,SVK,kerosene,2030.0,government-directed,1.7320242446595189
industry_demand,air,SVN,kerosene,2030.0,government-directed,1.5440201741464097
industry_demand,air,SWE,kerosene,2030.0,government-directed,1.290186139914817
industry_demand,air,ALB,kerosene,2050.0,government-directed,2.4520995665761216
industry_demand,air,AUT,kerosene,2050.0,government-directed,1.7925135442157385
industry_demand,air,BEL,kerosene,2050.0,government-directed,1.4651309869900058
industry_demand,air,BGR,kerosene,2050.0,government-directed,2.494797019531496
industry_demand,air,BIH,kerosene,2050.0,government-directed,2.4520995665761216
industry_demand,air,CHE,kerosene,2050.0,government-directed,1.8425792404530936
industry_demand,air,CYP,kerosene,2050.0,government-directed,3.2759533488710124
industry_demand,air,CZE,kerosene,2050.0,government-directed,1.6851218749850927
industry_demand,air,DEU,kerosene,2050.0,government-directed,1.830565651528664
industry_demand,air,DNK,kerosene,2050.0,government-directed,1.7839371761604226
industry_demand,air,ESP,kerosene,2050.0,government-directed,2.106444094569361
industry_demand,air,EST,kerosene,2050.0,government-directed,2.289999637260242
industry_demand,air,FIN,kerosene,2050.0,government-directed,1.936745938520292
industry_demand,air,FRA,kerosene,2050.0,government-directed,1.5732848010540452
industry_demand,air,GBR,kerosene,2050.0,government-directed,1.7525024102337232
industry_demand,air,GRC,kerosene,2050.0,government-directed,2.289999637260242
industry_demand,air,HRV,kerosene,2050.0,government-directed,2.738776432775373
industry_demand,air,HUN,kerosene,2050.0,government-directed,2.458563534837585
industry_demand,air,IRL,kerosene,2050.0,government-directed,1.9465823224824277
industry_demand,air,ISL,kerosene,2050.0,government-directed,1.4248414873408737
industry_demand,air,ITA,kerosene,2050.0,government-directed,2.1238872687765733
industry_demand,air,LTU,kerosene,2050.0,government-directed,1.91143126649732
industry_demand,air,LUX,kerosene,2050.0,government-directed,1.9176403089442688
industry_demand,air,LVA,kerosene,2050.0,government-directed,1.8043771346614144
industry_demand,air,MKD,kerosene,2050.0,government-directed,2.4520995665761216
industry_demand,air,MNE,kerosene,2050.0,government-directed,2.4520995665761216
industry_demand,air,NLD,kerosene,2050.0,government-directed,1.8238277018279936
industry_demand,air,NOR,kerosene,2050.0,government-directed,1.4815900139677107
industry_demand,air,POL,kerosene,2050.0,government-directed,2.167574424950585
industry_demand,air,PRT,kerosene,2050.0,government-directed,1.596856353842074
industry_demand,air,ROU,kerosene,2050.0,government-directed,2.2783612084759124
industry_demand,air,SRB,kerosene,2050.0,government-directed,2.4520995665761216
industry_demand,air,SVK,kerosene,2050.0,government-directed,2.1724438783137208
industry_demand,air,SVN,kerosene,2050.0,government-directed,2.108443811664674
industry_demand,air,SWE,kerosene,2050.0,government-directed,1.6306172344636911
industry_demand,air,ALB,kerosene,2030.0,market-driven,1.719440292326483
industry_demand,air,AUT,kerosene,2030.0,market-driven,1.4186683627799357
industry_demand,air,BEL,kerosene,2030.0,market-driven,1.2264272774048537
industry_demand,air,BGR,kerosene,2030.0,market-driven,1.7368670524563763
industry_demand,air,BIH,kerosene,2030.0,market-driven,1.719440292326483
industry_demand,air,CHE,kerosene,2030.0,market-driven,1.3851806978985994
industry_demand,air,CYP,kerosene,2030.0,market-driven,2.0983596051104643
industry_demand,air,CZE,kerosene,2030.0,market-driven,1.2725279695880505
industry_demand,air,DEU,kerosene,2030.0,market-driven,1.3669445767567117
industry_demand,air,DNK,kerosene,2030.0,market-driven,1.6004966188087832
industry_demand,air,ESP,kerosene,2030.0,market-driven,1.6027740726369777
industry_demand,air,EST,kerosene,2030.0,market-driven,1.519500788612651
industry_demand,air,FIN,kerosene,2030.0,market-driven,1.4822149148879529
industry_demand,air,FRA,kerosene,2030.0,market-driven,1.2606899790566148
industry_demand,air,GBR,kerosene,2030.0,market-driven,1.281938969210753
industry_demand,air,GRC,kerosene,2030.0,market-driven,1.519500788612651
industry_demand,air,HRV,kerosene,2030.0,market-driven,1.94368325630894
industry_demand,air,HUN,kerosene,2030.0,market-driven,1.7170355326683686
industry_demand,air,IRL,kerosene,2030.0,market-driven,1.3337068425949927
industry_demand,air,ISL,kerosene,2030.0,market-driven,1.119337430949762
industry_demand,air,ITA,kerosene,2030.0,market-driven,1.5279075378824716
industry_demand,air,LTU,kerosene,2030.0,market-driven,1.4683865339073383
industry_demand,air,LUX,kerosene,2030.0,market-driven,1.5273500158600997
industry_demand,air,LVA,kerosene,2030.0,market-driven,1.3696125880240937
industry_demand,air,MKD,kerosene,2030.0,market-driven,1.719440292326483
industry_demand,air,MNE,kerosene,2030.0,market-driven,1.719440292326483
industry_demand,air,NLD,kerosene,2030.0,market-driven,1.4644732474466022
industry_demand,air,NOR,kerosene,2030.0,market-driven,1.1352780002515863
industry_demand,air,POL,kerosene,2030.0,market-driven,1.8219116792906975
industry_demand,air,PRT,kerosene,2030.0,market-driven,1.330349559489758
industry_demand,air,ROU,kerosene,2030.0,market-driven,1.68011483158608
industry_demand,air,SRB,kerosene,2030.0,market-driven,1.719440292326483
industry_demand,air,SVK,kerosene,2030.0,market-driven,1.7320242446595189
industry_demand,air,SVN,kerosene,2030.0,market-driven,1.5440201741464097
industry_demand,air,SWE,kerosene,2030.0,market-driven,1.290186139914817
industry_demand,air,ALB,kerosene,2050.0,market-driven,2.4520995665761216
industry_demand,air,AUT,kerosene,2050.0,market-driven,1.7925135442157385
industry_demand,air,BEL,kerosene,2050.0,market-driven,1.4651309869900058
industry_demand,air,BGR,kerosene,2050.0,market-driven,2.494797019531496
industry_demand,air,BIH,kerosene,2050.0,market-driven,2.4520995665761216
industry_demand,air,CHE,kerosene,2050.0,market-driven,1.8425792404530936
industry_demand,air,CYP,kerosene,2050.0,market-driven,3.2759533488710124
industry_demand,air,CZE,kerosene,2050.0,market-driven,1.6851218749850927
industry_demand,air,DEU,kerosene,2050.0,market-driven,1.830565651528664
industry_demand,air,DNK,kerosene,2050.0,market-driven,1.7839371761604226
industry_demand,air,ESP,kerosene,2050.0,market-driven,2.106444094569361
industry_demand,air,EST,kerosene,2050.0,market-driven,2.289999637260242
industry_demand,air,FIN,kerosene,2050.0,market-driven,1.936745938520292
industry_demand,air,FRA,kerosene,2050.0,market-driven,1.5732848010540452
industry_demand,air,GBR,kerosene,2050.0,market-driven,1.7525024102337232
industry_demand,air,GRC,kerosene,2050.0,market-driven,2.289999637260242
industry_demand,air,HRV,kerosene,2050.0,market-driven,2.738776432775373
industry_demand,air,HUN,kerosene,2050.0,market-driven,2.458563534837585
industry_demand,air,IRL,kerosene,2050.0,market-driven,1.9465823224824277
industry_demand,air,ISL,kerosene,2050.0,market-driven,1.4248414873408737
industry_demand,air,ITA,kerosene,2050.0,market-driven,2.1238872687765733
industry_demand,air,LTU,kerosene,2050.0,market-driven,1.91143126649732
industry_demand,air,LUX,kerosene,2050.0,market-driven,1.9176403089442688
industry_demand,air,LVA,kerosene,2050.0,market-driven,1.8043771346614144
industry_demand,air,MKD,kerosene,2050.0,market-driven,2.4520995665761216
industry_demand,air,MNE,kerosene,2050.0,market-driven,2.4520995665761216
industry_demand,air,NLD,kerosene,2050.0,market-driven,1.8238277018279936
industry_demand,air,NOR,kerosene,2050.0,market-driven,1.4815900139677107
industry_demand,air,POL,kerosene,2050.0,market-driven,2.167574424950585
industry_demand,air,PRT,kerosene,2050.0,market-driven,1.596856353842074
industry_demand,air,ROU,kerosene,2050.0,market-driven,2.2783612084759124
industry_demand,air,SRB,kerosene,2050.0,market-driven,2.4520995665761216
industry_demand,air,SVK,kerosene,2050.0,market-driven,2.1724438783137208
industry_demand,air,SVN,kerosene,2050.0,market-driven,2.108443811664674
industry_demand,air,SWE,kerosene,2050.0,market-driven,1.6306172344636911
industry_demand,air,ALB,kerosene,2030.0,neutral,1.719440292326483
industry_demand,air,AUT,kerosene,2030.0,neutral,1.4186683627799357
industry_demand,air,BEL,kerosene,2030.0,neutral,1.2264272774048537
industry_demand,air,BGR,kerosene,2030.0,neutral,1.7368670524563763
industry_demand,air,BIH,kerosene,2030.0,neutral,1.719440292326483
industry_demand,air,CHE,kerosene,2030.0,neutral,1.3851806978985994
industry_demand,air,CYP,kerosene,2030.0,neutral,2.0983596051104643
industry_demand,air,CZE,kerosene,2030.0,neutral,1.2725279695880505
industry_demand,air,DEU,kerosene,2030.0,neutral,1.3669445767567117
industry_demand,air,DNK,kerosene,2030.0,neutral,1.6004966188087832
industry_demand,air,ESP,kerosene,2030.0,neutral,1.6027740726369777
industry_demand,air,EST,kerosene,2030.0,neutral,1.519500788612651
industry_demand,air,FIN,kerosene,2030.0,neutral,1.4822149148879529
industry_demand,air,FRA,kerosene,2030.0,neutral,1.2606899790566148
industry_demand,air,GBR,kerosene,2030.0,neutral,1.281938969210753
industry_demand,air,GRC,kerosene,2030.0,neutral,1.519500788612651
industry_demand,air,HRV,kerosene,2030.0,neutral,1.94368325630894
industry_demand,air,HUN,kerosene,2030.0,neutral,1.7170355326683686
industry_demand,air,IRL,kerosene,2030.0,neutral,1.3337068425949927
industry_demand,air,ISL,kerosene,2030.0,neutral,1.119337430949762
industry_demand,air,ITA,kerosene,2030.0,neutral,1.5279075378824716
industry_demand,air,LTU,kerosene,2030.0,neutral,1.4683865339073383
industry_demand,air,LUX,kerosene,2030.0,neutral,1.5273500158600997
industry_demand,air,LVA,kerosene,2030.0,neutral,1.3696125880240937
industry_demand,air,MKD,kerosene,2030.0,neutral,1.719440292326483
industry_demand,air,MNE,kerosene,2030.0,neutral,1.719440292326483
industry_demand,air,NLD,kerosene,2030.0,neutral,1.4644732474466022
industry_demand,air,NOR,kerosene,2030.0,neutral,1.1352780002515863
industry_demand,air,POL,kerosene,2030.0,neutral,1.8219116792906975
industry_demand,air,PRT,kerosene,2030.0,neutral,1.330349559489758
industry_demand,air,ROU,kerosene,2030.0,neutral,1.68011483158608
industry_demand,air,SRB,kerosene,2030.0,neutral,1.719440292326483
industry_demand,air,SVK,kerosene,2030.0,neutral,1.7320242446595189
industry_demand,air,SVN,kerosene,2030.0,neutral,1.5440201741464097
industry_demand,air,SWE,kerosene,2030.0,neutral,1.290186139914817
industry_demand,air,ALB,kerosene,2050.0,neutral,2.4520995665761216
industry_demand,air,AUT,kerosene,2050.0,neutral,1.7925135442157385
industry_demand,air,BEL,kerosene,2050.0,neutral,1.4651309869900058
industry_demand,air,BGR,kerosene,2050.0,neutral,2.494797019531496
industry_demand,air,BIH,kerosene,2050.0,neutral,2.4520995665761216
industry_demand,air,CHE,kerosene,2050.0,neutral,1.8425792404530936
industry_demand,air,CYP,kerosene,2050.0,neutral,3.2759533488710124
industry_demand,air,CZE,kerosene,2050.0,neutral,1.6851218749850927
industry_demand,air,DEU,kerosene,2050.0,neutral,1.830565651528664
industry_demand,air,DNK,kerosene,2050.0,neutral,1.7839371761604226
industry_demand,air,ESP,kerosene,2050.0,neutral,2.106444094569361
industry_demand,air,EST,kerosene,2050.0,neutral,2.289999637260242
industry_demand,air,FIN,kerosene,2050.0,neutral,1.936745938520292
industry_demand,air,FRA,kerosene,2050.0,neutral,1.5732848010540452
industry_demand,air,GBR,kerosene,2050.0,neutral,1.7525024102337232
industry_demand,air,GRC,kerosene,2050.0,neutral,2.289999637260242
industry_demand,air,HRV,kerosene,2050.0,neutral,2.738776432775373
industry_demand,air,HUN,kerosene,2050.0,neutral,2.458563534837585
industry_demand,air,IRL,kerosene,2050.0,neutral,1.9465823224824277
industry_demand,air,ISL,kerosene,2050.0,neutral,1.4248414873408737
industry_demand,air,ITA,kerosene,2050.0,neutral,2.1238872687765733
industry_demand,air,LTU,kerosene,2050.0,neutral,1.91143126649732
industry_demand,air,LUX,kerosene,2050.0,neutral,1.9176403089442688
industry_demand,air,LVA,kerosene,2050.0,neutral,1.8043771346614144
industry_demand,air,MKD,kerosene,2050.0,neutral,2.4520995665761216
industry_demand,air,MNE,kerosene,2050.0,neutral,2.4520995665761216
industry_demand,air,NLD,kerosene,2050.0,neutral,1.8238277018279936
industry_demand,air,NOR,kerosene,2050.0,neutral,1.4815900139677107
industry_demand,air,POL,kerosene,2050.0,neutral,2.167574424950585
industry_demand,air,PRT,kerosene,2050.0,neutral,1.596856353842074
industry_demand,air,ROU,kerosene,2050.0,neutral,2.2783612084759124
industry_demand,air,SRB,kerosene,2050.0,neutral,2.4520995665761216
industry_demand,air,SVK,kerosene,2050.0,neutral,2.1724438783137208
industry_demand,air,SVN,kerosene,2050.0,neutral,2.108443811664674
industry_demand,air,SWE,kerosene,2050.0,neutral,1.6306172344636911
industry_demand,air,ALB,kerosene,2030.0,people-powered,1.719440292326483
industry_demand,air,AUT,kerosene,2030.0,people-powered,1.4186683627799357
industry_demand,air,BEL,kerosene,2030.0,people-powered,1.2264272774048537
industry_demand,air,BGR,kerosene,2030.0,people-powered,1.7368670524563763
industry_demand,air,BIH,kerosene,2030.0,people-powered,1.719440292326483
industry_demand,air,CHE,kerosene,2030.0,people-powered,1.3851806978985994
industry_demand,air,CYP,kerosene,2030.0,people-powered,2.0983596051104643
industry_demand,air,CZE,kerosene,2030.0,people-powered,1.2725279695880505
industry_demand,air,DEU,kerosene,2030.0,people-powered,1.3669445767567117
industry_demand,air,DNK,kerosene,2030.0,people-powered,1.6004966188087832
industry_demand,air,ESP,kerosene,2030.0,people-powered,1.6027740726369777
industry_demand,air,EST,kerosene,2030.0,people-powered,1.519500788612651
industry_demand,air,FIN,kerosene,2030.0,people-powered,1.4822149148879529
industry_demand,air,FRA,kerosene,2030.0,people-powered,1.2606899790566148
industry_demand,air,GBR,kerosene,2030.0,people-powered,1.281938969210753
industry_demand,air,GRC,kerosene,2030.0,people-powered,1.519500788612651
industry_demand,air,HRV,kerosene,2030.0,people-powered,1.94368325630894
industry_demand,air,HUN,kerosene,2030.0,people-powered,1.7170355326683686
industry_demand,air,IRL,kerosene,2030.0,people-powered,1.3337068425949927
industry_demand,air,ISL,kerosene,2030.0,people-powered,1.119337430949762
industry_demand,air,ITA,kerosene,2030.0,people-powered,1.5279075378824716
industry_demand,air,LTU,kerosene,2030.0,people-powered,1.4683865339073383
industry_demand,air,LUX,kerosene,2030.0,people-powered,1.5273500158600997
industry_demand,air,LVA,kerosene,2030.0,people-powered,1.3696125880240937
industry_demand,air,MKD,kerosene,2030.0,people-powered,1.719440292326483
industry_demand,air,MNE,kerosene,2030.0,people-powered,1.719440292326483
industry_demand,air,NLD,kerosene,2030.0,people-powered,1.4644732474466022
industry_demand,air,NOR,kerosene,2030.0,people-powered,1.1352780002515863
industry_demand,air,POL,kerosene,2030.0,people-powered,1.8219116792906975
industry_demand,air,PRT,kerosene,2030.0,people-powered,1.330349559489758
industry_demand,air,ROU,kerosene,2030.0,people-powered,1.68011483158608
industry_demand,air,SRB,kerosene,2030.0,people-powered,1.719440292326483
industry_demand,air,SVK,kerosene,2030.0,people-powered,1.7320242446595189
industry_demand,air,SVN,kerosene,2030.0,people-powered,1.5440201741464097
industry_demand,air,SWE,kerosene,2030.0,people-powered,1.290186139914817
industry_demand,air,ALB,kerosene,2050.0,people-powered,2.4520995665761216
industry_demand,air,AUT,kerosene,2050.0,people-powered,1.7925135442157385
industry_demand,air,BEL,kerosene,2050.0,people-powered,1.4651309869900058
industry_demand,air,BGR,kerosene,2050.0,people-powered,2.494797019531496
industry_demand,air,BIH,kerosene,2050.0,people-powered,2.4520995665761216
industry_demand,air,CHE,kerosene,2050.0,people-powered,1.8425792404530936
industry_demand,air,CYP,kerosene,2050.0,people-powered,3.2759533488710124
industry_demand,air,CZE,kerosene,2050.0,people-powered,1.6851218749850927
industry_demand,air,DEU,kerosene,2050.0,people-powered,1.830565651528664
industry_demand,air,DNK,kerosene,2050.0,people-powered,1.7839371761604226
industry_demand,air,ESP,kerosene,2050.0,people-powered,2.106444094569361
industry_demand,air,EST,kerosene,2050.0,people-powered,2.289999637260242
industry_demand,air,FIN,kerosene,2050.0,people-powered,1.936745938520292
industry_demand,air,FRA,kerosene,2050.0,people-powered,1.5732848010540452
industry_demand,air,GBR,kerosene,2050.0,people-powered,1.7525024102337232
industry_demand,air,GRC,kerosene,2050.0,people-powered,2.289999637260242
industry_demand,air,HRV,kerosene,2050.0,people-powered,2.738776432775373
industry_demand,air,HUN,kerosene,2050.0,people-powered,2.458563534837585
industry_demand,air,IRL,kerosene,2050.0,people-powered,1.9465823224824277
industry_demand,air,ISL,kerosene,2050.0,people-powered,1.4248414873408737
industry_demand,air,ITA,kerosene,2050.0,people-powered,2.1238872687765733
