,REGISTRY_COD,INSTALLATION_NAME,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,MAIN_ACTIVITY_TYPE_CODE,COMPLIANCE_CODE,COMPLIANCE_STATUS_LATEST_YEAR,TOTAL_VERIFIED_EMISSIONS,TOTAL_SURRENDERED_ALLOWANCES,YEAR_OF_FIRST_EMISSIONS,YEAR_OF_LAST_EMISSIONS,ACCOUNT_CLOSURE,url_id,lat,lon
11350,NL,Nuon HWC Schuytgraaf,417,NL-200800103,1,A,2018,1934,1934,2008,NOT SET,OPEN,101219,51.9480554,5.8338804
11353,NL,Nuon Power Buggenum (WAC),181,NL-200400088,1,A,2013,290920,290920,2005,2013,04-DEC-2014,101057,51.2243295,5.9663891
11358,NL,Nyrstar Budel B.V.,366,NL-200500008,28,A,2018,211448,211448,2008,NOT SET,OPEN,100738,51.2372776,5.598406199999999
11359,NL,"O-I Manufacturing Netherlands B.V., vestiging Leerdam",131,NL-200400230,31,A,2018,658629,658629,2005,NOT SET,OPEN,101050,51.888195,5.085995
11360,NL,"O-I Manufacturing Netherlands B.V., vestiging Maastricht",132,NL-200400231,31,A,2018,554960,554960,2005,NOT SET,OPEN,101051,50.85979649999999,5.703776299999999
11361,NL,"O-I Manufacturing Netherlands B.V., vestiging Schiedam",133,NL-200400229,31,A,2017,286694,286694,2005,2017,02-JUL-2018,101052,51.9135243,4.4042595
11372,NL,PPG Industries Fiber Glass BV,136,NL-200400225,31,A,2018,241412,241412,2005,NOT SET,OPEN,101067,53.1761303,6.6814621
11374,NL,PURAC Biochem B.V.,120,NL-200400234,1,A,2018,112888,112888,2005,NOT SET,OPEN,101040,51.8441094,4.986218099999999
11375,NL,Papierfabriek Doetinchem B.V.,88,NL-200400029,36,A,2018,135626,135626,2005,NOT SET,OPEN,100991,51.9602705,6.293865299999999
11376,NL,Parenco B.V.,90,NL-200400018,36,A,2018,342931,342931,2005,NOT SET,OPEN,100992,51.9689877,5.726954600000001
11390,NL,Rockwool B.V.,139,NL-200400020,33,A,2018,807227,807227,2005,NOT SET,OPEN,101083,51.1709408,6.0420829
11391,NL,Rodruza - Steenfabriek Rossum BV,250,NL-200700105,8,A,2018,85411,85411,2008,NOT SET,OPEN,101221,51.7955826,5.341597999999999
11392,NL,Rodruza - Steenfabriek Zandberg BV,251,NL-200700106,8,A,2018,76829,76829,2008,NOT SET,OPEN,101222,51.8559996,5.9686781
11395,NL,Ruigenhil Vastgoed B.V. Nedstaal BKG 1,145,NL-200400184,24,A,2016,89616,89616,2005,2016,16-AUG-2017,101087,51.85000729999999,4.669572899999999
11398,NL,SCA Hygiene Products Cuijk B.V.,78,NL-200400287,36,A,2018,112635,112635,2005,NOT SET,OPEN,100980,51.7505519,5.855190599999999
11399,NL,Saint-Gobain Construction Products Nederland B.V.,138,NL-200400236,33,A,2018,305444,305444,2005,NOT SET,OPEN,101082,51.5656672,4.6066622
11400,NL,Sappi Maastricht BV,91,NL-200400010,36,A,2018,943370,943370,2005,NOT SET,OPEN,100993,50.85946089999999,5.690773
11404,NL,"Sensus, vestiging Roosendaal",56,NL-200400151,1,A,2018,86852,86852,2005,NOT SET,OPEN,101131,51.5414059,4.451219200000001
11413,NL,"Shell Nederland Chemie B.V., vestiging Pernis",205868,NL-201100012,42,A,2018,183401,183401,2013,NOT SET,OPEN,111178,51.8760339,4.3466723
11414,NL,Shell Nederland Raffinaderij B.V.,99,NL-200400021,2,A,2018,25211125,25211125,2005,NOT SET,OPEN,101019,51.8760339,4.3466723
11415,NL,"Shin-Etsu PVC B.V., locatie Botlek",205725,NL-200400110,42,A,2018,590604,590604,2013,NOT SET,OPEN,"101042,110967",51.87371479999999,4.279697899999999
11417,NL,Siniat B.V.,205952,NL-200400034,34,A,2018,255158,255158,2013,NOT SET,OPEN,111289,53.3030226,6.9835574
11419,NL,Smart Packaging Solutions B.V.,385,NL-200700108,36,A,2018,78023,78023,2008,NOT SET,OPEN,100757,52.13187600000001,6.0429138
11420,NL,Smurfit Kappa Roermond Papier B.V.,83,NL-200400016,36,A,2018,944558,944558,2005,NOT SET,OPEN,100985,51.2058178,6.000983
11421,NL,Solidus Solutions Board B.V. loc. Bad Nieuweschans,85,NL-200400144,36,A,2018,237633,237633,2005,NOT SET,OPEN,100987,53.18292779999999,7.2039852
11422,NL,Solidus Solutions Board B.V. locatie Coevorden,84,NL-200400143,36,A,2018,107931,107931,2005,NOT SET,OPEN,100986,52.6575588,6.7392959
11423,NL,Solidus Solutions Board B.V. locatie Hoogkerk,384,NL-200400208,36,A,2018,98562,98562,2008,NOT SET,OPEN,100756,53.21254829999999,6.5054431
11424,NL,Solidus Solutions Board B.V. locatie Oude Pekela,79,NL-200400081,36,A,2018,122076,122076,2005,NOT SET,OPEN,100981,53.0930209,6.987462799999999
11425,NL,Sonac Burgum B.V.,60,NL-200400228,1,A,2018,133349,133349,2005,NOT SET,OPEN,100962,53.181456,5.9947234
11427,NL,Sonneborn Refined Products,108,NL-200400290,42,A,2018,105172,105172,2005,NOT SET,OPEN,101032,52.3939028,4.8254518
11428,NL,Steenfabriek De Nijverheid BV,252,NL-200700109,8,A,2018,108053,108053,2008,NOT SET,OPEN,101223,51.898975,6.306194400000001
11429,NL,Steenfabriek De Rijswaard BV,140,NL-200400133,8,A,2018,181030,181030,2005,NOT SET,OPEN,101084,51.768458,5.140948
11430,NL,Steenfabriek De Vlijt BV,253,NL-200700110,8,A,2018,53588,53588,2008,NOT SET,OPEN,101224,51.961908,6.688999
11431,NL,Steenfabriek Engels Helden BV,254,NL-200700111,8,A,2018,96055,96055,2008,NOT SET,OPEN,101225,51.3321793,5.9723744
11432,NL,Steenfabriek Engels Oeffelt BV,255,NL-200700112,8,A,2018,82550,82550,2008,NOT SET,OPEN,101226,51.6888644,5.911789199999999
11433,NL,Steenfabriek Gebroeders Klinkers BV,387,NL-200700113,8,A,2018,50344,50344,2008,NOT SET,OPEN,100759,50.87872460000001,5.6732346
11434,NL,Steenfabriek Linssen BV,388,NL-200700115,32,A,2018,14558,14558,2008,NOT SET,OPEN,100760,50.8535003,6.0199772
11435,NL,Steenindustrie Strating B.V.,389,NL-200700116,32,A,2018,28041,28041,2008,NOT SET,OPEN,100761,53.0913219,6.9888333
11436,NL,Steinzeug-Keramo BV,203650,NL-201100006,32,A,2014,7198,7198,2013,2014,01-JUL-2015,108944,51.30899830000001,6.1082679
11441,NL,Suiker Unie fabriek Dinteloord,65,NL-200400122,6,A,2018,761122,761122,2005,NOT SET,OPEN,100967,51.6189741,4.4312904
11442,NL,"Suiker Unie, productielocatie Vierverlaten",63,NL-200400289,6,A,2018,735537,735537,2005,NOT SET,OPEN,100965,53.21465730000001,6.498094099999999
11446,NL,"TU Delft, Warmte-Krachtcentrale",392,NL-200400270,1,A,2018,96438,96438,2008,NOT SET,OPEN,100764,51.9998067,4.3691565
11449,NL,Tata Steel IJmuiden bv BKG 1,144,NL-200400186,24,A,2018,37572325,37572325,2005,NOT SET,OPEN,101086,52.4739664,4.6223994
11450,NL,Tata Steel IJmuiden bv BKG 2,204781,NL-200400186A,24,A,2018,510461,510461,2013,NOT SET,OPEN,110212,52.4739664,4.6223994
11474,NL,VPR Energy B.V.,101,NL-200400139,21,A,2018,571137,571137,2005,NOT SET,OPEN,101021,51.909467,4.2221893
11475,NL,Van Houtum Holding B.V.,95,NL-200400107,36,A,2018,126337,126337,2005,NOT SET,OPEN,101014,51.2327509,6.0305237
11484,NL,W.A. Sanders Coldenhove Holding B.V.,402,NL-200700125,36,A,2018,59264,59264,2008,NOT SET,OPEN,100774,52.09115629999999,6.0385808
11492,NL,Wienerberger B.V. Steenfabriek Bemmel,261,NL-200700126,8,A,2018,31803,31803,2008,NOT SET,OPEN,101232,51.8773494,5.918923899999999
11493,NL,Wienerberger B.V. Steenfabriek Erlecom,265,NL-200700130,8,A,2018,87660,87660,2008,NOT SET,OPEN,101236,51.8514339,5.962669
11494,NL,Wienerberger B.V. Steenfabriek Haaften,267,NL-200700132,8,A,2018,85609,85609,2008,NOT SET,OPEN,101238,51.8177171,5.1900043
11495,NL,Wienerberger B.V. Steenfabriek Heteren,268,NL-200700153,32,A,2018,50547,50547,2008,NOT SET,OPEN,101239,51.9688677,5.743200799999999
11496,NL,Wienerberger B.V. Steenfabriek Kijfwaard Oost,269,NL-200700154,32,A,2018,66243,66243,2008,NOT SET,OPEN,101240,51.8737301,6.057096200000001
11497,NL,Wienerberger B.V. Steenfabriek Kijfwaard West,270,NL-200700158,8,A,2018,139273,139273,2008,NOT SET,OPEN,101241,51.8748528,6.046134299999999
11498,NL,Wienerberger B.V. Steenfabriek Nuance,272,NL-200700156,8,A,2018,35361,35361,2008,NOT SET,OPEN,101243,51.6240397,6.0253562
11499,NL,Wienerberger B.V. Steenfabriek Poriso,273,NL-200700157,8,A,2018,111199,111199,2008,NOT SET,OPEN,101244,50.94242029999999,5.9944931
11500,NL,Wienerberger B.V. Steenfabriek Schipperswaard,274,NL-200700163,8,A,2018,31609,31609,2008,NOT SET,OPEN,101245,51.8915253,5.4771817
11501,NL,Wienerberger B.V. Steenfabriek Thorn,275,NL-200700159,32,A,2018,59836,59836,2008,NOT SET,OPEN,101246,51.1580318,5.8609579
11502,NL,Wienerberger B.V. Steenfabriek Wolfswaard,277,NL-200700161,32,A,2018,76132,76132,2008,NOT SET,OPEN,101248,51.9507694,5.657337099999999
11503,NL,Wienerberger B.V. Steenfabriek Zennewijnen,278,NL-200700162,8,A,2018,76239,76239,2008,NOT SET,OPEN,101249,51.865364,5.417545899999999
11504,NL,Wienerberger Dakpannenfabriek Janssen Dings,204314,NL-201100013,32,A,2018,66457,66457,2013,NOT SET,OPEN,109885,51.3397976,6.1487099
11505,NL,Wienerberger Dakpannenfabriek Narvik Deest,204316,NL-201100014,32,A,2018,49236,49236,2013,NOT SET,OPEN,109887,51.8912382,5.6732347
11506,NL,Wienerberger Dakpannenfabriek Narvik Tegelen,204315,NL-201100015,32,A,2018,50589,50589,2013,NOT SET,OPEN,109886,51.33651279999999,6.157551499999999
11507,NL,Wijnen Facilities B.V.,424,NL-200900008,1,A,2013,3493,3493,2009,2013,16-DEC-2014,100818,51.4251176,6.0932679
11511,NL,Wormdal Vastgoed BV,404,NL-200700168,32,A,2018,719,719,2008,NOT SET,OPEN,100776,50.89193789999999,6.073306199999999
11512,NL,Yara Sluiskil B.V. BKG 1,128,NL-200400026,41,A,2018,4522161,4522161,2005,NOT SET,OPEN,101047,51.2721691,3.8497956
11513,NL,Yara Sluiskil B.V. BKG 2,204691,NL-200400026A,41,A,2018,7146447,7146447,2013,NOT SET,OPEN,110156,51.2721691,3.8497956
11514,NL,Yara Sluiskil B.V. BKG 3,204692,NL-200400026B,41,A,2018,7491447,7491447,2013,NOT SET,OPEN,110157,51.2721691,3.8497956
11515,NL,Yara Sluiskil B.V. BKG 4,204693,NL-200400026C,41,A,2018,440412,440412,2013,NOT SET,OPEN,110158,51.2721691,3.8497956
11516,NL,Yara Sluiskil B.V. BKG 5,204694,NL-200400026D,41,A,2018,944625,944625,2013,NOT SET,OPEN,110159,51.2721691,3.8497956
11517,NL,Yara Sluiskil B.V. BKG 6,204695,NL-200400026E,41,A,2018,1335791,1335791,2013,NOT SET,OPEN,110160,51.2721691,3.8497956
11518,NL,Zalco B.V.,206128,NL-201300333,27,A,2018,68635,68635,2013,NOT SET,OPEN,111636,51.4565013,3.701223
11519,NL,Zeeland Refinery N.V.,100,NL-200400200,21,A,2018,9198354,9198354,2005,NOT SET,OPEN,101020,51.4492382,3.7271259
11532,NO,3B-Fibreglass Norway AS,59,NO-2006-48,31,A,2018,128192,128192,2008,NOT SET,OPEN,101937,58.3309,8.2323
11536,NO,AS Rockwool Avd Moss,203894,NO-2011-1361,33,A,2018,219370,219370,2013,NOT SET,OPEN,109253,59.42705489999999,10.660632
11537,NO,AS Rockwool Avd. Trondheim,203944,NO-2011-1360,33,A,2018,102378,102378,2013,NOT SET,OPEN,109485,63.4365,10.4552
11544,NO,"Alcoa Norway ANS, Lista",203645,NO-2011-1328,26,A,2018,1061410,1061410,2013,NOT SET,OPEN,108942,58.0948,6.8047
11545,NO,"Alcoa Norway ANS, Mosjøen",203648,NO-2011-1327,26,A,2018,2484253,2484253,2013,NOT SET,OPEN,108943,65.8490587,13.1925034
11551,NO,Boliden Odda AS,203434,NO-2011-1401,28,A,2018,74064,74064,2013,NOT SET,OPEN,108664,60.0691,6.5457
11552,NO,Borregaard AS,5,NO-2006-67,35,A,2018,745675,745675,2008,NOT SET,OPEN,101882,59.2839,11.1096
11554,NO,Celsa Armeringsstål AS,19,NO-2006-89,24,A,2018,572314,572314,2008,NOT SET,OPEN,101897,66.31106299999999,14.1653343
