"SiteID";"CompanyName";"SiteName";"Address";"CityCode";"City";"Country";"geom";"Subsector";"DataSource";"Emissions_ETS_2014";"Emissions_EPRTR_2014";"Production";"Fuel_Demand";"Excess_Heat_100-200C";"Excess_Heat_200-500C";"Excess_Heat_500C";"Excess_Heat_Total"
783;"Framondi N.V. z siedzibą w Holandii";"Mondi Świecie S.A.";"Bydgoska  1";;"ŚWIECIE";"Poland";"SRID=4326;POINT(18.397101 53.398541)";"Paper and printing";"ETS/EPRTR";359482.00;1680000.00;669654.33;1023.08;102.30;0.00;0.00;102.30
784;;"INTERNATIONAL  PAPER  - KWIDZYN  SP. Z O.O.";"LOTNICZA  1";;"Kwidzyn";"Poland";"SRID=4326;POINT(18.919358 53.703109)";"Paper and printing";"ETS/EPRTR";850095.00;850000.00;1583583.59;2419.36;241.93;0.00;0.00;241.93
785;;"ISD HUTA CZĘSTOCHOWA Sp. z o.o., Zakład Stalownia";"Kucelińska  22";;"Częstochowa";"Poland";"SRID=4326;POINT(19.165556 50.783889)";"Iron and steel";"ETS/EPRTR";6215.00;;139248.02;16.04;0.00;4.81;2.88;7.70
786;;"Górażdże Cement S.A., Cementownia Górażdże";"Cemetowa 1";;"CHORULA-poczta Górażdże";"Poland";"SRID=4326;POINT(17.9775 50.533722)";"Cement";"ETS/EPRTR";2055252.00;2200000.00;1923542.13;1870.11;0.00;280.51;0.00;280.51
787;;"Cementownia Warta S.A.";"Przemysłowa 17";;"TRĘBACZEW";"Poland";"SRID=4326;POINT(18.93802 51.104828)";"Cement";"ETS/EPRTR";1498090.00;1500000.00;675000.00;1031.25;0.00;154.68;0.00;154.68
788;;"Lhoist Bukowa Sp. z o.o.";"Osiedlowa  10";;"Krasocin";"Poland";"SRID=4326;POINT(20.208925 50.858083)";"Cement";"ETS/EPRTR";374720.00;375000.00;;;0.00;0.00;0.00;0.00
789;"LHOIST NEDERLAND B.V. Weena 329, 3013 AL Rotterdam, Holandia";"Zakłady Wapiennicze Lhoist S.A. Jednostka Produkcyjna  w Tarnowie Opolskim";"Świerczewskiego  5";;"Tarnów Opolski";"Poland";"SRID=4326;POINT(18.079023 50.56427)";"Cement";"ETS/EPRTR";206351.00;206000.00;;;0.00;0.00;0.00;0.00
790;"GUARDIAN POLAND INVESTMENTS S.A.R.L.";"GUARDIAN CZĘSTOCHOWA Sp. z o.o.";"Wojciecha Korfantego 31/35";;"Częstochowa";"Poland";"SRID=4326;POINT(19.192111 50.778027)";"Glass";"ETS/EPRTR";141147.00;141000.00;283538.70;860.06;0.00;0.00;172.01;172.01
791;;"Saint-Gobain Glass Polska Sp. z o.o.";"Szklanych Domów 1";;"Dąbrowa Górnicza";"Poland";"SRID=4326;POINT(19.299331 50.305651)";"Glass";"ETS/EPRTR";187689.00;188000.00;377033.13;1143.66;0.00;0.00;228.73;228.73
792;;"Koksownia Przyjaźń ";"Koksownicza 1";;"Dąbrowa Górnicza";"Poland";"SRID=4326;POINT(19.337225 50.340092)";"Iron and steel";"ETS/EPRTR";451286.00;587000.00;2481938.66;935.91;0.00;0.00;52.64;52.64
793;"Celsa Polska Holding Sp. z o.o.";"Celsa ""Huta Ostrowiec"" Sp. z o.o.";"Samsonowicza 2";;"Ostrowiec Świętokrzyski";"Poland";"SRID=4326;POINT(21.4481 50.94671)";"Iron and steel";"ETS/EPRTR";195528.00;194000.00;2656918.27;241.55;0.00;72.46;43.47;115.94
794;"AM Global Holding S.A.R.L. z siedzibą w Luxemburgu ";"ARCELORMITTAL WARSZAWA Sp. z o.o.";"Kasprowicza 132";;"WARSZAWA";"Poland";"SRID=4326;POINT(20.9196 52.29226)";"Iron and steel";"ETS/EPRTR";81607.00;;1289775.82;128.43;0.00;38.53;23.11;61.65
795;"Grupa Ożarów S.A.";" Trzuskawica S.A., Zakład Kujawy";"brak 1";;"Piechcin";"Poland";"SRID=4326;POINT(18.009768 52.826106)";"Cement";"ETS/EPRTR";154708.00;155000.00;;;0.00;0.00;0.00;0.00
796;"LHOIST NEDERLAND B.V. Weena 329, 3013 AL Rotterdam, Holandia";"Zakłady Wapiennicze Lhoist S.A, Jednostka  Produkcyjna w Górażdżach";"Fabryczna  22";;"Górażdże";"Poland";"SRID=4326;POINT(18.026177 50.526364)";"Cement";"ETS/EPRTR";201488.00;201000.00;;;0.00;0.00;0.00;0.00
797;;"ArcelorMittal Refractories Sp. z o. o.";"Ujastek  1";;"Kraków";"Poland";"SRID=4326;POINT(20.080683 50.073669)";"Non-metallic mineral products";"ETS/EPRTR";16832.00;;;;0.00;0.00;0.00;0.00
798;"Glas Trosch Holding GMBH";"Euroglas Polska Sp. z.o.o.";"Osiedle Niewiadów 65";;"Ujazd";"Poland";"SRID=4326;POINT(19.934722 51.619722)";"Glass";"ETS/EPRTR";179724.00;180000.00;361032.89;1095.13;0.00;0.00;219.02;219.02
799;"Evonik Degussa GmbH";"Evonik Carbon Black Polska Sp. z o.o.";"3 Maja  83";;"Jasło";"Poland";"SRID=4326;POINT(21.461277 49.724175)";"Chemical industry";"ETS/EPRTR";63973.00;;;;0.00;0.00;0.00;0.00
800;"Synthos S.A.";"Synthos Dwory  7 Spółka z  Ograniczoną Odpowiedzialnością Spółka Jawna  ";"Chemików 1";;"Oświęcim";"Poland";"SRID=4326;POINT(19.273889 50.04)";"Chemical industry";"ETS/EPRTR";10978.00;416000.00;;;0.00;0.00;0.00;0.00
801;"Zakłady Azotowe w Tarnowie-Mościcach S.A.";"Zakłady Chemiczne ""POLICE"" S.A.";"Kuźnicka 1";;"Police";"Poland";"SRID=4326;POINT(14.541092 53.575283)";"Chemical industry";"ETS/EPRTR";952128.00;1440000.00;;;0.00;0.00;0.00;0.00
802;;"Zakład PTA we Włocławku";"Krzywa Góra  13,15,17";;"Włocławek";"Poland";"SRID=4326;POINT(18.97 52.7)";"Chemical industry";"ETS/EPRTR";100321.00;100000.00;;;0.00;0.00;0.00;0.00
803;;"Zakłady Azotowe ""Puławy"" S.A.";"Aleja Tysiąclecia Państwa Polskiego 13";;"Puławy";"Poland";"SRID=4326;POINT(21.97791 51.45975)";"Chemical industry";"ETS/EPRTR";2195482.00;2115884.00;;;0.00;0.00;0.00;0.00
804;"Orlen S.A.";"ANWIL S.A.";"Toruńska 222";;"Włocławek";"Poland";"SRID=4326;POINT(18.965406 52.706191)";"Chemical industry";"ETS/EPRTR";923909.00;970514.00;;;0.00;0.00;0.00;0.00
805;"Grupa Azoty S. A. w Tarnowie";"Grupa Azoty Zakłady Azotowe Kędzierzyn Spółka Akcyjna";"Mostowa 30a";;"Kędzierzyn-Koźle";"Poland";"SRID=4326;POINT(18.257825 50.304717)";"Chemical industry";"ETS/EPRTR";803772.00;1090670.00;;;0.00;0.00;0.00;0.00
806;"ZGH ""Bolesław"" S.A.";"BOLESŁAW RECYCLING Sp. z o.o.";"Kolejowa  37";;"Bukowno";"Poland";"SRID=4326;POINT(19.474039 50.277054)";"Non-ferrous metals";"ETS/EPRTR";119360.00;119000.00;;;0.00;0.00;0.00;0.00
807;;"KGHM POLSKA MIEDŹ S.A., Huta Miedzi LEGNICA";"Złotoryjska  194";;"Legnica";"Poland";"SRID=4326;POINT(16.11369 51.18405)";"Non-ferrous metals";"ETS/EPRTR";25255.00;248000.00;;;0.00;0.00;0.00;0.00
808;;"KGHM POLSKA MIEDŹ S.A., Huta Miedzi GŁOGÓW";"Żukowicka 1";;"Głogów";"Poland";"SRID=4326;POINT(15.9769 51.68625)";"Non-ferrous metals";"ETS/EPRTR";476527.00;1210000.00;;;0.00;0.00;0.00;0.00
809;;"Grupa Azoty S.A.";"Kwiatkowskiego 8";;"Tarnów";"Poland";"SRID=4326;POINT(20.921666 50.022777)";"Chemical industry";"ETS/EPRTR";499196.00;1625480.00;;;0.00;0.00;0.00;0.00
810;"Boryszew S.A.";"Impexmetal S.A. Huta Aluminium Konin";"Hutnicza 1";;"Konin";"Poland";"SRID=4326;POINT(18.28333 52.26667)";"Non-ferrous metals";"ETS/EPRTR";18464.00;;;;0.00;0.00;0.00;0.00
811;"Ciech S.A.";"Soda Polska Ciech Sp. z o.o., Zakład Produkcyjny Soda Mątwy w Inowrocławiu";"Fabryczna  4";;"Inowrocław";"Poland";"SRID=4326;POINT(18.248763 52.75149)";"Chemical industry";"ETS/EPRTR";150028.00;834000.00;;;0.00;0.00;0.00;0.00
812;"CIECH S.A.";"Soda Polska CIECH Sp. z o.o., Zakład Produkcyjny JANIKOSODA  w Janikowie";"Przemysłowa  30";;"Janikowo";"Poland";"SRID=4326;POINT(18.110833 52.764444)";"Chemical industry";"ETS/EPRTR";196191.00;1060000.00;;;0.00;0.00;0.00;0.00
813;"ZGH ""Bolesław"" S.A.";"Huta Cynku ""Miasteczko Śląskie"" S.A.";"Hutnicza  17";;"Miasteczko Śląskie";"Poland";"SRID=4326;POINT(18.920345 50.503983)";"Non-ferrous metals";"ETS/EPRTR";368347.00;368000.00;;;0.00;0.00;0.00;0.00
814;"LUSICAL - Companhia Lusitana de Cal, S.A.";"LUSICAL, Companhia Lusitana de Cal  SA";"VALVERDE ..";;"Alcanede";"Portugal";"SRID=4326;POINT(-8.84746 39.4476)";"Cement";"ETS/EPRTR";353529.00;354000.00;237621.43;231.02;0.00;34.65;0.00;34.65
815;"Petróleos de Portugal - Petrogal S.A.";"Refinaria de Sines";"Daldas do Meio, Apartado 15 ..";;"Sines";"Portugal";"SRID=4326;POINT(-8.80014 37.9639)";"Refineries";"ETS/EPRTR";2219081.00;483000.00;;;0.00;0.00;0.00;0.00
816;"Celulose Beira Industrial (Celbi), S.A";"Celulose Beira Industrial (Celbi), S.A.";"Celulose Beira Industrial (Celbi), S.A. Leirosa ..";;"Figueira da Foz";"Portugal";"SRID=4326;POINT(-8.873595 40.053571)";"Paper and printing";"ETS/EPRTR";72429.00;1030000.00;;;0.00;0.00;0.00;0.00
817;"Santos Barosa - Vidros, S.A.";"Santos Barosa vidros SA";"Apartado 1 ..";;"Marinha Grande";"Portugal";"SRID=4326;POINT(-8.91975 39.73671)";"Glass";"ETS/EPRTR";136040.00;136000.00;168449.56;270.45;0.00;54.09;0.00;54.09
818;"Petróleos de Portugal - Petrogal S.A.";"Petrogal-Refinaria do Porto";"Petrogal  - Refinaria do Porto Apartado 3015 ..";;"Leça da palmeira";"Portugal";"SRID=4326;POINT(-8.71059461 41.20189479)";"Refineries";"ETS/EPRTR";883209.00;883000.00;;;0.00;0.00;0.00;0.00
819;"Portucel, S.A.";"Complexo Industrial de Setúbal da Portucel";"Zona Industrial de Mitrena Apartado 55 ..";;"Setúbal";"Portugal";"SRID=4326;POINT(-8.80816 38.4933)";"Paper and printing";"ETS/EPRTR";44627.00;1260000.00;573167.70;875.67;87.56;0.00;0.00;87.56
820;"SOPORCEL - Sociedade Portuguesa de Papel, S.A.";"SOPORCEL- Sociedade Portuguesa de Papel, (Instalação)";"Lavos, Figueira da Foz ..";;"Figueira da Foz";"Portugal";"SRID=4326;POINT(-8.85664 40.0588)";"Paper and printing";"ETS/EPRTR";1764.00;995000.00;;34.61;0.00;0.00;0.00;0.00
821;"Caima-Industria de Celulose SA";"Caima - Indústria de Celulose, S.A.";"Constância - Sul Constância ..";;"Constância";"Portugal";"SRID=4326;POINT(-8.331757 39.471594)";"Paper and printing";"ETS/EPRTR";30.00;223000.00;;;0.00;0.00;0.00;0.00
822;"SN Seixal Siderurgia Nacional, SA";"SN Seixal - Siderurgia Nacional, S.A.";"Fábrica do Seixal Aldeia de Paio Pires Seixal ..";;"Paio Pires";"Portugal";"SRID=4326;POINT(-9.08216376659 38.6299484777)";"Iron and steel";"ETS/EPRTR";96564.00;109000.00;944424.40;301.82;0.00;90.54;54.32;144.87
823;"Renova - Fábrica de Papel do Almonda, S.A.";"Renova - Fábrica de Papel do Almonda, S.A. - Fábrica 2";"Renova ..";;"Torres Novas";"Portugal";"SRID=4326;POINT(-8.6111 39.493)";"Paper and printing";"ETS/EPRTR";54617.00;;701474.45;1071.69;107.16;0.00;0.00;107.16
824;"CELCACIA - Celulose de Cacia SA";"Fábrica de Cacia (Portucel)";"Rua Bombeiros da Celulose Cacia ..";;"Cacia";"Portugal";"SRID=4326;POINT(-8.58976 40.6846)";"Paper and printing";"ETS/EPRTR";37225.00;846000.00;;;0.00;0.00;0.00;0.00
825;"SN Maia - Siderurgia Nacional, S.A.";"SN Maia - Siderurgia Nacional, S.A";"S. Pedro de Fins ..";;"S. Pedro de Fins";"Portugal";"SRID=4326;POINT(-8.55443252906 41.2575472622)";"Iron and steel";"ETS/EPRTR";59873.00;112000.00;585575.59;187.14;0.00;56.14;33.68;89.82
826;"CMP-Cimentos Maceira e Pataias, S.A.";"Fábrica Maceira-Liz";"CMP - Cimentos Maceira e Pataias, S. A. Fábrica Maceira-Liz ..";;"Maceira-Liz";"Portugal";"SRID=4326;POINT(-8.90367 39.6864)";"Cement";"ETS/EPRTR";400530.00;401000.00;;;0.00;0.00;0.00;0.00
827;"SECIL-Companhia Geral de Cal e Cimento, S.A.";"Fábrica Secil - Outão";"Outão - Apartado 71 Outão ..";;"Setúbal";"Portugal";"SRID=4326;POINT(-8.91529 38.516)";"Cement";"ETS/EPRTR";1231648.00;1230000.00;;;0.00;0.00;0.00;0.00
828;"BA Vidro, SA";"Ba Vidro - Unidade Fabril de Avintes";"Avenida Vasco da Gama 8001 ..";;"Avintes";"Portugal";"SRID=4326;POINT(-8.53117 41.0869)";"Glass";"ETS/EPRTR";98647.00;;122148.21;196.11;0.00;39.22;0.00;39.22
829;"CELTEJO - Empresa de Celulose do Tejo, S. A.";"CELTEJO,Empresa de Celulose do Tejo,S.A.";"CELTEJO,Empresa de Celulose do Tejo,S.A. VILA VELHA DE RÓDÃO ..";;"Vila Velha de Rodão";"Portugal";"SRID=4326;POINT(-7.68096 39.68393)";"Paper and printing";"ETS/EPRTR";48932.00;;;;0.00;0.00;0.00;0.00
830;"Europa&c Kraft Viana, SA";"Europa&c Kraft Viana";"Apartado 550 ..";;"Deocriste";"Portugal";"SRID=4326;POINT(-8.7124 41.7037)";"Paper and printing";"ETS/EPRTR";23890.00;591000.00;;;0.00;0.00;0.00;0.00
831;"CIMPOR";"Centro de Produção de Alhandra";"Praceta António Teófilo Araújo Rato ..";;"Alhandra";"Portugal";"SRID=4326;POINT(-9.00969 38.9238)";"Cement";"ETS/EPRTR";1471308.00;1510000.00;2790000.00;2712.50;0.00;406.87;0.00;406.87
832;"CIMPOR";"Centro de Produção de Loulé";"Cerro da Cabeça Alta Apartado 45 ..";;"Loulé";"Portugal";"SRID=4326;POINT(-8.09759 37.1343)";"Cement";"ETS/EPRTR";320764.00;320000.00;;;0.00;0.00;0.00;0.00
833;"CMP-Cimentos Maceira e Pataias, S.A.";"Fábrica Cibra-Pataias";"CMP - Cimentos Maceira e Pataias, S. A. Fábrica Cibra-Pataias ..";;"Pataias";"Portugal";"SRID=4326;POINT(-8.98701 39.6572)";"Cement";"ETS/EPRTR";294362.00;294000.00;;;0.00;0.00;0.00;0.00
834;"AP - Amoníaco de Portugal, S.A.";"AP - Amoníaco de Portugal, S.A.";"Parque empresarial da Quimiparque Lavradio Portugal ..";;"Lavradio";"Portugal";"SRID=4326;POINT(-9.05220325155 38.6713093269)";"Chemical industry";"ETS/EPRTR";32521.00;;;;0.00;0.00;0.00;0.00
835;"SOLVAY PORTUGAL-PRODUTOS QUÍMICOS, SA";"Solvay Portugal - Complexo Fabril da Póvoa de Santa Iria";"Rua Eng Clément Dumoulin ..";;"Póvoa de Santa Iria";"Portugal";"SRID=4326;POINT(-9.0659 38.8564)";"Chemical industry";"ETS/EPRTR";5651.00;;;;0.00;0.00;0.00;0.00
836;"ARTLANT PTA, SA";"ARTLANT PTA, S.A.";"Zona Industrial e Logística de Sines";;"Sines";"Portugal";"SRID=4326;POINT(-8.82023 37.9804)";"Chemical industry";"ETS/EPRTR";4196.00;;;;0.00;0.00;0.00;0.00
837;"SC LAFARGE CIMENT ROMANIA SA";"SC Lafarge Ciment SA";"Str.  Padurii nr. 1";"507095";"Hoghiz";"Romania";"SRID=4326;POINT(25.281858 45.9516516)";"Cement";"ETS/EPRTR";633988.00;634000.00;905050.80;879.91;0.00;131.98;0.00;131.98
838;"SC LAFARGE CIMENT ROMANIA SA";"PUNCT DE LUCRU MEDGIDIA";"POPORULUI NR. 1";"905600";"Medgidia";"Romania";"SRID=4326;POINT(28.310138 44.2402777)";"Cement";"ETS/EPRTR";650560.00;651000.00;610916.72;763.64;0.00;114.54;0.00;114.54
839;"SC ALRO SA SLATINA";"SC ALRO SA SLATINA - Sediu primar";"Pitesti, nr.116";"230048";"Slatina";"Romania";"SRID=4326;POINT(24.3902516 44.4458066)";"Non-ferrous metals";"ETS/EPRTR";377880.00;379940.36;;;0.00;0.00;0.00;0.00
840;"SC INTERAGRO SA BUCURESTI";"SC AMURCO  SRL BACAU";"Chimiei nr. 1";"600289";"Bacau";"Romania";"SRID=4326;POINT(26.9433055 46.5142777)";"Chemical industry";"ETS/EPRTR";149491.00;149000.00;;;0.00;0.00;0.00;0.00
841;"ARCELORMITTAL";"SC ARCELORMITTAL TUBULAR PRODUCTS ROMAN SA";"Soseaua Roman - Iasi km 333";"611038";"Roman";"Romania";"SRID=4326;POINT(26.890833 46.9653)";"Iron and steel";"ETS/EPRTR";88614.00;;225270.15;;0.00;0.00;0.00;0.00
842;"SC CARMEUSE HOLDING SRL BRASOV";"SC CARMEUSE HOLDING SRL- Punct de lucru Fieni";"Garii nr. 2";"135100";"Fieni";"Romania";"SRID=4326;POINT(25.41907777 45.1247249)";"Cement";"ETS/EPRTR";92742.00;;;;0.00;0.00;0.00;0.00
843;"SC CARMEUSE HOLDING SRL";"SC CARMEUSE HOLDING SRL - Punct de lucru Chiscadaga";"PRINCIPALA, NR. 1";"337457";"Soimus";"Romania";"SRID=4326;POINT(22.87078999 45.95750916)";"Cement";"ETS/EPRTR";66418.00;;;;0.00;0.00;0.00;0.00
844;"SC CARPATCEMENT HOLDING SA BUCURESTI";"SA CARPATCEMENT HOLDING-Sucursala Fieni";"Str. Aurel Rainu nr.34";"135100";"Fieni";"Romania";"SRID=4326;POINT(25.41758611 45.12266666)";"Cement";"ETS/EPRTR";566039.00;566000.00;808050.08;785.60;0.00;117.84;0.00;117.84
845;"SC CARPATCEMENT HOLDING SA";"FABRICA DE CIMENT CHISCADAGA";"Principala nr. 1";"337457";"Chiscadaga";"Romania";"SRID=4326;POINT(22.86870222 45.95431527)";"Cement";"ETS/EPRTR";480322.00;480000.00;778288.49;756.66;0.00;113.50;0.00;113.50
846;"HOLCIM ROMANIA SA";"SC HOLCIM ROMANIA SA";;"117805";"Valea Mare Pravat";"Romania";"SRID=4326;POINT(25.1110277 45.2901138)";"Cement";"ETS/EPRTR";836338.00;836000.00;1193915.94;1160.75;0.00;174.11;0.00;174.11
847;"HOLCIM  (Romania) SA";"Holcim (Romania) SA - Ciment Alesd";"Str. Viitorului nr. 2";"417022";"Chistag  Com. Astileu";"Romania";"SRID=4326;POINT(22.3327777 47.0363638)";"Cement";"ETS/EPRTR";814070.00;814000.00;1162127.22;1129.84;0.00;169.47;0.00;169.47
848;"S.C. MECHEL TARGOVISTE S.A.";"S.C. MECHEL TARGOVISTE S.A.";"Soseaua Gaesti nr.9-11";"130087";"Targoviste";"Romania";"SRID=4326;POINT(25.45922777 44.908225)";"Iron and steel";"ETS/EPRTR";49723.00;;485004.72;114.59;0.00;34.37;20.62;55.00
849;"SC RAFO SA";"SC RAFO SA";"Industriilor nr. 3";"601124";"Onesti";"Romania";"SRID=4326;POINT(26.8151218 46.252456)";"Refineries";"ETS/EPRTR";380.00;;;;0.00;0.00;0.00;0.00
850;"COMPANIA PETROLIERA LUKOIL";"SC PETROTEL LUKOIL SA";"Str. Mihai Bravu nr.235";"100410";"Ploiesti";"Romania";"SRID=4326;POINT(26.0777777 44.94722111)";"Refineries";"ETS/EPRTR";368967.00;369000.00;;;0.00;0.00;0.00;0.00
851;"SC PRESCON BV SA";"SC PRESCON BV SA - Fabrica de var Stejaris";"Carierei nr.151";"500052";"Brasov";"Romania";"SRID=4326;POINT(25.55336166 45.6442999)";"Cement";"ETS/EPRTR";17458.00;;;;0.00;0.00;0.00;0.00
852;"SC ROMPETROL RAFINARE SA";"SC ROMPETROL RAFINARE SA - punct de lucru Rompetrol Rafinare - Navodari";"DJ 226,km.23";"905700";"Navodari";"Romania";"SRID=4326;POINT(28.6497388 44.34132222)";"Refineries";"ETS/EPRTR";883963.00;925000.00;;;0.00;0.00;0.00;0.00
853;"SC SAINT GOBAIN GLASS ROMANIA SRL";"SC SAINT GOBAIN STICLA ROMANIA SRL";"Str.Varianta Nord";"910053";"Calarasi";"Romania";"SRID=4326;POINT(27.32805 44.21854)";"Glass";"ETS/EPRTR";112534.00;113000.00;262755.63;797.02;0.00;0.00;159.40;159.40
854;"SCSIMCOR VAR SA ORADEA";"SC SIMCOR VAR SA ORADEA PUNCT DE LUCRU TG-JIU";"CARTIER BARSESTI , NR. 137B";"210205";"Tg. Jiu";"Romania";"SRID=4326;POINT(23.2275805 45.0518083)";"Cement";"ETS/EPRTR";71083.00;;;;0.00;0.00;0.00;0.00
855;"SC GA PRO CO CHEMICALS SA";"SC GA PRO CO CHEMICALS SA";"Uzinei, nr. 2";"617410";"Savinesti";"Romania";"SRID=4326;POINT(26.47386388 46.87346666)";"Chemical industry";"ETS/EPRTR";233380.00;129559.40;;;0.00;0.00;0.00;0.00
856;"CIECH CHEMICAL GROUP";"UZINELE SODICE GOVORA - CIECH CHEMICAL GROUP SA";"Uzinei, nr. 2";"240050";"Ramnicu Valcea";"Romania";"SRID=4326;POINT(24.2918888 45.0364999)";"Chemical industry";"ETS/EPRTR";182137.00;182000.00;;;0.00;0.00;0.00;0.00
857;"Cementa AB";"CEMENTA, Degerhamn";"Degerhamnsvägen 44 Mörbylånga";;"DEGERHAMN";"Sweden";"SRID=4326;POINT(16.40858676 56.3532868)";"Cement";"ETS/EPRTR";255426.00;255000.00;273673.11;266.07;0.00;39.91;0.00;39.91
858;"Cementa AB";"Cementa AB Skövdefabriken";"Cementvägen 1";"54121";"SKÖVDE";"Sweden";"SRID=4326;POINT(13.82477622 58.3843717)";"Cement";"ETS/EPRTR";334984.00;335000.00;358914.57;348.94;0.00;52.34;0.00;52.34
859;"Cementa AB";"Cementa AB, Slitefabriken";"Skolgatan 6";"62448";"SLITE";"Sweden";"SRID=4326;POINT(18.80540781 57.71172344)";"Cement";"ETS/EPRTR";1576771.00;1580000.00;1689412.31;1642.48;0.00;246.37;0.00;246.37
860;"Kalkproduktion Storugns AB";"Kalkproduktion Storugns AB";"Storugns";"62453";"LÄRBRO";"Sweden";"SRID=4326;POINT(18.80276265 57.84205454)";"Cement";"ETS/EPRTR";125754.00;126000.00;;;0.00;0.00;0.00;0.00
861;"Nordkalk AB";"Nordkalk / Köping";"Kungsängsvägen 22";"73136";"KÖPING";"Sweden";"SRID=4326;POINT(16.02847718 59.49812265)";"Cement";"ETS/EPRTR";219215.00;219000.00;;;0.00;0.00;0.00;0.00
862;"Nordkalk AB";"Partek Nordkalk i Luleå  AB";"SSAB Industriområde Box 50094, 97323 LULEÅ";;"LULEÅ";"Sweden";"SRID=4326;POINT(22.21238364 65.56261973)";"Cement";"ETS/EPRTR";87705.00;;;;0.00;0.00;0.00;0.00
863;"Pilkington Floatglas AB";"Pilkington Floatglas AB";"Stjärnarpsvägen 1";"30262";"HALMSTAD";"Sweden";"SRID=4326;POINT(12.9366309 56.6366085)";"Glass";"ETS/EPRTR";;;;;0.00;0.00;0.00;0.00
864;"SMA Svenska Mineral AB";"SMA Svenska Mineral AB, RÄTTVIKS KALKVERK";"RÄTTVIKS KALKVERK";;"RÄTTVIK";"Sweden";"SRID=4326;POINT(15.166972926231 60.905294218114)";"Cement";"ETS/EPRTR";84037.00;;;;0.00;0.00;0.00;0.00
865;"NYNAS AB";"NYNAS AB, Oljeraffinaderiet i Nynäshamn";"Raffinaderivägen";;"NYNÄSHAMN";"Sweden";"SRID=4326;POINT(17.95937255 58.91656416)";"Refineries";"ETS/EPRTR";137441.00;137000.00;;;0.00;0.00;0.00;0.00
866;"St1 Refinery AB";"St1 Refinery AB";"Bensinvägen 10";"40272";"GÖTEBORG";"Sweden";"SRID=4326;POINT(11.8795847 57.7015739)";"Refineries";"ETS/EPRTR";489173.00;489000.00;;;0.00;0.00;0.00;0.00
867;"Preem Petroleum AB";"Preemraff, Lysekil";"Preemraff, Lysekil";"45337";"LYSEKIL";"Sweden";"SRID=4326;POINT(11.42309229 58.34675159)";"Refineries";"ETS/EPRTR";1639901.00;1640000.00;;;0.00;0.00;0.00;0.00
868;"BillerudKorsnäs Skog & Industri AB";"BillerudKorsnäs Skog & Industri AB, Frövi";"Fröviforsvägen";;"FRÖVI";"Sweden";"SRID=4326;POINT(15.32873919 59.47975587)";"Paper and printing";"ETS/EPRTR";7790.00;7750.00;183605.62;280.50;28.05;0.00;0.00;28.05
869;"BillerudKorsnäs Sweden AB Gruvöns Bruk";"Gruvöns bruk";"Storjohanns väg 4";"66428";"GRUMS";"Sweden";"SRID=4326;POINT(13.12154172 59.33826572)";"Paper and printing";"ETS/EPRTR";23240.00;35120.00;;;0.00;0.00;0.00;0.00
870;"BillerudKorsnäs Sweden AB Karlsborg Bruk";"BillerudKorsnäs Karlsborgs AB";"Strandvägen 3";;"KARLSBORGSVERKEN";"Sweden";"SRID=4326;POINT(23.28768535 65.79194132)";"Paper and printing";"ETS/EPRTR";9019.00;13639.00;212572.41;324.76;32.47;0.00;0.00;32.47
871;"BillerudKorsnäs Sweden AB";"BillerudKorsnäs Sweden AB Skärblacka Bruk";"Skärblacka Bruk";"61710";"SKÄRBLACKA";"Sweden";"SRID=4326;POINT(15.89974012 58.57980097)";"Paper and printing";"ETS/EPRTR";11804.00;17164.00;278213.19;425.04;42.50;0.00;0.00;42.50
872;"Nordic Paper Bäckhammar AB";"Bäckhammars Bruk";"Bäckhammar";"68183";"KRISTINEHAMN";"Sweden";"SRID=4326;POINT(14.18117766 59.16005641)";"Paper and printing";"ETS/EPRTR";7424.00;10549.00;174979.22;267.32;26.73;0.00;0.00;26.73
873;"Fiskeby Board AB";"Fiskeby bruk";"Fiskeby bruk";"60210";"NORRKÖPING";"Sweden";"SRID=4326;POINT(16.11470774 58.59261721)";"Paper and printing";"ETS/EPRTR";42103.00;;;;0.00;0.00;0.00;0.00
874;"Mondi Dynäs AB";"Mondi Dynäs AB";"Väja";;"VÄJA";"Sweden";"SRID=4326;POINT(17.72348696 62.97420348)";"Paper and printing";"ETS/EPRTR";8791.00;11889.20;207198.59;316.55;31.65;0.00;0.00;31.65
875;"Iggesund Paperboard AB";"Iggesunds Bruk";"Cellulosagatan";"82530";"IGGESUND";"Sweden";"SRID=4326;POINT(17.09808643 61.63863899)";"Paper and printing";"ETS/EPRTR";10200.00;17292.40;240407.88;367.28;36.72;0.00;0.00;36.72
876;"Smurfit Kappa Kraftliner Piteå AB";"Smurfit Kappa Kraftliner Piteå";"Kolugnsvägen 30";"94138";"PITEÅ";"Sweden";"SRID=4326;POINT(21.44038572 65.31475314)";"Paper and printing";"ETS/EPRTR";9959.00;19138.40;234727.65;358.61;35.86;0.00;0.00;35.86
877;"BillerudKorsnäs Skog & Industri Aktiebolag";"Korsnäsverken";"SAKNAS";"80641";"GÄVLE";"Sweden";"SRID=4326;POINT(17.27333698 60.68240441)";"Paper and printing";"ETS/EPRTR";13799.00;20326.20;325234.15;496.88;49.68;0.00;0.00;49.68
