energy_carrier,cat_name,country_name,space_heating,process_heating_0_100,process_heating_100_200,process_heating_200_500,process_heating_500+
Ambient heat,Iron and Steel,Austria,0,0,0,0,0
Ambient heat,Iron and Steel,Belgium,0,0,0,0,0
Ambient heat,Iron and Steel,Bulgaria,0,0,0,0,0
Ambient heat,Iron and Steel,Croatia,0,0,0,0,0
Ambient heat,Iron and Steel,Cyprus,0,0,0,0,0
Ambient heat,Iron and Steel,Czech Republic,0,0,0,0,0
Ambient heat,Iron and Steel,Denmark,0,0,0,0,0
Ambient heat,Iron and Steel,Estonia,0,0,0,0,0
Ambient heat,Iron and Steel,Finland,0,0,0,0,0
Ambient heat,Iron and Steel,France,0,0,0,0,0
Ambient heat,Iron and Steel,Germany,0,0,0,0,0
Ambient heat,Iron and Steel,Greece,0,0,0,0,0
Ambient heat,Iron and Steel,Hungary,0,0,0,0,0
Ambient heat,Iron and Steel,Ireland,0,0,0,0,0
Ambient heat,Iron and Steel,Italy,0,0,0,0,0
Ambient heat,Iron and Steel,Latvia,0,0,0,0,0
Ambient heat,Iron and Steel,Lithuania,0,0,0,0,0
Ambient heat,Iron and Steel,Luxembourg,0,0,0,0,0
Ambient heat,Iron and Steel,Malta,0,0,0,0,0
Ambient heat,Iron and Steel,Netherlands,0,0,0,0,0
Ambient heat,Iron and Steel,Poland,0,0,0,0,0
Ambient heat,Iron and Steel,Portugal,0,0,0,0,0
Ambient heat,Iron and Steel,Romania,0,0,0,0,0
Ambient heat,Iron and Steel,Slovakia,0,0,0,0,0
Ambient heat,Iron and Steel,Slovenia,0,0,0,0,0
Ambient heat,Iron and Steel,Spain,0,0,0,0,0
Ambient heat,Iron and Steel,Sweden,0,0,0,0,0
Ambient heat,Iron and Steel,United Kingdom,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Austria,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Belgium,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Bulgaria,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Croatia,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Cyprus,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Czech Republic,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Denmark,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Estonia,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Finland,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,France,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Germany,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Greece,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Hungary,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Ireland,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Italy,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Latvia,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Lithuania,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Luxembourg,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Malta,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Netherlands,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Poland,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Portugal,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Romania,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Slovakia,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Slovenia,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Spain,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,Sweden,0,0,0,0,0
Ambient heat,Chemical and Petrochemical,United Kingdom,0,0,0,0,0
Ambient heat,Non-metallic minerals,Austria,0,0,0,0,0
Ambient heat,Non-metallic minerals,Belgium,0,0,0,0,0
Ambient heat,Non-metallic minerals,Bulgaria,0,0,0,0,0
Ambient heat,Non-metallic minerals,Croatia,0,0,0,0,0
Ambient heat,Non-metallic minerals,Cyprus,0,0,0,0,0
Ambient heat,Non-metallic minerals,Czech Republic,0,0,0,0,0
Ambient heat,Non-metallic minerals,Denmark,0,0,0,0,0
Ambient heat,Non-metallic minerals,Estonia,0,0,0,0,0
Ambient heat,Non-metallic minerals,Finland,0,0,0,0,0
Ambient heat,Non-metallic minerals,France,0,0,0,0,0
Ambient heat,Non-metallic minerals,Germany,0,0,0,0,0
Ambient heat,Non-metallic minerals,Greece,0,0,0,0,0
Ambient heat,Non-metallic minerals,Hungary,0,0,0,0,0
Ambient heat,Non-metallic minerals,Ireland,0,0,0,0,0
Ambient heat,Non-metallic minerals,Italy,0,0,0,0,0
Ambient heat,Non-metallic minerals,Latvia,0,0,0,0,0
Ambient heat,Non-metallic minerals,Lithuania,0,0,0,0,0
Ambient heat,Non-metallic minerals,Luxembourg,0,0,0,0,0
Ambient heat,Non-metallic minerals,Malta,0,0,0,0,0
Ambient heat,Non-metallic minerals,Netherlands,0,0,0,0,0
Ambient heat,Non-metallic minerals,Poland,0,0,0,0,0
Ambient heat,Non-metallic minerals,Portugal,0,0,0,0,0
Ambient heat,Non-metallic minerals,Romania,0,0,0,0,0
Ambient heat,Non-metallic minerals,Slovakia,0,0,0,0,0
Ambient heat,Non-metallic minerals,Slovenia,0,0,0,0,0
Ambient heat,Non-metallic minerals,Spain,0,0,0,0,0
Ambient heat,Non-metallic minerals,Sweden,0,0,0,0,0
Ambient heat,Non-metallic minerals,United Kingdom,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Austria,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Belgium,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Bulgaria,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Croatia,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Cyprus,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Czech Republic,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Denmark,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Estonia,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Finland,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",France,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Germany,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Greece,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Hungary,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Ireland,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Italy,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Latvia,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Lithuania,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Luxembourg,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Malta,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Netherlands,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Poland,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Portugal,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Romania,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Slovakia,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Slovenia,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Spain,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",Sweden,0,0,0,0,0
Ambient heat,"Paper, Pulp and Printing",United Kingdom,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Austria,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Belgium,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Bulgaria,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Croatia,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Cyprus,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Czech Republic,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Denmark,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Estonia,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Finland,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",France,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Germany,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Greece,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Hungary,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Ireland,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Italy,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Latvia,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Lithuania,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Luxembourg,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Malta,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Netherlands,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Poland,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Portugal,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Romania,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Slovakia,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Slovenia,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Spain,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",Sweden,0,0,0,0,0
Ambient heat,"Food, Beverages and Tabacco",United Kingdom,0,0,0,0,0
Ambient heat,Machinery and transport,Austria,0,0,0,0,0
Ambient heat,Machinery and transport,Belgium,0,0,0,0,0
Ambient heat,Machinery and transport,Bulgaria,0,0,0,0,0
Ambient heat,Machinery and transport,Croatia,0,0,0,0,0
Ambient heat,Machinery and transport,Cyprus,0,0,0,0,0
Ambient heat,Machinery and transport,Czech Republic,0,0,0,0,0
Ambient heat,Machinery and transport,Denmark,0,0,0,0,0
Ambient heat,Machinery and transport,Estonia,0,0,0,0,0
Ambient heat,Machinery and transport,Finland,0,0,0,0,0
Ambient heat,Machinery and transport,France,0,0,0,0,0
Ambient heat,Machinery and transport,Germany,0,0,0,0,0
Ambient heat,Machinery and transport,Greece,0,0,0,0,0
Ambient heat,Machinery and transport,Hungary,0,0,0,0,0
Ambient heat,Machinery and transport,Ireland,0,0,0,0,0
Ambient heat,Machinery and transport,Italy,0,0,0,0,0
Ambient heat,Machinery and transport,Latvia,0,0,0,0,0
Ambient heat,Machinery and transport,Lithuania,0,0,0,0,0
Ambient heat,Machinery and transport,Luxembourg,0,0,0,0,0
Ambient heat,Machinery and transport,Malta,0,0,0,0,0
Ambient heat,Machinery and transport,Netherlands,0,0,0,0,0
Ambient heat,Machinery and transport,Poland,0,0,0,0,0
Ambient heat,Machinery and transport,Portugal,0,0,0,0,0
Ambient heat,Machinery and transport,Romania,0,0,0,0,0
Ambient heat,Machinery and transport,Slovakia,0,0,0,0,0
Ambient heat,Machinery and transport,Slovenia,0,0,0,0,0
Ambient heat,Machinery and transport,Spain,0,0,0,0,0
Ambient heat,Machinery and transport,Sweden,0,0,0,0,0
Ambient heat,Machinery and transport,United Kingdom,0,0,0,0,0
Ambient heat,Non-ferrous metals,Austria,0,0,0,0,0
Ambient heat,Non-ferrous metals,Belgium,0,0,0,0,0
Ambient heat,Non-ferrous metals,Bulgaria,0,0,0,0,0
Ambient heat,Non-ferrous metals,Croatia,0,0,0,0,0
Ambient heat,Non-ferrous metals,Cyprus,0,0,0,0,0
Ambient heat,Non-ferrous metals,Czech Republic,0,0,0,0,0
Ambient heat,Non-ferrous metals,Denmark,0,0,0,0,0
Ambient heat,Non-ferrous metals,Estonia,0,0,0,0,0
Ambient heat,Non-ferrous metals,Finland,0,0,0,0,0
Ambient heat,Non-ferrous metals,France,0,0,0,0,0
Ambient heat,Non-ferrous metals,Germany,0,0,0,0,0
Ambient heat,Non-ferrous metals,Greece,0,0,0,0,0
Ambient heat,Non-ferrous metals,Hungary,0,0,0,0,0
Ambient heat,Non-ferrous metals,Ireland,0,0,0,0,0
Ambient heat,Non-ferrous metals,Italy,0,0,0,0,0
Ambient heat,Non-ferrous metals,Latvia,0,0,0,0,0
Ambient heat,Non-ferrous metals,Lithuania,0,0,0,0,0
Ambient heat,Non-ferrous metals,Luxembourg,0,0,0,0,0
Ambient heat,Non-ferrous metals,Malta,0,0,0,0,0
Ambient heat,Non-ferrous metals,Netherlands,0,0,0,0,0
Ambient heat,Non-ferrous metals,Poland,0,0,0,0,0
Ambient heat,Non-ferrous metals,Portugal,0,0,0,0,0
Ambient heat,Non-ferrous metals,Romania,0,0,0,0,0
Ambient heat,Non-ferrous metals,Slovakia,0,0,0,0,0
Ambient heat,Non-ferrous metals,Slovenia,0,0,0,0,0
Ambient heat,Non-ferrous metals,Spain,0,0,0,0,0
Ambient heat,Non-ferrous metals,Sweden,0,0,0,0,0
Ambient heat,Non-ferrous metals,United Kingdom,0,0,0,0,0
Ambient heat,Other Industry,Austria,0,0,0,0,0
Ambient heat,Other Industry,Belgium,0,0,0,0,0
Ambient heat,Other Industry,Bulgaria,0,0,0,0,0
Ambient heat,Other Industry,Croatia,0,0,0,0,0
Ambient heat,Other Industry,Cyprus,0,0,0,0,0
Ambient heat,Other Industry,Czech Republic,0,0,0,0,0
Ambient heat,Other Industry,Denmark,0,0,0,0,0
Ambient heat,Other Industry,Estonia,0,0,0,0,0
Ambient heat,Other Industry,Finland,0,0,0,0,0
Ambient heat,Other Industry,France,0,0,0,0,0
Ambient heat,Other Industry,Germany,0,0,0,0,0
Ambient heat,Other Industry,Greece,0,0,0,0,0
Ambient heat,Other Industry,Hungary,0,0,0,0,0
Ambient heat,Other Industry,Ireland,0,0,0,0,0
Ambient heat,Other Industry,Italy,0,0,0,0,0
Ambient heat,Other Industry,Latvia,0,0,0,0,0
Ambient heat,Other Industry,Lithuania,0,0,0,0,0
Ambient heat,Other Industry,Luxembourg,0,0,0,0,0
Ambient heat,Other Industry,Malta,0,0,0,0,0
Ambient heat,Other Industry,Netherlands,0,0,0,0,0
Ambient heat,Other Industry,Poland,0,0,0,0,0
Ambient heat,Other Industry,Portugal,0,0,0,0,0
Ambient heat,Other Industry,Romania,0,0,0,0,0
Ambient heat,Other Industry,Slovakia,0,0,0,0,0
Ambient heat,Other Industry,Slovenia,0,0,0,0,0
Ambient heat,Other Industry,Spain,0,0,0,0,0
Ambient heat,Other Industry,Sweden,0,0,0,0,0
Ambient heat,Other Industry,United Kingdom,0,0,0,0,0
Biomass,Iron and Steel,Austria,0,3.87894E-05,1.34314E-05,0.000147773,0.005615006
Biomass,Iron and Steel,Belgium,0,1.82242E-05,2.41361E-06,0.000120899,0.003347464
Biomass,Iron and Steel,Bulgaria,0,0,0,0,0
Biomass,Iron and Steel,Croatia,0,0,0,0,0
Biomass,Iron and Steel,Cyprus,0,0,0,0,0
Biomass,Iron and Steel,Czech Republic,0,6.98942E-05,4.72708E-05,0.000374975,0.00997486
Biomass,Iron and Steel,Denmark,0,0,0,0,0
Biomass,Iron and Steel,Estonia,0,0,0,0,0
Biomass,Iron and Steel,Finland,0,0,0,0,0
Biomass,Iron and Steel,France,0,0.003375678,0.003078519,0.012812275,0.454074529
Biomass,Iron and Steel,Germany,0,7.84389E-06,5.71028E-06,3.84325E-05,0.001111013
Biomass,Iron and Steel,Greece,0,0,0,0,0
Biomass,Iron and Steel,Hungary,0,0,0,0,0
Biomass,Iron and Steel,Ireland,0,0,0,0,0
Biomass,Iron and Steel,Italy,0,0,0,0,0
Biomass,Iron and Steel,Latvia,0,0,0,0,0
Biomass,Iron and Steel,Lithuania,0,0,0,0,0
Biomass,Iron and Steel,Luxembourg,0,0,0,0,0
Biomass,Iron and Steel,Malta,0,0,0,0,0
Biomass,Iron and Steel,Netherlands,0,0,0,0,0
Biomass,Iron and Steel,Poland,0,0,0,0,0
Biomass,Iron and Steel,Portugal,0,0,0,0,0
Biomass,Iron and Steel,Romania,0,0,0,0,0
Biomass,Iron and Steel,Slovakia,0,0.000352532,0.000470211,0.000316356,0.037239901
Biomass,Iron and Steel,Slovenia,0,0,0,0,0
Biomass,Iron and Steel,Spain,0,0,0,0,0
Biomass,Iron and Steel,Sweden,0,0,0,0,0
Biomass,Iron and Steel,United Kingdom,0,0,0,0,0
Biomass,Chemical and Petrochemical,Austria,0,0.005545879,0.016890093,0.004620936,0.598375792
Biomass,Chemical and Petrochemical,Belgium,0,0.003283323,0.013230125,0.003372831,0.060527188
Biomass,Chemical and Petrochemical,Bulgaria,0,0,0,0,0
Biomass,Chemical and Petrochemical,Croatia,0,0,0,0,0
Biomass,Chemical and Petrochemical,Cyprus,0,0,0,0,0
Biomass,Chemical and Petrochemical,Czech Republic,0,5.53606E-05,0.000178295,5.47278E-05,0.002040491
Biomass,Chemical and Petrochemical,Denmark,0,0,0,0,0
Biomass,Chemical and Petrochemical,Estonia,0,0,0,0,0
Biomass,Chemical and Petrochemical,Finland,0,0.003193347,0.010329517,0.00312678,0.131319174
Biomass,Chemical and Petrochemical,France,0,0.001041993,0,0,0.462846278
Biomass,Chemical and Petrochemical,Germany,0,0.010112256,0.060273545,0.007674777,0.29658906
Biomass,Chemical and Petrochemical,Greece,0,0,0,0,0
Biomass,Chemical and Petrochemical,Hungary,0,0,0,0,0.001167454
Biomass,Chemical and Petrochemical,Ireland,0,0,0,0,0
Biomass,Chemical and Petrochemical,Italy,0,0.002063756,0.006596035,0.001195765,0.069249146
Biomass,Chemical and Petrochemical,Latvia,0,0.003139323,0.009759586,0.003253195,0.047812895
Biomass,Chemical and Petrochemical,Lithuania,0,5.47828E-05,9.35142E-05,3.10472E-05,0.012711158
Biomass,Chemical and Petrochemical,Luxembourg,0,0,0,0,0
Biomass,Chemical and Petrochemical,Malta,0,0,0,0,0
Biomass,Chemical and Petrochemical,Netherlands,0,0.000918788,0.002853618,0.000824554,0.014011039
Biomass,Chemical and Petrochemical,Poland,0,0.002195841,0.004252592,0.000609407,0.029064349
Biomass,Chemical and Petrochemical,Portugal,0,0.000376292,0.000772712,3.84067E-05,0.006953588
Biomass,Chemical and Petrochemical,Romania,0,0.001427803,0.003626386,0.000904327,0.019653799
Biomass,Chemical and Petrochemical,Slovakia,0,0,0,0,0
Biomass,Chemical and Petrochemical,Slovenia,0,0.003947039,0.012931049,0.004012475,0.095409436
Biomass,Chemical and Petrochemical,Spain,0,0.003104696,0.010613373,0.002503118,0.040785231
Biomass,Chemical and Petrochemical,Sweden,0,0.003832318,0.015589996,0.003963506,0.058252487
Biomass,Chemical and Petrochemical,United Kingdom,0,0,0,0,0
Biomass,Non-metallic minerals,Austria,0,0.043146968,0.094521906,0.094508501,0.858716626
Biomass,Non-metallic minerals,Belgium,0,0.034497269,0.108147063,0.224438729,0.933150939
Biomass,Non-metallic minerals,Bulgaria,0,0,0.004869737,0.006207858,0.021486406
Biomass,Non-metallic minerals,Croatia,0,0,0.000731774,0.001022738,0.005223488
Biomass,Non-metallic minerals,Cyprus,0,0.000468993,0.001083521,0.003397233,0.027614253
Biomass,Non-metallic minerals,Czech Republic,0,0.000495763,0.00221569,0.002961312,0.008283236
Biomass,Non-metallic minerals,Denmark,0,0,0,0,0
Biomass,Non-metallic minerals,Estonia,0,0.000173493,0.000425934,0.000246146,0.001480427
Biomass,Non-metallic minerals,Finland,0,0.001188011,0.005769778,0.006138694,0.026445518
Biomass,Non-metallic minerals,France,0,0.043011056,0.163506888,0.229073859,1.207727197
Biomass,Non-metallic minerals,Germany,0,0.047357353,0.151793875,0.227081326,1.104275446
Biomass,Non-metallic minerals,Greece,0,0.006338197,0.013412718,0.010933033,0.107713052
Biomass,Non-metallic minerals,Hungary,0,0.003199218,0.007520286,0.009320799,0.042761697
Biomass,Non-metallic minerals,Ireland,0,0,0.003074162,0.003162972,0.013533865
Biomass,Non-metallic minerals,Italy,0,0.032387109,0.14666585,0.168129104,0.759993936
Biomass,Non-metallic minerals,Latvia,0,0.000492133,0.000812215,0.000377317,0.004133334
Biomass,Non-metallic minerals,Lithuania,0,0.010020922,0.026352938,0.013993356,0.078725785
Biomass,Non-metallic minerals,Luxembourg,0,0,0.006131518,0.028736581,0.039563901
Biomass,Non-metallic minerals,Malta,0,0,0,0,0
Biomass,Non-metallic minerals,Netherlands,0,0,0,0,0
Biomass,Non-metallic minerals,Poland,0,0.005019339,0.012680213,0.018247894,0.076863554
Biomass,Non-metallic minerals,Portugal,0,0.092890231,0.173545033,0.163988986,1.239643751
Biomass,Non-metallic minerals,Romania,0,0,0.008472522,0.10789798,0.566310498
Biomass,Non-metallic minerals,Slovakia,0,0,0.000485822,0.00090081,0.005591368
Biomass,Non-metallic minerals,Slovenia,0,0,0,0.000685066,0.009781934
Biomass,Non-metallic minerals,Spain,0,0.076297882,0.214591982,0.271166461,1.653458676
Biomass,Non-metallic minerals,Sweden,0,0,0,0,0
Biomass,Non-metallic minerals,United Kingdom,0,0,0,0,0
Biomass,"Paper, Pulp and Printing",Austria,0,0.155539361,5.921577939,0.396497868,0.113616831
Biomass,"Paper, Pulp and Printing",Belgium,0,0.05443462,2.556924134,0.129082169,0.043781077
Biomass,"Paper, Pulp and Printing",Bulgaria,0,0.09226179,1.223207088,0.246330688,0.050118434
Biomass,"Paper, Pulp and Printing",Croatia,0,0.002222763,0.100970274,0.000449394,0.002190568
Biomass,"Paper, Pulp and Printing",Cyprus,0,0,0,0,0
Biomass,"Paper, Pulp and Printing",Czech Republic,0,0.093314697,2.692962591,0.24069033,0.053819381
Biomass,"Paper, Pulp and Printing",Denmark,0,0.052807744,0.547077137,0.139070213,0.028624906
Biomass,"Paper, Pulp and Printing",Estonia,0,0.000760415,0.053849095,0.002839081,0.00070141
Biomass,"Paper, Pulp and Printing",Finland,0,0.632571652,30.84902914,2.032027111,0.5099371
Biomass,"Paper, Pulp and Printing",France,0,0.095015113,5.601779298,0.110302405,0.082335184
Biomass,"Paper, Pulp and Printing",Germany,0,0.2133469,6.447904361,0.353322941,0.126245798
Biomass,"Paper, Pulp and Printing",Greece,0,0,0,0,0
Biomass,"Paper, Pulp and Printing",Hungary,0,0.004503434,0.080736088,0.005884016,0.001916462
Biomass,"Paper, Pulp and Printing",Ireland,0,0,0,0,0
Biomass,"Paper, Pulp and Printing",Italy,0,0.000209899,0.003926336,0.000403201,0.000112564
Biomass,"Paper, Pulp and Printing",Latvia,0,0.001742197,0.021185039,0.004084757,0.000900007
Biomass,"Paper, Pulp and Printing",Lithuania,0,0.001225421,0.020873571,0.001786241,0.000537767
Biomass,"Paper, Pulp and Printing",Luxembourg,0,0,0,0,0
Biomass,"Paper, Pulp and Printing",Malta,0,0,0,0,0
Biomass,"Paper, Pulp and Printing",Netherlands,0,0.001476735,0.035135653,0.003153472,0.00093914
Biomass,"Paper, Pulp and Printing",Poland,0,0.174970062,5.011064231,0.386345466,0.105386242
Biomass,"Paper, Pulp and Printing",Portugal,0,0.261959477,9.603329492,0.508543805,0.122242225
Biomass,"Paper, Pulp and Printing",Romania,0,0.000432325,0.03398872,0,0.000468954
Biomass,"Paper, Pulp and Printing",Slovakia,0,0.062981786,2.260878845,0.107688274,0.028196095
Biomass,"Paper, Pulp and Printing",Slovenia,0,0.003045685,0.083049859,0.006073953,0.002033503
Biomass,"Paper, Pulp and Printing",Spain,0,0.126321106,4.668843737,0.116679195,0.055328962
Biomass,"Paper, Pulp and Printing",Sweden,0,0.463325178,40.73497494,1.043702365,0.364502521
Biomass,"Paper, Pulp and Printing",United Kingdom,0,0,0,0,0
Biomass,"Food, Beverages and Tabacco",Austria,0,0.151583834,0.094966638,0.014455805,0.025091723
Biomass,"Food, Beverages and Tabacco",Belgium,0,0.412070319,0.248658123,0.038682421,0.055376137
Biomass,"Food, Beverages and Tabacco",Bulgaria,0,0.077824808,0.048039515,0.020341171,0.004984507
Biomass,"Food, Beverages and Tabacco",Croatia,0,0.001838171,0.001122232,0.000261173,0.000267424
Biomass,"Food, Beverages and Tabacco",Cyprus,0,0,0,0,0
Biomass,"Food, Beverages and Tabacco",Czech Republic,0,0.021435905,0.012608889,0.003216356,0.00228085
Biomass,"Food, Beverages and Tabacco",Denmark,0,0.036376303,0.020597804,0.004057369,0.002933524
Biomass,"Food, Beverages and Tabacco",Estonia,0,0.002762743,0.001406196,0.000415326,6.77347E-05
Biomass,"Food, Beverages and Tabacco",Finland,0,0.031349494,0.014596766,0.003684774,0.002703966
Biomass,"Food, Beverages and Tabacco",France,0,1.006383804,0.446006593,0.140054659,0.056688943
Biomass,"Food, Beverages and Tabacco",Germany,0,0.395606155,0.246345808,0.053475756,0.039588281
Biomass,"Food, Beverages and Tabacco",Greece,0,1.102773358,0.551325939,0.123828826,0.128228878
Biomass,"Food, Beverages and Tabacco",Hungary,0,0.238929119,0.142783458,0.041308959,0.018918464
Biomass,"Food, Beverages and Tabacco",Ireland,0,0.236549929,0.13755681,0.029276561,0.0187857
Biomass,"Food, Beverages and Tabacco",Italy,0,0.134457087,0.079992251,0.022173045,0.014585617
Biomass,"Food, Beverages and Tabacco",Latvia,0,0.071956936,0.047857336,0.013746314,0.008325414
Biomass,"Food, Beverages and Tabacco",Lithuania,0,0.010142447,0.006024826,0.001349219,0.001091508
Biomass,"Food, Beverages and Tabacco",Luxembourg,0,0,0,0,0
Biomass,"Food, Beverages and Tabacco",Malta,0,0,0,0,0
Biomass,"Food, Beverages and Tabacco",Netherlands,0,0.087380122,0.050869823,0.013947804,0.009459252
Biomass,"Food, Beverages and Tabacco",Poland,0,0.108356884,0.052583919,0.009016675,0.006818522
Biomass,"Food, Beverages and Tabacco",Portugal,0,0.066198149,0.049196552,0.009485058,0.01002824
Biomass,"Food, Beverages and Tabacco",Romania,0,0.201979341,0.127536786,0.039499512,0.020589361
Biomass,"Food, Beverages and Tabacco",Slovakia,0,0,0,0,0
Biomass,"Food, Beverages and Tabacco",Slovenia,0,0.00299351,0.002004214,0.000464254,0.000353022
Biomass,"Food, Beverages and Tabacco",Spain,0,1.447602366,1.093098199,0.243157361,0.117827074
Biomass,"Food, Beverages and Tabacco",Sweden,0,0.085572292,0.079264423,0.019710975,0.01316231
Biomass,"Food, Beverages and Tabacco",United Kingdom,0,0,0,0,0
Biomass,Machinery and transport,Austria,0,0.158844463,0.208832653,0.069610884,0
Biomass,Machinery and transport,Belgium,0,0.008449173,0.01110812,0.003702707,0
Biomass,Machinery and transport,Bulgaria,0,0.002112293,0.00277703,0.000925677,0
Biomass,Machinery and transport,Croatia,0,0.000422459,0.000555406,0.000185135,0
Biomass,Machinery and transport,Cyprus,0,0,0,0,0
Biomass,Machinery and transport,Czech Republic,0,0.024925062,0.032768953,0.010922984,0
Biomass,Machinery and transport,Denmark,0,0.021122934,0.0277703,0.009256767,0
Biomass,Machinery and transport,Estonia,0,0.003379669,0.004443248,0.001481083,0
Biomass,Machinery and transport,Finland,0,0.001267376,0.001666218,0.000555406,0
Biomass,Machinery and transport,France,0,0.019855558,0.026104082,0.008701361,0
Biomass,Machinery and transport,Germany,0,0.198978037,0.261596223,0.087198741,0
Biomass,Machinery and transport,Greece,0,0,0,0,0
Biomass,Machinery and transport,Hungary,0,0.000844917,0.001110812,0.000370271,0
Biomass,Machinery and transport,Ireland,0,0,0,0,0
Biomass,Machinery and transport,Italy,0,0.002112293,0.00277703,0.000925677,0
Biomass,Machinery and transport,Latvia,0,0.008871632,0.011663526,0.003887842,0
Biomass,Machinery and transport,Lithuania,0,0.010139008,0.013329744,0.004443248,0
Biomass,Machinery and transport,Luxembourg,0,0,0,0,0
Biomass,Machinery and transport,Malta,0,0,0,0,0
Biomass,Machinery and transport,Netherlands,0,0,0,0,0
Biomass,Machinery and transport,Poland,0,0.002957211,0.003887842,0.001295947,0
Biomass,Machinery and transport,Portugal,0,0,0,0,0
