carrier_name,end_use,country_code,unit,energy,year,0
biofuel,cooking,PL,ktoe,consumption,2000,0
biofuel,cooking,PL,ktoe,consumption,2001,0
biofuel,cooking,PL,ktoe,consumption,2002,0
biofuel,cooking,PL,ktoe,consumption,2003,0
biofuel,cooking,PL,ktoe,consumption,2004,0
biofuel,cooking,PL,ktoe,consumption,2005,0
biofuel,cooking,PL,ktoe,consumption,2006,0
biofuel,cooking,PL,ktoe,consumption,2007,0
biofuel,cooking,PL,ktoe,consumption,2008,0
biofuel,cooking,PL,ktoe,consumption,2009,0
biofuel,cooking,PL,ktoe,consumption,2010,0
biofuel,cooking,PL,ktoe,consumption,2011,0
biofuel,cooking,PL,ktoe,consumption,2012,0
biofuel,cooking,PL,ktoe,consumption,2013,0
biofuel,cooking,PL,ktoe,consumption,2014,0
biofuel,cooking,PL,ktoe,consumption,2015,0
biofuel,space_heat,PL,ktoe,consumption,2000,197.4156204
biofuel,space_heat,PL,ktoe,consumption,2001,132.9393467
biofuel,space_heat,PL,ktoe,consumption,2002,132.5695787
biofuel,space_heat,PL,ktoe,consumption,2003,131.9017913
biofuel,space_heat,PL,ktoe,consumption,2004,136.8004449
biofuel,space_heat,PL,ktoe,consumption,2005,141.1144229
biofuel,space_heat,PL,ktoe,consumption,2006,101.3496774
biofuel,space_heat,PL,ktoe,consumption,2007,121.0607083
biofuel,space_heat,PL,ktoe,consumption,2008,109.3647878
biofuel,space_heat,PL,ktoe,consumption,2009,160.7390236
biofuel,space_heat,PL,ktoe,consumption,2010,180.4558444
biofuel,space_heat,PL,ktoe,consumption,2011,175.7091497
biofuel,space_heat,PL,ktoe,consumption,2012,151.7068841
biofuel,space_heat,PL,ktoe,consumption,2013,175.1451604
biofuel,space_heat,PL,ktoe,consumption,2014,149.4656209
biofuel,space_heat,PL,ktoe,consumption,2015,147.824141
biofuel,water_heat,PL,ktoe,consumption,2000,6.963679837
biofuel,water_heat,PL,ktoe,consumption,2001,6.173103286
biofuel,water_heat,PL,ktoe,consumption,2002,7.417251304
biofuel,water_heat,PL,ktoe,consumption,2003,7.431458665
biofuel,water_heat,PL,ktoe,consumption,2004,7.504715106
biofuel,water_heat,PL,ktoe,consumption,2005,7.519633339
biofuel,water_heat,PL,ktoe,consumption,2006,8.676922621
biofuel,water_heat,PL,ktoe,consumption,2007,10.53229168
biofuel,water_heat,PL,ktoe,consumption,2008,11.56434216
biofuel,water_heat,PL,ktoe,consumption,2009,11.86309638
biofuel,water_heat,PL,ktoe,consumption,2010,11.9343837
biofuel,water_heat,PL,ktoe,consumption,2011,12.11936168
biofuel,water_heat,PL,ktoe,consumption,2012,12.38003041
biofuel,water_heat,PL,ktoe,consumption,2013,12.44449873
biofuel,water_heat,PL,ktoe,consumption,2014,12.63892897
biofuel,water_heat,PL,ktoe,consumption,2015,12.799779
electricity,cooking,PL,ktoe,consumption,2000,246.9342457
electricity,cooking,PL,ktoe,consumption,2001,281.7830262
electricity,cooking,PL,ktoe,consumption,2002,318.4588706
electricity,cooking,PL,ktoe,consumption,2003,352.238967
electricity,cooking,PL,ktoe,consumption,2004,369.5739108
electricity,cooking,PL,ktoe,consumption,2005,380.15534
electricity,cooking,PL,ktoe,consumption,2006,397.8527593
electricity,cooking,PL,ktoe,consumption,2007,429.2742475
electricity,cooking,PL,ktoe,consumption,2008,467.4586118
electricity,cooking,PL,ktoe,consumption,2009,504.6987911
electricity,cooking,PL,ktoe,consumption,2010,508.7368855
electricity,cooking,PL,ktoe,consumption,2011,479.7121709
electricity,cooking,PL,ktoe,consumption,2012,466.8797565
electricity,cooking,PL,ktoe,consumption,2013,463.2023449
electricity,cooking,PL,ktoe,consumption,2014,470.8575882
electricity,cooking,PL,ktoe,consumption,2015,472.7056051
electricity,end_use_electricity,PL,ktoe,consumption,2000,1423.525726
electricity,end_use_electricity,PL,ktoe,consumption,2001,1454.429735
electricity,end_use_electricity,PL,ktoe,consumption,2002,1483.445241
electricity,end_use_electricity,PL,ktoe,consumption,2003,1527.417813
electricity,end_use_electricity,PL,ktoe,consumption,2004,1593.745476
electricity,end_use_electricity,PL,ktoe,consumption,2005,1663.482638
electricity,end_use_electricity,PL,ktoe,consumption,2006,1759.03527
electricity,end_use_electricity,PL,ktoe,consumption,2007,1857.416704
electricity,end_use_electricity,PL,ktoe,consumption,2008,1945.046591
electricity,end_use_electricity,PL,ktoe,consumption,2009,2015.712776
electricity,end_use_electricity,PL,ktoe,consumption,2010,2043.315668
electricity,end_use_electricity,PL,ktoe,consumption,2011,2088.418729
electricity,end_use_electricity,PL,ktoe,consumption,2012,2124.899602
electricity,end_use_electricity,PL,ktoe,consumption,2013,2142.191971
electricity,end_use_electricity,PL,ktoe,consumption,2014,2178.147112
electricity,end_use_electricity,PL,ktoe,consumption,2015,2194.463814
electricity,space_heat,PL,ktoe,consumption,2000,572.5792324
electricity,space_heat,PL,ktoe,consumption,2001,626.9461538
electricity,space_heat,PL,ktoe,consumption,2002,485.951876
electricity,space_heat,PL,ktoe,consumption,2003,535.5217485
electricity,space_heat,PL,ktoe,consumption,2004,524.9242051
electricity,space_heat,PL,ktoe,consumption,2005,628.357569
electricity,space_heat,PL,ktoe,consumption,2006,781.1276182
electricity,space_heat,PL,ktoe,consumption,2007,661.8889332
electricity,space_heat,PL,ktoe,consumption,2008,850.9433338
electricity,space_heat,PL,ktoe,consumption,2009,674.415799
electricity,space_heat,PL,ktoe,consumption,2010,932.8709967
electricity,space_heat,PL,ktoe,consumption,2011,951.3072005
electricity,space_heat,PL,ktoe,consumption,2012,943.3729
electricity,space_heat,PL,ktoe,consumption,2013,792.9693612
electricity,space_heat,PL,ktoe,consumption,2014,924.7130014
electricity,space_heat,PL,ktoe,consumption,2015,896.3978335
electricity,water_heat,PL,ktoe,consumption,2000,142.2441944
electricity,water_heat,PL,ktoe,consumption,2001,139.8947227
electricity,water_heat,PL,ktoe,consumption,2002,173.0147092
electricity,water_heat,PL,ktoe,consumption,2003,154.5262707
electricity,water_heat,PL,ktoe,consumption,2004,178.3115241
electricity,water_heat,PL,ktoe,consumption,2005,190.758887
electricity,water_heat,PL,ktoe,consumption,2006,213.4836121
electricity,water_heat,PL,ktoe,consumption,2007,244.3650833
electricity,water_heat,PL,ktoe,consumption,2008,265.198847
electricity,water_heat,PL,ktoe,consumption,2009,288.0782422
electricity,water_heat,PL,ktoe,consumption,2010,265.9770461
electricity,water_heat,PL,ktoe,consumption,2011,276.2361321
electricity,water_heat,PL,ktoe,consumption,2012,276.9654915
electricity,water_heat,PL,ktoe,consumption,2013,306.0491792
electricity,water_heat,PL,ktoe,consumption,2014,306.1756836
electricity,water_heat,PL,ktoe,consumption,2015,339.536979
gas,cooking,PL,ktoe,consumption,2000,88.05745353
gas,cooking,PL,ktoe,consumption,2001,106.0537966
gas,cooking,PL,ktoe,consumption,2002,122.443247
gas,cooking,PL,ktoe,consumption,2003,138.2549661
gas,cooking,PL,ktoe,consumption,2004,143.3623051
gas,cooking,PL,ktoe,consumption,2005,157.8948307
gas,cooking,PL,ktoe,consumption,2006,168.8245176
gas,cooking,PL,ktoe,consumption,2007,175.6722786
gas,cooking,PL,ktoe,consumption,2008,180.31951
gas,cooking,PL,ktoe,consumption,2009,185.6558664
gas,cooking,PL,ktoe,consumption,2010,186.6844395
gas,cooking,PL,ktoe,consumption,2011,215.8281019
gas,cooking,PL,ktoe,consumption,2012,239.3901875
gas,cooking,PL,ktoe,consumption,2013,244.8013377
gas,cooking,PL,ktoe,consumption,2014,244.8186909
gas,cooking,PL,ktoe,consumption,2015,252.6639981
gas,end_use_electricity,PL,ktoe,consumption,2000,0.044567268
gas,end_use_electricity,PL,ktoe,consumption,2001,0.047717625
gas,end_use_electricity,PL,ktoe,consumption,2002,0.055465979
gas,end_use_electricity,PL,ktoe,consumption,2003,0.06194346
gas,end_use_electricity,PL,ktoe,consumption,2004,0.076814463
gas,end_use_electricity,PL,ktoe,consumption,2005,0.093505589
gas,end_use_electricity,PL,ktoe,consumption,2006,0.114659215
gas,end_use_electricity,PL,ktoe,consumption,2007,0.138475572
gas,end_use_electricity,PL,ktoe,consumption,2008,0.155044433
gas,end_use_electricity,PL,ktoe,consumption,2009,0.176760363
gas,end_use_electricity,PL,ktoe,consumption,2010,0.193148719
gas,end_use_electricity,PL,ktoe,consumption,2011,0.221502499
gas,end_use_electricity,PL,ktoe,consumption,2012,0.266371055
gas,end_use_electricity,PL,ktoe,consumption,2013,0.327686429
gas,end_use_electricity,PL,ktoe,consumption,2014,0.432506718
gas,end_use_electricity,PL,ktoe,consumption,2015,0.599809472
gas,space_heat,PL,ktoe,consumption,2000,815.7709505
gas,space_heat,PL,ktoe,consumption,2001,1063.498282
gas,space_heat,PL,ktoe,consumption,2002,1292.881789
gas,space_heat,PL,ktoe,consumption,2003,1399.732407
gas,space_heat,PL,ktoe,consumption,2004,1462.660266
gas,space_heat,PL,ktoe,consumption,2005,1419.521776
gas,space_heat,PL,ktoe,consumption,2006,1284.291558
gas,space_heat,PL,ktoe,consumption,2007,1311.40519
gas,space_heat,PL,ktoe,consumption,2008,1440.760421
gas,space_heat,PL,ktoe,consumption,2009,1535.562951
gas,space_heat,PL,ktoe,consumption,2010,1706.440739
gas,space_heat,PL,ktoe,consumption,2011,1555.127789
gas,space_heat,PL,ktoe,consumption,2012,1601.194727
gas,space_heat,PL,ktoe,consumption,2013,1484.307111
gas,space_heat,PL,ktoe,consumption,2014,1264.897999
gas,space_heat,PL,ktoe,consumption,2015,1365.644926
gas,water_heat,PL,ktoe,consumption,2000,33.5901045
gas,water_heat,PL,ktoe,consumption,2001,44.49850424
gas,water_heat,PL,ktoe,consumption,2002,58.00511828
gas,water_heat,PL,ktoe,consumption,2003,80.41868296
gas,water_heat,PL,ktoe,consumption,2004,87.07709452
gas,water_heat,PL,ktoe,consumption,2005,94.76234162
gas,water_heat,PL,ktoe,consumption,2006,101.8006153
gas,water_heat,PL,ktoe,consumption,2007,111.6485361
gas,water_heat,PL,ktoe,consumption,2008,123.9130748
gas,water_heat,PL,ktoe,consumption,2009,128.2063018
gas,water_heat,PL,ktoe,consumption,2010,143.5794468
gas,water_heat,PL,ktoe,consumption,2011,145.8048684
gas,water_heat,PL,ktoe,consumption,2012,145.9409057
gas,water_heat,PL,ktoe,consumption,2013,148.7008849
gas,water_heat,PL,ktoe,consumption,2014,151.0241564
gas,water_heat,PL,ktoe,consumption,2015,152.9461736
heat,space_heat,PL,ktoe,consumption,2000,470.4493788
heat,space_heat,PL,ktoe,consumption,2001,550.9406066
heat,space_heat,PL,ktoe,consumption,2002,691.6514154
heat,space_heat,PL,ktoe,consumption,2003,623.9872483
heat,space_heat,PL,ktoe,consumption,2004,941.0805971
heat,space_heat,PL,ktoe,consumption,2005,840.1227461
heat,space_heat,PL,ktoe,consumption,2006,1076.685797
heat,space_heat,PL,ktoe,consumption,2007,733.0060318
heat,space_heat,PL,ktoe,consumption,2008,1061.551104
heat,space_heat,PL,ktoe,consumption,2009,982.8661675
heat,space_heat,PL,ktoe,consumption,2010,1068.796194
heat,space_heat,PL,ktoe,consumption,2011,894.859361
heat,space_heat,PL,ktoe,consumption,2012,906.2229557
heat,space_heat,PL,ktoe,consumption,2013,971.5019753
heat,space_heat,PL,ktoe,consumption,2014,841.3342235
heat,space_heat,PL,ktoe,consumption,2015,774.8504233
heat,water_heat,PL,ktoe,consumption,2000,45.2637903
heat,water_heat,PL,ktoe,consumption,2001,51.85005341
heat,water_heat,PL,ktoe,consumption,2002,63.9396246
heat,water_heat,PL,ktoe,consumption,2003,72.23503168
heat,water_heat,PL,ktoe,consumption,2004,93.24057285
heat,water_heat,PL,ktoe,consumption,2005,99.95202196
heat,water_heat,PL,ktoe,consumption,2006,107.8132128
heat,water_heat,PL,ktoe,consumption,2007,115.2122882
heat,water_heat,PL,ktoe,consumption,2008,122.0731864
heat,water_heat,PL,ktoe,consumption,2009,124.8388425
heat,water_heat,PL,ktoe,consumption,2010,124.4538139
heat,water_heat,PL,ktoe,consumption,2011,123.8902904
heat,water_heat,PL,ktoe,consumption,2012,125.1611855
heat,water_heat,PL,ktoe,consumption,2013,128.3596793
heat,water_heat,PL,ktoe,consumption,2014,124.4868992
heat,water_heat,PL,ktoe,consumption,2015,124.0230592
oil,cooking,PL,ktoe,consumption,2000,2.479491362
oil,cooking,PL,ktoe,consumption,2001,13.3717684
oil,cooking,PL,ktoe,consumption,2002,16.83744277
oil,cooking,PL,ktoe,consumption,2003,34.06808575
oil,cooking,PL,ktoe,consumption,2004,35.49819724
oil,cooking,PL,ktoe,consumption,2005,37.84999473
oil,cooking,PL,ktoe,consumption,2006,44.69575741
oil,cooking,PL,ktoe,consumption,2007,46.30021981
oil,cooking,PL,ktoe,consumption,2008,40.02666639
oil,cooking,PL,ktoe,consumption,2009,28.87511596
oil,cooking,PL,ktoe,consumption,2010,22.3993477
oil,cooking,PL,ktoe,consumption,2011,21.7642093
oil,cooking,PL,ktoe,consumption,2012,22.17062653
oil,cooking,PL,ktoe,consumption,2013,23.34913189
oil,cooking,PL,ktoe,consumption,2014,25.93233596
oil,cooking,PL,ktoe,consumption,2015,25.58222132
oil,space_heat,PL,ktoe,consumption,2000,317.7389992
oil,space_heat,PL,ktoe,consumption,2001,408.1201
oil,space_heat,PL,ktoe,consumption,2002,438.0038278
oil,space_heat,PL,ktoe,consumption,2003,413.4549462
oil,space_heat,PL,ktoe,consumption,2004,358.9034917
oil,space_heat,PL,ktoe,consumption,2005,286.0587865
oil,space_heat,PL,ktoe,consumption,2006,522.8914913
oil,space_heat,PL,ktoe,consumption,2007,510.241842
oil,space_heat,PL,ktoe,consumption,2008,507.5815755
oil,space_heat,PL,ktoe,consumption,2009,483.6561881
oil,space_heat,PL,ktoe,consumption,2010,615.5813824
oil,space_heat,PL,ktoe,consumption,2011,571.1296564
oil,space_heat,PL,ktoe,consumption,2012,397.5395647
oil,space_heat,PL,ktoe,consumption,2013,319.7700646
oil,space_heat,PL,ktoe,consumption,2014,309.7661346
oil,space_heat,PL,ktoe,consumption,2015,302.6913403
oil,water_heat,PL,ktoe,consumption,2000,74.4007031
oil,water_heat,PL,ktoe,consumption,2001,86.79498164
oil,water_heat,PL,ktoe,consumption,2002,89.94283943
oil,water_heat,PL,ktoe,consumption,2003,126.063708
oil,water_heat,PL,ktoe,consumption,2004,114.335771
oil,water_heat,PL,ktoe,consumption,2005,101.5488008
oil,water_heat,PL,ktoe,consumption,2006,113.0306713
oil,water_heat,PL,ktoe,consumption,2007,107.1709982
oil,water_heat,PL,ktoe,consumption,2008,105.0932881
oil,water_heat,PL,ktoe,consumption,2009,100.8797459
oil,water_heat,PL,ktoe,consumption,2010,101.3241275
oil,water_heat,PL,ktoe,consumption,2011,99.41968133
oil,water_heat,PL,ktoe,consumption,2012,116.496912
oil,water_heat,PL,ktoe,consumption,2013,86.97133826
oil,water_heat,PL,ktoe,consumption,2014,104.9226067
oil,water_heat,PL,ktoe,consumption,2015,88.22653559
renewable_heat,space_heat,PL,ktoe,consumption,2000,0.573227286
renewable_heat,space_heat,PL,ktoe,consumption,2001,0.5
renewable_heat,space_heat,PL,ktoe,consumption,2002,1.20061
renewable_heat,space_heat,PL,ktoe,consumption,2003,1.67736
renewable_heat,space_heat,PL,ktoe,consumption,2004,1.70002
renewable_heat,space_heat,PL,ktoe,consumption,2005,2.14961521
renewable_heat,space_heat,PL,ktoe,consumption,2006,2.3987
renewable_heat,space_heat,PL,ktoe,consumption,2007,1.99993
renewable_heat,space_heat,PL,ktoe,consumption,2008,3.09864
renewable_heat,space_heat,PL,ktoe,consumption,2009,3.30004
renewable_heat,space_heat,PL,ktoe,consumption,2010,2.937804529
renewable_heat,space_heat,PL,ktoe,consumption,2011,2.412343556
renewable_heat,space_heat,PL,ktoe,consumption,2012,3.606573039
renewable_heat,space_heat,PL,ktoe,consumption,2013,5.182955957
renewable_heat,space_heat,PL,ktoe,consumption,2014,5.708416929
renewable_heat,space_heat,PL,ktoe,consumption,2015,5.612883846
renewable_heat,water_heat,PL,ktoe,consumption,2000,0
renewable_heat,water_heat,PL,ktoe,consumption,2001,0
renewable_heat,water_heat,PL,ktoe,consumption,2002,0
renewable_heat,water_heat,PL,ktoe,consumption,2003,0
renewable_heat,water_heat,PL,ktoe,consumption,2004,0.1
renewable_heat,water_heat,PL,ktoe,consumption,2005,0.143307538
renewable_heat,water_heat,PL,ktoe,consumption,2006,0.3
renewable_heat,water_heat,PL,ktoe,consumption,2007,0.4
renewable_heat,water_heat,PL,ktoe,consumption,2008,1.3
renewable_heat,water_heat,PL,ktoe,consumption,2009,2.00002
renewable_heat,water_heat,PL,ktoe,consumption,2010,2.388458966
renewable_heat,water_heat,PL,ktoe,consumption,2011,3.200535015
renewable_heat,water_heat,PL,ktoe,consumption,2012,3.917072705
renewable_heat,water_heat,PL,ktoe,consumption,2013,4.27534155
renewable_heat,water_heat,PL,ktoe,consumption,2014,4.776917933
renewable_heat,water_heat,PL,ktoe,consumption,2015,5.493461736
solid_fossil,space_heat,PL,ktoe,consumption,2000,515.6108591
solid_fossil,space_heat,PL,ktoe,consumption,2001,392.0252135
solid_fossil,space_heat,PL,ktoe,consumption,2002,684.1004743
solid_fossil,space_heat,PL,ktoe,consumption,2003,680.0981038
solid_fossil,space_heat,PL,ktoe,consumption,2004,648.5167458
solid_fossil,space_heat,PL,ktoe,consumption,2005,641.1580408
solid_fossil,space_heat,PL,ktoe,consumption,2006,742.8372414
solid_fossil,space_heat,PL,ktoe,consumption,2007,634.1059502
solid_fossil,space_heat,PL,ktoe,consumption,2008,703.9118017
solid_fossil,space_heat,PL,ktoe,consumption,2009,766.8395809
solid_fossil,space_heat,PL,ktoe,consumption,2010,873.2717273
solid_fossil,space_heat,PL,ktoe,consumption,2011,766.5868555
solid_fossil,space_heat,PL,ktoe,consumption,2012,777.3017193
solid_fossil,space_heat,PL,ktoe,consumption,2013,718.4716511
solid_fossil,space_heat,PL,ktoe,consumption,2014,630.1092501
solid_fossil,space_heat,PL,ktoe,consumption,2015,607.4171696
solid_fossil,water_heat,PL,ktoe,consumption,2000,9.857498836
solid_fossil,water_heat,PL,ktoe,consumption,2001,20.68170648
solid_fossil,water_heat,PL,ktoe,consumption,2002,28.0886257
solid_fossil,water_heat,PL,ktoe,consumption,2003,29.68418618
solid_fossil,water_heat,PL,ktoe,consumption,2004,30.48815417
solid_fossil,water_heat,PL,ktoe,consumption,2005,29.62100992
solid_fossil,water_heat,PL,ktoe,consumption,2006,26.17906857
solid_fossil,water_heat,PL,ktoe,consumption,2007,31.94366984
solid_fossil,water_heat,PL,ktoe,consumption,2008,32.84650833
solid_fossil,water_heat,PL,ktoe,consumption,2009,34.07821907
solid_fossil,water_heat,PL,ktoe,consumption,2010,36.44716703
solid_fossil,water_heat,PL,ktoe,consumption,2011,37.01208295
solid_fossil,water_heat,PL,ktoe,consumption,2012,37.80815563
solid_fossil,water_heat,PL,ktoe,consumption,2013,39.00503951
solid_fossil,water_heat,PL,ktoe,consumption,2014,39.61444607
solid_fossil,water_heat,PL,ktoe,consumption,2015,40.11860149
biofuel,cooking,PL,ktoe,demand,2000,0
biofuel,cooking,PL,ktoe,demand,2001,0
biofuel,cooking,PL,ktoe,demand,2002,0
biofuel,cooking,PL,ktoe,demand,2003,0
biofuel,cooking,PL,ktoe,demand,2004,0
biofuel,cooking,PL,ktoe,demand,2005,0
biofuel,cooking,PL,ktoe,demand,2006,0
biofuel,cooking,PL,ktoe,demand,2007,0
biofuel,cooking,PL,ktoe,demand,2008,0
biofuel,cooking,PL,ktoe,demand,2009,0
biofuel,cooking,PL,ktoe,demand,2010,0
biofuel,cooking,PL,ktoe,demand,2011,0
biofuel,cooking,PL,ktoe,demand,2012,0
biofuel,cooking,PL,ktoe,demand,2013,0
biofuel,cooking,PL,ktoe,demand,2014,0
biofuel,cooking,PL,ktoe,demand,2015,0
biofuel,space_heat,PL,ktoe,demand,2000,96.0391072
biofuel,space_heat,PL,ktoe,demand,2001,64.67257324
biofuel,space_heat,PL,ktoe,demand,2002,64.49268783
biofuel,space_heat,PL,ktoe,demand,2003,65.20273126
biofuel,space_heat,PL,ktoe,demand,2004,69.03230945
biofuel,space_heat,PL,ktoe,demand,2005,72.22670291
biofuel,space_heat,PL,ktoe,demand,2006,52.3053051
biofuel,space_heat,PL,ktoe,demand,2007,63.06343341
biofuel,space_heat,PL,ktoe,demand,2008,58.46707
biofuel,space_heat,PL,ktoe,demand,2009,89.87802028
biofuel,space_heat,PL,ktoe,demand,2010,102.9161946
biofuel,space_heat,PL,ktoe,demand,2011,100.8222267
biofuel,space_heat,PL,ktoe,demand,2012,87.09292518
biofuel,space_heat,PL,ktoe,demand,2013,100.8231082
biofuel,space_heat,PL,ktoe,demand,2014,86.06002646
biofuel,space_heat,PL,ktoe,demand,2015,85.12368043
biofuel,water_heat,PL,ktoe,demand,2000,3.095008309
biofuel,water_heat,PL,ktoe,demand,2001,2.743636469
biofuel,water_heat,PL,ktoe,demand,2002,3.330125592
biofuel,water_heat,PL,ktoe,demand,2003,3.341884172
biofuel,water_heat,PL,ktoe,demand,2004,3.391100245
biofuel,water_heat,PL,ktoe,demand,2005,3.440531444
biofuel,water_heat,PL,ktoe,demand,2006,4.068097527
biofuel,water_heat,PL,ktoe,demand,2007,5.073347489
biofuel,water_heat,PL,ktoe,demand,2008,5.665957304
biofuel,water_heat,PL,ktoe,demand,2009,5.883517323
biofuel,water_heat,PL,ktoe,demand,2010,5.995935715
biofuel,water_heat,PL,ktoe,demand,2011,6.168382143
biofuel,water_heat,PL,ktoe,demand,2012,6.379634942
biofuel,water_heat,PL,ktoe,demand,2013,6.483321729
biofuel,water_heat,PL,ktoe,demand,2014,6.651755108
biofuel,water_heat,PL,ktoe,demand,2015,6.762577044
electricity,cooking,PL,ktoe,demand,2000,153.7251108
electricity,cooking,PL,ktoe,demand,2001,175.7866247
electricity,cooking,PL,ktoe,demand,2002,199.329914
electricity,cooking,PL,ktoe,demand,2003,221.3495485
electricity,cooking,PL,ktoe,demand,2004,233.7007233
electricity,cooking,PL,ktoe,demand,2005,241.7847841
electricity,cooking,PL,ktoe,demand,2006,254.8789997
electricity,cooking,PL,ktoe,demand,2007,277.4645167
electricity,cooking,PL,ktoe,demand,2008,305.0432638
electricity,cooking,PL,ktoe,demand,2009,332.3286961
electricity,cooking,PL,ktoe,demand,2010,337.4459304
electricity,cooking,PL,ktoe,demand,2011,320.221277
electricity,cooking,PL,ktoe,demand,2012,313.7534685
electricity,cooking,PL,ktoe,demand,2013,311.6451014
electricity,cooking,PL,ktoe,demand,2014,318.144207
electricity,cooking,PL,ktoe,demand,2015,320.5343451
electricity,end_use_electricity,PL,ktoe,demand,2000,1440.096508
electricity,end_use_electricity,PL,ktoe,demand,2001,1472.222007
electricity,end_use_electricity,PL,ktoe,demand,2002,1503.597029
electricity,end_use_electricity,PL,ktoe,demand,2003,1550.394252
electricity,end_use_electricity,PL,ktoe,demand,2004,1620.929372
electricity,end_use_electricity,PL,ktoe,demand,2005,1695.357293
electricity,end_use_electricity,PL,ktoe,demand,2006,1797.321667
electricity,end_use_electricity,PL,ktoe,demand,2007,1904.309525
electricity,end_use_electricity,PL,ktoe,demand,2008,1999.78522
electricity,end_use_electricity,PL,ktoe,demand,2009,2077.889304
electricity,end_use_electricity,PL,ktoe,demand,2010,2111.963725
electricity,end_use_electricity,PL,ktoe,demand,2011,2164.461661
electricity,end_use_electricity,PL,ktoe,demand,2012,2208.808089
electricity,end_use_electricity,PL,ktoe,demand,2013,2231.594289
electricity,end_use_electricity,PL,ktoe,demand,2014,2277.704587
electricity,end_use_electricity,PL,ktoe,demand,2015,2307.575738
electricity,space_heat,PL,ktoe,demand,2000,416.7266298
electricity,space_heat,PL,ktoe,demand,2001,459.7902948
electricity,space_heat,PL,ktoe,demand,2002,363.2210412
electricity,space_heat,PL,ktoe,demand,2003,406.0410192
electricity,space_heat,PL,ktoe,demand,2004,402.6671568
electricity,space_heat,PL,ktoe,demand,2005,490.5820856
electricity,space_heat,PL,ktoe,demand,2006,619.0076426
electricity,space_heat,PL,ktoe,demand,2007,534.294367
electricity,space_heat,PL,ktoe,demand,2008,692.4952659
electricity,space_heat,PL,ktoe,demand,2009,569.3428441
electricity,space_heat,PL,ktoe,demand,2010,789.8140011
electricity,space_heat,PL,ktoe,demand,2011,839.2045097
electricity,space_heat,PL,ktoe,demand,2012,870.3295997
electricity,space_heat,PL,ktoe,demand,2013,778.6979888
electricity,space_heat,PL,ktoe,demand,2014,930.5955139
electricity,space_heat,PL,ktoe,demand,2015,991.7440806
electricity,water_heat,PL,ktoe,demand,2000,96.93802127
electricity,water_heat,PL,ktoe,demand,2001,95.33687939
electricity,water_heat,PL,ktoe,demand,2002,118.8398405
electricity,water_heat,PL,ktoe,demand,2003,106.315756
electricity,water_heat,PL,ktoe,demand,2004,124.3524083
electricity,water_heat,PL,ktoe,demand,2005,134.6108299
electricity,water_heat,PL,ktoe,demand,2006,152.4628275
electricity,water_heat,PL,ktoe,demand,2007,176.8875538
electricity,water_heat,PL,ktoe,demand,2008,194.0562863
electricity,water_heat,PL,ktoe,demand,2009,213.1632644
electricity,water_heat,PL,ktoe,demand,2010,197.9083911
electricity,water_heat,PL,ktoe,demand,2011,207.6583917
electricity,water_heat,PL,ktoe,demand,2012,209.7374199
electricity,water_heat,PL,ktoe,demand,2013,234.2053575
electricity,water_heat,PL,ktoe,demand,2014,235.5091467
electricity,water_heat,PL,ktoe,demand,2015,262.4366142
gas,cooking,PL,ktoe,demand,2000,40.29182627
gas,cooking,PL,ktoe,demand,2001,48.99402112
gas,cooking,PL,ktoe,demand,2002,57.09826676
gas,cooking,PL,ktoe,demand,2003,65.0830605
gas,cooking,PL,ktoe,demand,2004,68.17950237
gas,cooking,PL,ktoe,demand,2005,76.11040366
gas,cooking,PL,ktoe,demand,2006,82.37995732
gas,cooking,PL,ktoe,demand,2007,86.59699707
gas,cooking,PL,ktoe,demand,2008,89.75800311
gas,cooking,PL,ktoe,demand,2009,93.36880999
gas,cooking,PL,ktoe,demand,2010,94.87704256
gas,cooking,PL,ktoe,demand,2011,111.6282331
gas,cooking,PL,ktoe,demand,2012,125.3160541
gas,cooking,PL,ktoe,demand,2013,128.8833879
gas,cooking,PL,ktoe,demand,2014,129.4871825
gas,cooking,PL,ktoe,demand,2015,134.1837896
gas,end_use_electricity,PL,ktoe,demand,2000,0.074186057
gas,end_use_electricity,PL,ktoe,demand,2001,0.081187619
gas,end_use_electricity,PL,ktoe,demand,2002,0.09686289
gas,end_use_electricity,PL,ktoe,demand,2003,0.110377272
gas,end_use_electricity,PL,ktoe,demand,2004,0.140546635
gas,end_use_electricity,PL,ktoe,demand,2005,0.17490667
gas,end_use_electricity,PL,ktoe,demand,2006,0.218965044
gas,end_use_electricity,PL,ktoe,demand,2007,0.269216512
gas,end_use_electricity,PL,ktoe,demand,2008,0.306127807
gas,end_use_electricity,PL,ktoe,demand,2009,0.355951983
gas,end_use_electricity,PL,ktoe,demand,2010,0.395420947
gas,end_use_electricity,PL,ktoe,demand,2011,0.465756724
gas,end_use_electricity,PL,ktoe,demand,2012,0.586960677
gas,end_use_electricity,PL,ktoe,demand,2013,0.759377202
gas,end_use_electricity,PL,ktoe,demand,2014,1.094883966
gas,end_use_electricity,PL,ktoe,demand,2015,1.674029681
gas,space_heat,PL,ktoe,demand,2000,513.0688617
gas,space_heat,PL,ktoe,demand,2001,669.8703927
gas,space_heat,PL,ktoe,demand,2002,844.2500064
gas,space_heat,PL,ktoe,demand,2003,919.9984256
gas,space_heat,PL,ktoe,demand,2004,966.0017072
gas,space_heat,PL,ktoe,demand,2005,942.4008939
